Compound,Formation_energy,E_above_hull,Hessian_eig_min_abs,C11,C22,C66,Thermo_stability_level,Dyn_stability_level,Thermo_Dyn_stability_level
NH-OCN-Ru,0.099028442,0.5544511520000001,0.00036185467479407234,38.77982505,38.77974884,-19.682067,M,l,Ml
NH-OCN-Sc,-0.90475236,0.546131265,0.0001362001107441991,91.8754563,91.87530396,31.31678581,M,m,Mm
NH-OCN-Sm,-0.866388258,0.634806289,6.80237769908885e-05,72.4877657,72.48752749,24.43887484,M,m,Mm
NH-OCN-Y,-0.925882675,0.627368108,0.00019703950012463,77.70070486,77.70044501,26.01671604,M,m,Mm
NH-SCN-Al,-0.158758895,0.518152876,1.7989286975335905e-07,92.67382303,92.67332811,-3.22352084,M,l,Ml
NH-SCN-Bi,0.434514014,0.6342064000000001,3.2794150037313145e-05,43.37523634,43.37523634,10.36178845,L,m,Lm
NH-SCN-Ce,-0.434439623,0.4298433,7.801589223574424e-05,51.72878021,51.72878021,12.96551559,M,m,Mm
NH-SCN-Co,0.289152134,0.552438505,0.00023275055896239047,102.60519932,102.60534154,34.38834531,L,m,Lm
NH-SCN-Cr,0.021789694,0.512413798,0.0006926821273243943,-37.56706411,-37.56711201,-53.32494483,M,l,Ml
NH-SCN-Fe,0.351615587,0.637456465,9.738981008989619e-06,54.55418511,54.553864600000004,1.58069497,L,h,Lh
NH-SCN-Ga,0.153582454,0.545805078,7.622793323243847e-05,78.801506,78.80118082,16.80660074,M,m,Mm
NH-SCN-Gd,-0.474580095,0.366389147,0.00012193079220853504,55.83747338,55.83749013,9.96270626,M,m,Mm
NH-SCN-In,0.15569039099999998,0.489146013,0.00036835530254762796,61.52168594,61.52170341,10.43530386,M,m,Mm
NH-SCN-Ir,0.339084179,0.583564552,2.225264986431741e-05,119.09329724,119.09282139,37.73205554,L,m,Lm
NH-SCN-La,-0.5047144960000001,0.526626588,0.00012047379329345048,53.86007169,53.86007169,13.08638478,M,m,Mm
NH-SCN-Lu,-0.543238125,0.506254008,0.004685566472740905,48.92449225,0.69621953,-3.16830107,M,l,Ml
NH-SCN-Nd,-0.474385731,0.506172599,2.9350151713337096e-05,60.21646444,60.21646444,15.67016778,M,m,Mm
NH-SCN-Rh,0.286752956,0.581520194,5.358274280736529e-05,79.84355177,79.8431477,17.37259859,L,m,Lm
NH-SCN-Ru,0.428627762,0.713026048,1.2870218813931586e-05,53.09189348,53.09189348,-1.94554106,L,l,Ll
NH-SCN-Sc,-0.495351876,0.473272483,4.544585428238148e-06,70.76466727,70.76419140000002,11.79788295,M,h,Mh
NH-SCN-Sm,-0.487843911,0.567686375,0.0004538073198674873,61.91780920000001,61.91777384,15.11183342,M,m,Mm
NH-SCN-Y,-0.53725545,0.46896392,0.00025983490605804393,63.30700362,63.30702061,16.507078099999998,M,m,Mm
NH-SH-Al,-0.590700765,0.346085053,7.3881246944046035e-06,-109.38064655,-109.38013394,-179.83002857,M,l,Ml
NH-SH-Bi,0.141874849,0.505997405,1.0488498645159086e-05,42.28753097,42.28753097,9.98780572,M,m,Mm
NH-SH-Ce,-0.981602481,0.56989772,0.0001918104297540242,52.1449709,52.14495362,16.92550834,M,m,Mm
NH-SH-Co,-0.032769819,0.40766552,0.00035510697814361536,107.45767142,107.45771923,32.67030265,M,m,Mm
NH-SH-Cr,-0.282568955,0.430671663,1.689873608844852e-05,47.32499139,47.32500841,22.80615365,M,m,Mm
NH-SH-Fe,0.045023447,0.512524193,5.7415520421415906e-06,64.9216645,64.92144587,4.60201962,M,h,Mh
NH-SH-Ga,-0.17995614699999998,0.415202695,0.00017011236376295169,68.10358836,68.10332891,7.72640638,M,m,Mm
NH-SH-Gd,-0.942018417,0.191636366,0.0002810281238869604,48.89330654,48.89328955,2.0755931,H,m,Hm
NH-SH-In,-0.17805775899999998,0.346580681,5.040726261259128e-05,67.12611104,67.12612847,17.54981859,M,m,Mm
NH-SH-Ir,0.032285949,0.45015409,8.237372453567278e-06,111.86319393,111.86288615,37.38886625,M,h,Mh
NH-SH-La,-0.977891153,0.384209841,0.0043853350810696265,38.72766267,38.72766267,0.10675219,M,m,Mm
NH-SH-Lu,-1.0275964709999998,0.297037764,0.039827887776050834,57.71091324,57.71091324,6.3521379,M,m,Mm
NH-SH-Nd,-0.942258163,0.35890352600000003,4.4688985131521344e-06,44.69181643,44.69179925,1.5945593,M,h,Mh
NH-SH-Rh,-0.020007701,0.458204678,2.270912315716064e-05,86.86088806,86.86053428,28.55101967,M,m,Mm
NH-SH-Ru,0.135579105,0.601348741,2.5961089058822e-05,40.45734776,40.45700998,-11.12695541,M,l,Ml
NH-SH-Sc,-0.968529027,0.318311898,1.788162761232998e-05,70.4832517,70.48286812,15.40482595,M,m,Mm
NH-SH-Sm,-0.961348391,0.343833125,4.563425123957838e-05,63.43834798,63.43777043,17.36218601,M,m,Mm
NH-SH-Y,-1.022246087,0.309708849,7.559081960276891e-05,49.57719268,49.57719268,1.03485941,M,m,Mm
O-Br-Al,-2.054379197,0.458968321,0.00032862639749888694,125.21087493,125.21053514,43.26493991,M,m,Mm
O-Br-Bi,-0.911133357,0.333568055,8.922101549807042e-05,52.77006056,52.76982475,13.95374725,M,m,Mm
O-Br-Ce,-2.96055842,0.0,9.056415080410272e-05,68.51261515,68.51236426,21.00878659,H,m,Hm
O-Br-Co,-0.62090485,0.49805426,0.0005325536815526599,-7.48345253,-7.48343516,-52.55229871,M,l,Ml
O-Br-Cr,-1.57953119,0.434594013,0.00027909063629580485,87.61217868,87.61205937,23.74595799,M,m,Mm
O-Br-Fe,-0.966154453,0.243522798,0.0003749659525420341,46.79270461,46.792741299999996,25.04858351,M,m,Mm
O-Br-Ga,-1.23586117,0.387858129,1.8582250774722744e-05,94.57058235,94.57061698,26.42140289,M,m,Mm
O-Br-Gd,-2.946358847,0.292226012,1.0455366490722086e-05,82.9540196,82.95400190000001,26.00652056,M,m,Mm
O-Br-In,-1.29893935,0.246183457,5.739725225026544e-05,78.22780401,78.22743656,23.67924243,M,m,Mm
O-Br-Ir,-0.018245123,0.6884720870000001,1.4646363536520767e-05,69.67391724,69.67393649,24.79044135,M,m,Mm
O-Br-La,-3.07624847,0.350807895,1.9440386618659244e-05,69.35397521,69.35397521,19.55068557,M,m,Mm
O-Br-Lu,-3.075180823,0.263309957,0.5228331985174066,-41.92511497,-41.92494746,19.95128254,M,l,Ml
O-Br-Nd,-2.969133657,0.32789418800000003,0.00021468203531914388,74.95244235,74.95205991,22.76868362,M,m,Mm
O-Br-Rh,-0.42716734,0.441452998,0.00019239268054157475,73.35688087,73.35670108,28.26833411,M,m,Mm
O-Br-Ru,-0.399159263,0.47665863,3.7573011058998336e-05,89.76872658,89.76854273,30.45419463,M,m,Mm
O-Br-Sc,-2.92403384,0.235316498,3.152955527585514e-05,100.1563233,100.15620459,33.26506017,M,m,Mm
O-Br-Sm,-2.99193014,0.315171087,3.062001324639276e-05,78.81516913,78.81479279999999,24.38263965,M,m,Mm
O-Br-Y,-3.079707733,0.097320543,6.111815093038527e-06,85.43648877,85.43635718,27.0550833,H,h,Hh
O-Cl-Al,-2.41606059,0.281171746,0.00018691153353194516,127.93185309,127.93154449,41.67192818,M,m,Mm
O-Cl-Bi,-1.007026317,0.351408557,3.7789826301776256e-05,52.987739600000005,52.98759493,14.66718223,M,m,Mm
O-Cl-Ce,-3.114540827,0.303949677,7.346219464324058e-07,68.51011178,68.50992026,21.253544199999997,M,h,Mh
O-Cl-Co,-0.8537541270000001,0.3263594,0.00016888699325392682,93.52426209,93.5241875,36.22540729,M,m,Mm
O-Cl-Cr,-1.858296963,0.297532446,0.00019815127635035529,83.25545397,83.25532838,23.30074824,M,m,Mm
O-Cl-Fe,-1.02439367,0.398997372,0.0001335992569052816,118.18329547,118.18341101,42.34871636,M,m,Mm
O-Cl-Ga,-1.5101850069999998,0.224491293,0.00016693694361626842,97.03280803,97.03277137,24.25018875,M,m,Mm
O-Cl-Gd,-2.080670747,1.306857442,4.1957217204120255e-05,82.50645363,82.50647167,26.438590100000003,M,m,Mm
O-Cl-In,-1.4747940430000002,0.181564345,0.00021180188713866455,77.41838934,77.41809658,22.40075225,H,m,Hm
O-Cl-Ir,-0.216427763,0.298087708,2.1237512943312757e-05,11.27906531,11.27906531,18.74608459,M,m,Mm
O-Cl-La,-3.2286882830000003,0.36003187,9.289860352523836e-05,69.97844795,69.97832204,20.17089437,M,m,Mm
O-Cl-Lu,-3.28155391,0.0,0.8479452232957307,93.52869113,93.52839825,30.91919892,H,m,Hm
O-Cl-Nd,-3.126062547,0.339936532,5.7991505074252123e-05,74.86522656,74.86487158,23.15643244,M,m,Mm
O-Cl-Rh,-0.6502861,0.203025681,1.7806958744859092e-05,70.49853738,70.4983506,27.85068025,M,m,Mm
O-Cl-Ru,-0.609715993,0.362011026,2.171953476455091e-05,70.2330965,70.23294657,24.9248063,M,m,Mm
O-Cl-Sc,-3.14324657,0.173793245,3.802289124394084e-05,98.34894134,98.34880116,32.59438788,H,m,Hm
O-Cl-Sm,-3.156780447,0.31139915,1.5048062198370282e-05,78.29392543,78.2936342,24.57910678,M,m,Mm
O-Cl-Y,-3.26110413,0.247849993,6.025542418051976e-05,83.6054851,83.60536782,26.91716059,M,m,Mm
O-CN-Al,-0.901438803,0.811107508,0.00011136279623360927,-264.20164339999997,-264.20109346,-349.22144646,M,l,Ml
O-CN-Bi,0.144547583,0.6642383629999999,0.00014776307802299532,60.18637067,60.18619012,18.37515309,M,m,Mm
O-CN-Ce,-1.4506824880000002,0.7635207740000001,0.0003332263241279513,66.96329419,66.96308961,21.53373079,M,m,Mm
O-CN-Co,0.118577685,0.8059583029999999,4.282808481750512e-05,117.84110722,117.84110722,45.08929118,M,m,Mm
O-CN-Cr,-0.497105223,0.6940966709999999,4.789311586473994e-05,89.10610362,89.10606235,34.84296958,M,m,Mm
O-CN-Fe,0.013094435,0.7203120340000001,7.876584021431786e-05,116.09018737,116.09027113,37.18712559,M,m,Mm
O-CN-Ga,-0.204789908,0.7793388370000001,0.0005559243875725284,72.94525147,72.94523202,-1.99645704,M,l,Ml
O-CN-Gd,-0.365523155,1.097595499,3.838608287164176e-05,81.45100509,81.45100509,27.21424485,M,m,Mm
O-CN-In,-0.155631833,0.646178641,6.153262705447045e-05,65.73271221,65.73249145,6.94672373,M,m,Mm
O-CN-Ir,0.457767475,0.95780578,0.00025879466181812327,102.49032109,102.49034218,30.36940934,L,m,Lm
O-CN-La,-1.460739623,0.589532983,0.0001747769702742307,72.39562313,72.39552749,21.50431691,M,m,Mm
O-CN-Lu,-1.502021265,0.639881791,0.1699052817276463,94.83354876,94.83319631,31.69542425,M,m,Mm
O-CN-Nd,-1.380898283,0.6782726040000001,2.45680970279768e-05,75.21192823,75.21160332,24.55438153,M,m,Mm
O-CN-Rh,0.199234863,0.699269116,2.2801580041658125e-05,113.41052749,113.41040428,40.00185523,M,m,Mm
O-CN-Ru,0.26425199,0.7642844459999999,4.571734278661237e-05,72.23038962,72.23028691,21.53264949,L,m,Lm
O-CN-Sc,-1.40234112,0.613021952,0.00048716152307640056,101.71470094,101.71460912,33.30250629,M,m,Mm
O-CN-Sm,-1.403347095,0.68748236,3.3468995042135336e-05,82.35851473,82.35849606,25.99767276,M,m,Mm
O-CN-Y,-1.485130275,0.683783534,0.00010984284117463884,82.93157961,82.93151218,27.85991062,M,m,Mm
O-F-Al,-3.3634347730000003,0.255865073,5.7042922540270996e-05,92.08584204,92.08576155,3.04001819,M,m,Mm
O-F-Bi,-1.549586897,0.310543045,0.00012319678929257157,60.11029393,60.11019379,18.79697662,M,m,Mm
O-F-Ce,-3.766966873,0.0,0.00011632521110599746,82.32165577,82.32168873,26.76365827,H,m,Hm
O-F-Co,-1.67552424,0.055570637,9.358071901970128e-05,104.6804913,104.6805123,42.42566107,H,m,Hm
O-F-Cr,-2.643300673,0.208707387,2.5986152779876347e-05,38.81315985,38.81311968,14.41930844,M,m,Mm
O-F-Fe,-1.805215353,0.165121552,0.0011561187060734393,125.16661254,125.16661254,43.54667269,H,m,Hm
O-F-Ga,-2.26756859,0.158249797,0.0006386865593997463,89.06535292,89.06539283,11.50196488,H,m,Hm
O-F-Gd,-3.76134338,0.0,0.0013595976954561394,91.25423433,91.25376003,31.07503795,H,m,Hm
O-F-In,-2.084652577,0.214684758,0.00019340635879876503,82.50881678,82.50867032,22.186697,M,m,Mm
O-F-Ir,-0.737288097,0.391210485,3.4179478682843895e-06,70.92389767,70.92389767,27.01893088,M,h,Mh
O-F-La,-3.878407713,0.3611481,3.6936545954052574e-06,80.25962519,80.25957564,25.213503399999997,M,h,Mh
O-F-Lu,-3.992000897,0.307344877,1.0399603459435454,0.0,-100.95666235,-14.67835377,M,l,Ml
O-F-Nd,-3.768886257,0.397630393,7.2115843915517e-05,84.5525022,84.55229897,28.19857447,M,m,Mm
O-F-Rh,-1.236750787,0.127914789,0.0002684248302648209,79.23240486,79.23228533,29.98863192,H,m,Hm
O-F-Ru,-1.195989203,0.256015514,0.00015438410547540744,97.71284849999999,97.71269148,30.88815393,M,m,Mm
O-F-Sc,-3.87287093,0.251076242,0.0003742251745044374,101.37829198,101.37821631,34.80042211,M,m,Mm
O-F-Sm,-3.811457367,0.38819211,1.4953664346297791e-05,86.61655657,86.61632688,29.27245925,M,m,Mm
O-F-Y,-3.93839152,0.17910184199999998,2.268967934537808e-06,91.41301444,91.41296135,30.87501048,H,h,Hh
O-I-Al,-1.35059008,0.8741265579999999,9.64573898670808e-05,107.06700476,107.06663345,33.831951700000005,M,m,Mm
O-I-Bi,-0.640980123,0.276469628,2.7509781629018275e-05,54.987670400000006,54.98738375,13.35675853,M,m,Mm
O-I-Ce,-2.609249143,0.0,4.284208791186734e-05,71.30447977,71.30415961,22.1400749,H,m,Hm
O-I-Co,-0.416014143,0.539356383,0.0005021752564920046,13.83884536,13.83884536,-4.39368704,M,l,Ml
O-I-Cr,-0.955702643,0.6977189979999999,1.934774457582828e-05,101.51229309,101.51207640000001,16.92055733,M,m,Mm
O-I-Fe,-0.60263514,0.407195904,0.004091901943209054,60.44761516,60.447717299999994,12.44172446,M,m,Mm
O-I-Ga,-0.680910997,0.713605371,1.2637817479805045e-05,55.35093187,55.35096419,10.72727635,M,m,Mm
O-I-Gd,-2.56278415,0.3805590270000001,9.773515014044741e-05,85.29244216,85.29244216,27.26817879,M,m,Mm
O-I-In,-0.86809804,0.426891829,0.00030356705101548375,68.51151991,68.51117453,18.72392114,M,m,Mm
O-I-Ir,0.306025157,0.786207964,0.00035146896640412883,47.36652948,47.36655883,10.52824465,L,m,Lm
O-I-La,-2.7330125,0.154031534,2.0351132909527092e-05,70.26462127,70.2646364,19.82650474,H,m,Hm
O-I-Lu,-2.61905956,0.272764013,4.3469825636477735,96.69657981,96.69616629999999,32.43039206,M,l,Ml
O-I-Nd,-2.611960673,0.15254684,1.2713536828517039e-05,76.89286111,76.89241432,23.53970059,H,m,Hm
O-I-Rh,-0.010639103,0.611757796,0.0001234449883147344,49.03963956,49.03950965,20.72879062,M,m,Mm
O-I-Ru,0.036490523,0.669552282,7.316145672498196e-05,6.26766582,6.26764807,-0.07198683,M,l,Ml
O-I-Sc,-2.444629173,0.391447393,6.497500192944585e-07,101.13760818,101.13738663,33.65737475,M,h,Mh
O-I-Sm,-2.617684853,0.16111403400000002,7.488061773680344e-05,80.42811826,80.42765157,25.21278508,H,m,Hm
O-I-Y,-2.67295213,0.259403465,7.476003874313203e-05,86.98150784,86.98131902,28.24753082,M,m,Mm
O-NC-Al,-1.043543783,0.6690025279999999,5.952005851908059e-05,110.08641106,110.08623438,17.00791914,M,m,Mm
O-NC-Bi,0.13942722300000002,0.659118003,2.7902152642374633e-05,58.70611669,58.70591775,18.02482167,M,m,Mm
O-NC-Ce,-1.54040598,0.673797282,7.779954941292721e-05,70.02062641,70.02045162,23.22354584,M,m,Mm
O-NC-Co,0.10717179,0.7945524079999999,0.0001249285037865213,115.69288994,115.69276643,47.40243315,M,m,Mm
O-NC-Cr,-0.565972678,0.625229216,0.0002740721144363481,67.08721187,67.08713016,32.27389595,M,m,Mm
O-NC-Fe,-0.005301323,0.701916277,0.00010333038665990047,120.59836146,120.59840299,42.96154072,M,m,Mm
O-NC-Ga,-0.289325243,0.6948035020000001,0.00018246960329495608,62.55762267,62.55762267,-15.41780784,M,l,Ml
O-NC-Gd,-0.457674455,1.005444199,7.966229761391906e-05,82.46026926,82.46026926,25.75975664,M,m,Mm
O-NC-In,-0.21301596,0.588794513,9.044224852583484e-05,69.39709319,69.39684785,13.64521606,M,m,Mm
O-NC-Ir,0.620504323,1.120542628,3.897792735399485e-05,83.62840709,83.62838672,26.71488748,L,m,Lm
O-NC-La,-1.5499262230000002,0.500346383,8.563325997463126e-05,74.52643893,74.52635886,21.36589907,M,m,Mm
O-NC-Lu,-1.6141799730000002,0.527723084,0.6101853261134004,96.29395118,96.29364714,31.33109015,M,m,Mm
O-NC-Nd,-1.474165088,0.5850057989999999,6.872184315480472e-05,78.74341447,78.74315093,24.06332449,M,m,Mm
O-NCO-Al,-1.594285936,0.31795265100000003,1.5580914553208565e-05,120.20886304,120.20882479,22.12391633,M,m,Mm
O-NCO-Bi,-0.592631514,0.228876402,0.0011306975633344856,64.52978637,64.52964564,17.65296528,M,m,Mm
O-NCO-Ce,-1.861799156,0.232484199,0.0004585916603140297,70.29767602,70.29753984,21.05045735,M,m,Mm
O-NCO-Co,-0.6556607,0.342090045,0.00020634074349596863,106.92177962,106.92177962,40.45319907,M,m,Mm
O-NCO-Cr,-1.23282066,0.271592402,0.00023813108758255093,67.38088701,67.3808489,28.16429345,M,m,Mm
O-NCO-Fe,-0.740534762,0.27766719300000003,0.00024403145648267983,128.21602252,128.21610107,46.06582568,M,m,Mm
O-NCO-Ga,-0.995277184,0.256857326,0.00046693566443134943,83.45398797,83.45398797,1.87978616,M,m,Mm
O-NCO-Gd,-1.082944416,0.538978786,0.00015273372323452875,89.882811,89.88237713,28.18178648,M,m,Mm
O-NCO-In,-0.918630952,0.221570139,0.000374614392259097,92.41141537,92.41124714,24.71270107,M,m,Mm
O-NCO-Ir,-0.246706244,0.551214589,0.0008316870769657481,50.80776646,50.80776646,28.46248338,M,m,Mm
O-NCO-La,-1.938237984,0.164686859,2.422537398329138e-05,75.8131532,75.81303909,21.27893697,H,m,Hm
O-NCO-Lu,-2.014245904,0.227992562,0.17170525573731546,97.67238785,97.67224644,31.3863354,M,m,Mm
O-NCO-Nd,-1.884418182,0.183451282,1.2690657980494085e-05,82.58876352,82.58845743,24.527693600000003,H,m,Hm
O-NCO-Rh,-0.499261938,0.298655655,0.0003379894205418828,82.48302435,82.48296762,31.58558369,M,m,Mm
O-NCO-Ru,-0.463247674,0.33466848,5.162121277360418e-05,95.77506242,95.77498656,32.68767577,M,m,Mm
O-NCO-Sc,-1.951260784,0.219566756,2.25912522173708e-05,110.60232063,110.60226442,35.27372602,M,m,Mm
O-NCO-Sm,-1.910704994,0.193062917,6.698720420490774e-06,83.87600558,83.87583492,25.00877383,H,h,Hh
O-NCO-Y,-1.98896021,0.203933439,7.411350392740654e-05,92.225439,92.22536840000001,29.13889988,M,m,Mm
O-NC-Rh,0.29424441,0.794278664,4.5659340856232865e-05,101.65195279,101.6518317,36.62637519,L,m,Lm
O-NC-Ru,0.355819235,0.8558516909999999,6.971627843873474e-05,93.53016216,93.53004112,28.51661862,L,m,Lm
O-NCS-Al,-0.958730839,0.411306282,1.3648432834296222e-05,47.78627223,47.786149200000004,-45.97452258,M,l,Ml
O-NCS-Bi,-0.14940282300000002,0.36721344,0.00040681562026022896,67.33182967,67.33182967,20.19238085,M,m,Mm
O-NC-Sc,-1.51527061,0.500092462,3.967926747155993e-05,99.09506025,99.09496933,32.14460005,M,m,Mm
O-NCS-Ce,-1.461053795,0.54474152,0.0007415021145665638,73.51510015,73.51482174,24.05171889,M,m,Mm
O-NCS-Co,-0.046246265,0.613217605,8.297881747513689e-05,127.00931372,127.00923858,48.85746996,M,m,Mm
O-NCS-Cr,-0.558964107,0.500012656,0.0004239945172154403,39.46075737,39.46071739,21.29647718,M,m,Mm
O-NCS-Fe,-0.136480861,0.557691197,7.611681450732613e-05,85.19264286,85.19266264,40.03896538,M,m,Mm
O-NCS-Ga,-0.412752833,0.417733749,6.702321561637469e-05,78.44438007,78.44436185,-7.57317951,M,l,Ml
O-NCS-Gd,-0.611998519,0.7331241620000001,8.21413223689877e-06,91.68402952,91.68402952,29.80296867,M,h,Mh
O-NCS-In,-0.415114549,0.348160993,0.0004956117021880293,94.20831726,94.20801425,24.93582293,M,m,Mm
O-NCS-Ir,0.24092727100000005,0.8034240159999999,0.00018602863838880327,80.22815155,80.22817103,30.49504387,L,m,Lm
O-NCS-La,-1.480353469,0.308017286,0.0018741874974365442,76.76656627,76.76645216,20.90499156,M,m,Mm
O-NCS-Lu,-1.525114751,0.226727768,0.7945486750513868,109.10428927,109.10386521,36.01418178,M,m,Mm
O-NC-Sm,-1.49623338,0.594596075,0.00047182155785326573,78.95283248,78.9525574,24.57688071,M,m,Mm
O-NCS-Nd,-1.4194953869999998,0.256955176,0.000409702050662992,78.13721761,78.1368874,21.99408291,M,m,Mm
O-NCS-Rh,0.014741821,0.637582804,0.0002144312026676068,107.76859233,107.76843992,39.43240575,M,m,Mm
O-NCS-Ru,0.060844573,0.671242813,3.40897319246391e-05,112.37682324,112.37655559999999,38.45206973,M,m,Mm
O-NCS-Sc,-1.435483971,0.247042951,5.851778509563449e-07,119.91484773,119.91473887,38.27648201,M,h,Mh
O-NCS-Sm,-1.440386705,0.232276932,8.254438670959294e-06,81.875835,81.875835,23.70471688,M,h,Mh
O-NCS-Y,-1.511292941,0.223838179,2.0882705374213294e-05,97.44671568,97.44661113,31.17520628,M,m,Mm
O-NC-Y,-1.5880272030000002,0.580886607,0.0001223606718158582,85.05942801,85.05932507,25.74662553,M,m,Mm
O-NO-Al,-1.355908285,0.8085677109999999,0.00033056863217215484,134.71237863,134.71212937,41.78415392,M,m,Mm
O-NO-Bi,-0.13852788,0.665157618,0.00028876803245096337,8.86039739,8.86036423,-1.86418882,M,l,Ml
O-NO-Ce,-1.674753145,0.94310105,0.0002267703189504438,47.99089032,47.99080721,25.19358844,M,m,Mm
O-NO-Co,-0.383310568,0.562781545,2.314506988656109e-05,105.19375974,105.19369826,29.80605507,M,m,Mm
O-NO-Cr,-0.996299718,0.7590325729999999,8.525888942186327e-05,79.59369804,79.59365566,18.5090112,M,m,Mm
O-NO-Fe,-0.5592075879999999,0.487722619,0.00029926829905932336,96.05835997,96.05840284,23.97581534,M,m,Mm
O-NO-Ga,-0.66398034,0.6753655590000001,0.00014782180074825825,108.64437276,108.64441386,35.9473494,M,m,Mm
O-NO-Gd,-1.6379434730000002,0.0,0.00017832843870993817,71.47129349,71.47129349,17.49494101,H,m,Hm
O-NO-In,-0.460949665,0.738479461,0.000536809849355481,68.76394302,68.76372045,20.24843688,M,m,Mm
O-NO-Ir,0.059778733,0.782724911,0.00019947062669489909,72.74722836,72.74726943,5.01231022,M,m,Mm
O-NO-La,-1.72456762,0.689271631,0.0003582229109515846,56.06918557,56.06918557,13.24833054,M,m,Mm
O-NO-Lu,-1.7951788080000002,0.781797037,0.0008753591636516027,73.37048525,73.37080291,22.01266506,M,m,Mm
O-NO-Nd,-1.6473721380000002,0.753656779,0.00010523760834585252,62.85370253,62.85344559,15.66801521,M,m,Mm
O-NO-Rh,-0.207163703,0.6097497239999999,8.639056479615992e-05,68.10401353,68.10391289,5.6100732,M,m,Mm
O-NO-Ru,-0.221188135,0.73108232,3.4794492435575185e-05,60.12093812,60.12089566,1.83361637,M,m,Mm
O-NO-Sc,-1.597309328,0.890402859,2.0407786117282282e-05,91.30130931,91.30118866,24.47896863,M,m,Mm
O-NO-Sm,-1.67137522,0.732512431,9.944991158319893e-05,66.82214499999999,66.82190724,15.88878169,M,m,Mm
O-NO-Y,-1.753129585,0.762165238,4.2103074693009915e-05,72.40980686,72.40973290000001,18.18233007,M,m,Mm
O-OCN-Al,-1.30951146,0.6027271270000001,1.7922732677207555e-05,112.49644371,112.49638715,22.10080769,M,m,Mm
O-OCN-Bi,-0.323156196,0.49835172,0.0002195244394893528,54.90604166,54.90587688,15.23993163,M,m,Mm
O-OCN-Ce,-1.6725387040000002,0.8116136509999999,3.460891447058809e-05,69.54698538,69.54688607,22.8318467,M,m,Mm
O-OCN-Co,-0.35098070200000003,0.646770043,0.00036914682769127635,111.9711923,111.97109781,42.27305252,M,m,Mm
O-OCN-Cr,-0.940486614,0.563926448,0.00015320315539221806,65.12430385,65.12430385,12.90334615,M,m,Mm
O-OCN-Fe,-0.527869704,0.490332251,0.00024431450900537456,110.65501842,110.65503755,38.33505943,M,m,Mm
O-OCN-Ga,-0.700317266,0.551817244,0.0010492317524061843,98.77689543,98.77687654,21.74413765,M,m,Mm
O-OCN-Gd,-1.6219232019999998,0.0,0.0003923771886904011,85.73274501,85.73276352,27.533137,H,m,Hm
O-OCN-In,-0.629750668,0.510450423,3.014038553517061e-05,89.90891262,89.90876546,25.9838314,M,m,Mm
O-OCN-Ir,0.101431784,0.899352618,0.00013008358951902398,114.80205632,114.80216989,39.82402234,M,m,Mm
O-OCN-La,-1.70470648,0.398218363,0.00023227191730992183,76.11914363,76.11899602,22.36344388,M,m,Mm
O-OCN-Lu,-1.236148834,1.006089632,0.0002565267115584372,106.05301911,106.05281002,32.98633824,M,m,Mm
O-OCN-Nd,-1.63528943,0.432580034,8.11345323059659e-05,77.35570243,77.3555038,25.33385846,M,m,Mm
O-OCN-Rh,-0.16679912800000002,0.631118465,4.311053148041959e-05,90.70869545,90.70856457,32.95977572,M,m,Mm
O-OCN-Ru,-0.13831067800000002,0.659605476,0.000659827685768204,97.45437083,97.45423932,32.0118096,M,m,Mm
O-OCN-Sc,-1.674863872,0.495963668,0.00016338017452751386,105.24358204,105.24354469,34.20324228,M,m,Mm
O-OCN-Sm,-1.651382794,0.452385117,6.114599676186615e-05,80.40204758,80.40184335,25.44949266,M,m,Mm
O-OCN-Y,-1.724840992,0.468052657,8.274319862216221e-06,90.35540747,90.35533672,28.91195598,M,h,Mh
O-SCN-Al,-0.615193487,0.7548436340000001,0.0003068753685369726,113.53926809999999,113.53867009,35.68310171,M,m,Mm
O-SCN-Bi,0.053834403,0.570450666,4.3877063870498686e-05,48.40477858,48.40440682,8.61259768,M,m,Mm
O-SCN-Ce,-1.164489383,0.451436932,0.0009807692358014986,68.35204542,68.35165465,18.48722357,M,m,Mm
O-SCN-Co,0.122010287,0.781474157,0.00036646763161623006,105.97628969,105.97624135,28.75715949,M,m,Mm
O-SCN-Cr,-0.347521153,0.71145561,1.279513548042133e-05,68.67753993,68.67753993,2.25419887,M,m,Mm
O-SCN-Fe,0.099437061,0.7936091190000001,0.0012975202669145154,95.21610744,95.21621431,28.30160371,M,m,Mm
O-SCN-Ga,-0.120294573,0.710192009,4.415828665109206e-05,34.85564653,34.85562994,-25.57862005,M,l,Ml
O-SCN-Gd,-0.357314759,0.987807922,0.00014204364618362368,77.24092314,77.24092314,18.17797421,M,m,Mm
O-SCN-In,-0.144794027,0.618481515,0.00025891188643574237,60.81932714,60.81883374,12.30903335,M,m,Mm
O-SCN-Ir,0.214837191,0.7773339359999999,4.3105687352972243e-05,120.65826367,120.65826367,37.66873165,L,m,Lm
O-SCN-La,-1.221257697,0.567113058,0.0002744876400971958,65.24107296,65.24107296,14.84877509,M,m,Mm
O-SCN-Lu,-1.219556921,0.532285598,0.678133035491417,88.66788794,88.66735282,24.78355787,M,m,Mm
O-SCN-Nd,-1.158172173,0.51827839,5.386734382533562e-05,66.48212307,66.48156881,14.94297045,M,m,Mm
