Compound,Formation_energy,E_above_hull,Hessian_eig_min_abs,C11,C22,C66,Thermo_stability_level,Dyn_stability_level,Thermo_Dyn_stability_level
OH-CN-Mn,-0.405816696,0.557003239,0.0005068308056540363,48.60502553,48.60502553,15.417840900000002,M,m,Mm
OH-CN-Ni,-0.152420992,0.488120473,0.0005130411111869901,30.91607431,30.91609101,-4.40161578,M,l,Ml
OH-CN-Pb,-0.14088463199999998,0.48311738,0.000223253557575821,29.37911763,29.37911763,9.88653759,M,m,Mm
OH-CN-Pd,0.17514573,0.7195188920000001,0.00014801226042779082,41.94216671,41.94213265,6.036027,M,m,Mm
OH-CN-Pt,0.29347786800000003,0.837846987,1.853373343443895e-05,48.24322624,48.24320921,9.50145452,L,m,Lm
OH-CN-Sr,-1.024614824,0.440353854,0.00017877734150392412,33.84989487,33.84984263,12.1604525,M,m,Mm
OH-CN-Zn,-0.24301042,0.5518283629999999,5.1114965674997586e-05,46.59663276,46.59656543,8.90143905,M,m,Mm
OH-F-Ba,-2.626411688,0.150809104,0.0010355461923689823,35.30503786,35.30501786,12.05426822,H,m,Hm
OH-F-Be,-2.19456238,0.285139717,0.00035255215759956833,88.94971274,88.94971274,14.06526166,M,m,Mm
OH-F-Ca,-2.771661768,0.10600694,7.434880121976214e-05,49.70010069,49.70006939,18.01126838,H,m,Hm
OH-F-Cd,-1.557519748,0.091970601,6.288913240536141e-05,45.82506758,45.82502031,13.54301683,H,m,Hm
OH-F-Co,-1.490577803,0.130496292,0.00023721763426759208,41.05499507,41.05499507,4.7162671,H,m,Hm
OH-F-Cu,-1.123881243,0.181478864,0.0005435987159041706,-72.61764378,-72.61762916,-111.08013194,H,l,Hl
OH-F-Fe,-1.50035802,0.19669248,0.00018612190446425835,61.9293339,61.92934906,22.61898008,H,m,Hm
OH-F-Mg,-2.558428188,0.08422678800000001,0.003669692768141115,72.18065432,72.18053288,26.79428573,H,m,Hm
OH-F-Mn,-1.923483265,0.180323068,0.0008241971227110455,28.58063844,28.58062084,2.49486829,H,m,Hm
OH-F-Ni,-1.551538505,0.047268442,0.0011124538343645826,50.2931467,50.29309063,5.77610112,H,m,Hm
OH-F-Pb,-1.4735942,0.157295256,0.0003360364608053516,34.04179746,34.04178216,10.36109246,H,m,Hm
OH-F-Pd,-0.7572072329999999,0.391396425,7.777787132883901e-05,41.86594707,41.86589272,0.18119675,M,m,Mm
OH-F-Pt,-0.430522455,0.660780798,8.299779544347204e-05,27.17039411,27.17035422,-28.20972017,M,l,Ml
OH-F-Sr,-2.7205702080000003,0.129972489,0.0004840006801512675,44.82629511,44.82623564,15.15297759,H,m,Hm
OH-F-Zn,-1.683359438,0.092729749,0.0030142446373686354,62.75542704,62.75541166,17.44098745,H,m,Hm
OH-I-Ba,-1.846387908,0.211053895,1.2018246981358265e-05,22.64019329,22.64017728,7.69842525,M,m,Mm
OH-I-Be,-0.690704353,1.007491766,0.00013068147649909046,59.17526947,59.17521943,21.31918427,M,m,Mm
OH-I-Ca,-1.83091906,0.139978247,4.4070378192537417e-05,36.58800881,36.58799145,13.19056701,H,m,Hm
OH-I-Cd,-0.8316232579999999,0.151430945,3.0816959672767e-05,31.69246833,31.69245153,8.33841466,H,m,Hm
OH-I-Co,-0.470872718,0.403943667,0.0001899910343329774,-14.44361456,-14.4435973,-39.41077452,M,l,Ml
OH-I-Cu,-0.394544523,0.257265222,0.002012210122057005,5.43990207,5.43990207,-17.76402462,M,l,Ml
OH-I-Fe,-0.400251625,0.515410148,0.00014314959659561077,53.39036377,53.39032587,17.34942361,M,m,Mm
OH-I-Mg,-1.372989525,0.315644921,0.002310574514171181,21.16361363,21.16361363,-9.60562012,M,l,Ml
OH-I-Mn,-1.047667085,0.279679842,0.0031667930273462513,19.15962276,19.15960293,9.84399717,M,m,Mm
OH-I-Ni,-0.630457453,0.228633266,0.00020248766350238016,-21.39311613,-21.39308881,-41.84164661,M,l,Ml
OH-I-Pb,-0.846185435,0.16155407800000002,4.115791393456953e-05,24.4295284,24.42951288,7.36202887,H,m,Hm
OH-I-Pd,-0.309842855,0.374156922,6.693100977193029e-06,21.08296604,21.08293324,0.07681716,M,h,Mh
OH-I-Pt,-0.106817183,0.529906006,9.251967073816287e-05,-664.00969936,-664.00895596,-683.43240761,M,l,Ml
OH-I-Sr,-1.861977025,0.191585879,6.655683284633623e-05,28.45500707,28.45500707,10.12438466,H,m,Hm
OH-I-Zn,-0.746752348,0.314131514,0.00023541517652619936,-53.50327463,-53.50325773,-84.52264815,M,l,Ml
OH-NC-Ba,-1.050855356,0.343656464,3.9843746048398e-05,25.75839472,25.75839472,9.98093778,M,m,Mm
OH-NC-Be,-0.505008244,0.855687665,0.0001714532241675115,70.1408543,70.14077541,10.92944526,M,m,Mm
OH-NC-Ca,-1.115384882,0.383617951,0.00012562474405191114,37.75393233,37.75386535,12.93444826,M,m,Mm
OH-NC-Cd,-0.236387992,0.410000997,0.0005430697323548918,39.86532121,39.86528765,10.17122645,M,m,Mm
OH-NC-Co,-0.142558534,0.533976752,9.419276281250788e-05,41.34783765,41.347804100000005,5.36128186,M,m,Mm
OH-NC-Cu,0.11855303,0.664143146,0.0005038446175731802,-49.89836631,-49.89834991,-82.00775231,M,l,Ml
OH-NC-Fe,-0.165729824,0.526675047,0.00021693543101727048,52.17265992,52.17265992,16.97601478,M,m,Mm
OH-NC-Mg,-0.895242072,0.457804499,0.000170815374674729,59.90683259,59.90681613,21.62878464,M,m,Mm
OH-NC-Mn,-0.466880928,0.495939007,0.0002976113322680097,42.67011498,42.6700963,11.52853373,M,m,Mm
OH-NC-Ni,-0.201325498,0.439215967,0.00693671532443201,-47.93899367,-47.93894414,-83.01524541,M,l,Ml
OH-NCO-Ba,-1.4257620919999998,0.262233712,0.0008204765032106155,29.81439365,29.81435566,10.20898391,M,m,Mm
OH-NCO-Be,-1.05697881,0.423269101,0.00028112014632709946,76.66344599,76.66339367,7.76693481,M,m,Mm
OH-NCO-Ca,-1.516875777,0.203001629,1.3275136751108647e-05,47.41313305,47.41315197,16.511372599999998,M,m,Mm
OH-NCO-Cd,-0.797090545,0.16498310300000002,2.2289020545163823e-05,47.48567461,47.48567461,14.03727208,H,m,Hm
OH-NCO-Co,-0.7378511879999999,0.213317777,0.00016379699869350616,-45.69670019,-45.696717299999996,-83.88579125,M,l,Ml
OH-NCO-Cu,-0.520256835,0.269510715,0.00224828681033275,49.76899381,49.76899381,9.42748973,M,m,Mm
OH-NCO-Fe,-0.7780886379999999,0.188109994,3.404105926512375e-05,58.63233642,58.63233642,19.44463926,H,m,Hm
OH-NCO-Mg,-1.35923048,0.20544512,0.0002782485021376676,65.50041085,65.50037452,22.85197476,M,m,Mm
OH-NCO-Mn,-1.051867223,0.20069358,0.00029125904460938366,34.94640722,34.94640722,8.75649971,M,m,Mm
OH-NCO-Ni,-0.794679165,0.157534567,0.0005952846316289244,22.53715562,22.53713754,-17.05757311,H,l,Hl
OH-NCO-Pb,-0.699350125,0.233346149,0.000111374307938373,31.3663169,31.36629746,9.33982427,M,m,Mm
OH-NCO-Pd,-0.427360673,0.356780389,7.841082143525051e-06,21.06167292,21.06165449,-6.10733484,M,l,Ml
OH-NCO-Pt,-0.190091615,0.594046078,4.6561827195125985e-05,16.29746614,16.29744867,-15.42116773,M,l,Ml
OH-NCO-Sr,-1.48394342,0.242780222,2.644527528418291e-05,39.43323921,39.43320082,13.12577559,M,m,Mm
OH-NCO-Zn,-0.861376868,0.194482957,0.0004067229289288977,58.58591697,58.58589887,14.42489011,H,m,Hm
OH-NC-Pb,-0.147530254,0.476471758,0.00017507627756485,28.90752247,28.90748715,8.99443939,M,m,Mm
OH-NC-Pd,0.227079262,0.771452424,0.0002839504803866481,-36.64900291,-36.6489861,-57.51849583,L,l,Ll
OH-NC-Pt,0.5014247239999999,1.045793843,2.6367592561569244e-05,3.99824077,3.99824077,-15.76955907,L,l,Ll
OH-NCS-Ba,-1.050923158,0.282689957,4.3793913320317696e-05,27.92063199,27.92059106,10.32401766,M,m,Mm
OH-NCS-Be,-0.488913383,0.644999935,0.00030008349551504244,36.41322627,36.413188899999994,-30.34647553,M,l,Ml
OH-NCS-Ca,-1.119761463,0.223935259,0.000571477946797009,47.98723993,47.98721987,17.3140507,M,m,Mm
OH-NCS-Cd,-0.386534176,0.331515598,5.573043805249605e-05,50.30387148,50.30381183,15.050232199999998,M,m,Mm
OH-NCS-Co,-0.223155893,0.440071595,4.221151251870441e-05,25.8093464,25.80932711,-11.26918179,M,l,Ml
OH-NCS-Cu,-0.109662801,0.435424909,0.01616516927226994,-449.44847179,-449.44862715,-492.05051103,M,l,Ml
OH-NCS-Fe,-0.340429275,0.34946195700000005,0.001113574557492451,56.92516267,56.92512425,17.65660079,M,m,Mm
OH-NCS-Mg,-0.903052603,0.224486267,0.002913345616266705,66.33815304,66.33811410000001,22.02810043,M,m,Mm
OH-NCS-Mn,-0.603687318,0.277207405,8.574224331719123e-05,51.00933615,51.00935856,15.20968926,M,m,Mm
OH-NCS-Ni,-0.341527136,0.319537031,0.0022644386962832087,19.97756893,19.97756893,-19.20775059,M,l,Ml
OH-NCS-Pb,-0.325467945,0.334010779,0.00012197793324770064,33.34563647,33.34561568,10.23901872,M,m,Mm
OH-NCS-Pd,-0.035732488,0.5806517760000001,0.0011526717432184168,22.0720694,22.07204987,-8.79967865,M,l,Ml
OH-NCS-Pt,0.186193972,0.8342260859999999,0.00031757556455018764,19.97158444,19.97154624,-15.65382939,M,l,Ml
OH-NC-Sr,-1.102492372,0.362476306,0.0005369102697100592,29.81178759,29.81177089,8.49422776,M,m,Mm
OH-NCS-Sr,-1.101213671,0.251751534,9.822827539153877e-06,39.73197621,39.73195588,14.06780187,M,h,Mh
OH-NCS-Zn,-0.406611476,0.374719601,0.00013982563455777338,60.25920744,60.25920744,11.91045859,M,m,Mm
OH-NC-Zn,-0.28907139600000004,0.505767387,0.0008106903439876929,54.47009533,54.47007883,12.81787433,M,m,Mm
OH-NO-Ba,-1.179399478,0.455102421,0.00013113007221862819,17.84140234,17.841360199999997,4.8902041,M,m,Mm
OH-NO-Be,-0.8655105940000001,0.7343254920000001,0.00028453011134206427,106.83837007,106.83827308,27.89748555,M,m,Mm
OH-NO-Ca,-1.2475271140000002,0.5114070860000001,9.100701510882404e-05,29.73250221,29.73251948,8.01246202,M,m,Mm
OH-NO-Cd,-0.392740944,0.493639926,0.00034911897736384685,36.1509451,36.15087485,8.44944436,M,m,Mm
OH-NO-Co,-0.4806919,0.612486025,4.011887920658965e-05,35.99984664,35.99986339,1.03956405,M,m,Mm
OH-NO-Cu,-0.397979076,0.289277971,0.0056377574028388605,60.98195025,60.98193373,16.83227042,M,m,Mm
OH-NO-Fe,-0.569587792,0.571565667,0.00045930933721892236,58.75921503,58.75919767,6.53270455,M,m,Mm
OH-NO-Mg,-1.032625204,0.585028248,0.0016487139929811825,64.99728644,64.997218,20.899290399999998,M,m,Mm
OH-NO-Mn,-0.8322992020000001,0.629658243,9.194797818325645e-05,-65.68890847,-65.68888927,3.88162019,M,l,Ml
OH-NO-Ni,-0.596742302,0.283260551,0.00030445529777277483,87.58038803,87.58040425,27.66862573,M,m,Mm
OH-NO-Pb,-0.338704028,0.525837462,0.00028307042723219804,11.3839184,11.3839184,-4.6175368,M,l,Ml
OH-NO-Pd,-0.352575544,0.281995982,0.00018993968385098755,46.23702255,46.23697174,13.73323769,M,m,Mm
OH-NO-Pt,-0.23050179,0.451541376,0.00014814478140813244,59.52240168,59.52236784,18.61751008,M,m,Mm
OH-NO-Sr,-1.002476542,0.706662338,5.5608355517796685e-06,24.47392919,24.47391224,6.79335737,M,h,Mh
OH-NO-Zn,-0.527984994,0.50523298,9.322039435898132e-05,57.71437803,57.71437803,16.85861729,M,m,Mm
OH-OCN-Ba,-1.27913364,0.408862163,3.5322847121617785e-05,26.70605897,26.70600629,9.80394229,M,m,Mm
OH-OCN-Be,-0.852865643,0.627382268,7.332839478698794e-05,89.25323331,89.25326737,16.24878318,M,m,Mm
OH-OCN-Ca,-1.324653202,0.395224204,0.00023731963281431603,42.91393632,42.913900500000004,15.94785052,M,m,Mm
OH-OCN-Cd,-0.5539748720000001,0.408098777,0.00027902220197472864,45.52442826,45.52439227,12.87634104,M,m,Mm
OH-OCN-Co,-0.427246763,0.5239222020000001,0.0004401632092879002,44.66283211,44.66277991,3.35981729,M,m,Mm
OH-OCN-Cu,-0.309390595,0.480376955,0.002200899876657735,-84.21309025,-84.21307273,-124.13250649,M,l,Ml
OH-OCN-Fe,-0.538867683,0.427330949,0.0004373966359012823,57.55551736,57.55545091,19.31873006,M,m,Mm
OH-OCN-Mg,-1.155888183,0.408787417,2.8807096462924092e-05,68.27893298,68.27888008,25.73692056,M,m,Mm
OH-OCN-Mn,-0.8043588779999999,0.448201925,0.0008285197443912673,38.51790461,38.51792294,7.07289427,M,m,Mm
OH-OCN-Ni,-0.551697317,0.400516416,0.007494354651000836,47.16369179,47.16369179,3.49268837,M,m,Mm
OH-OCN-Pb,-0.498608037,0.434088237,0.0005664427639616318,27.85996958,27.8599331,7.80791058,M,m,Mm
OH-OCN-Pd,-0.173144857,0.610996206,0.0001382468145372708,22.750913600000004,22.750896,-13.17600905,M,l,Ml
OH-OCN-Pt,0.130284973,0.914422667,0.00022353592887829814,16.93693406,16.93691729,-30.97625615,M,l,Ml
OH-OCN-Sr,-1.311437107,0.415286535,0.0004301562295020229,35.54182146,35.54178572,12.86412935,M,m,Mm
OH-OCN-Zn,-0.619483298,0.436376527,0.00021580896407732348,66.10028968,66.10021901,18.12388115,M,m,Mm
OH-SCN-Ba,-0.863520708,0.4700924070000001,2.8732742423221803e-05,18.43216403,18.43214397,5.34879027,M,m,Mm
OH-SCN-Be,-0.311110658,0.82280266,0.0001920484601676328,17.7846263,17.78460691,-27.06472976,M,l,Ml
OH-SCN-Ca,-0.884696426,0.459000296,6.1268970066754e-05,27.99690792,27.99688716,6.94124967,M,m,Mm
OH-SCN-Cd,-0.225353761,0.492696013,0.000306983295393138,25.10995978,25.10993961,0.21841449,M,m,Mm
OH-SCN-Co,-0.125409408,0.53781808,4.99154089015815e-05,-4.23338696,-4.23338696,-31.84905159,M,l,Ml
OH-SCN-Cu,0.0052378170000000005,0.550325527,0.009069643665591107,29.80555981,29.80552081,3.10902252,M,m,Mm
OH-SCN-Fe,-0.135574728,0.554316504,0.0004550423166079233,68.91838285,68.91836117,27.26560891,M,m,Mm
OH-SCN-Mg,-0.64303592,0.48450295,0.0023367728122432358,22.747057,22.747057,-3.90422658,M,l,Ml
OH-SCN-Mn,-0.419345331,0.461549392,0.0009585998375718016,33.54596901,33.54596901,5.90914429,M,m,Mm
OH-SCN-Ni,-0.202048088,0.459016079,0.0002140274722168445,-9.06258128,-9.06258128,-42.61834374,M,l,Ml
OH-SCN-Pb,-0.192002183,0.467476541,0.00021357464097381196,22.56863053,22.56858893,4.30769902,M,m,Mm
OH-SCN-Pd,0.038404037,0.654788301,0.0004307750864790265,22.57373723,22.57371812,-10.49704544,M,l,Ml
OH-SCN-Pt,0.140431336,0.7884634490000001,6.651475917260379e-05,-249.33205156,-249.33207039,-293.20004039,M,l,Ml
OH-SCN-Sr,-0.885857035,0.46710817,4.045484776969806e-05,21.31515777,21.31511642,5.52807962,M,m,Mm
OH-SCN-Zn,-0.233817406,0.547513671,0.00032333910378621916,-262.95817867,-262.95792142,-292.59123472,M,l,Ml
OH-SH-Ba,-1.402364175,0.32246325600000003,0.00021620973002121278,-44.16471895,-44.16465502,-59.60552068,M,l,Ml
OH-SH-Be,-0.760785947,0.724401728,0.00011599858067624387,42.08184067,42.08184067,-0.96335425,M,l,Ml
OH-SH-Ca,-1.4409555930000002,0.295972167,2.039376084285133e-06,18.58149336,18.58127533,-4.21525215,M,l,Ml
OH-SH-Cd,-0.642221725,0.319570457,0.00010184190125039653,9.38613621,9.38611848,-14.7496173,M,l,Ml
OH-SH-Co,-0.557850541,0.355841204,8.735984484274793e-05,36.82044965,36.82044965,-4.21522312,M,l,Ml
OH-SH-Cu,-0.349058039,0.404468931,0.023434636207201803,-172.69974276,-172.69965422,-207.17581787,M,l,Ml
OH-SH-Fe,-0.583992703,0.363621004,0.0001964882473691709,82.90095273,82.90095273,31.545807399999998,M,m,Mm
OH-SH-Mg,-1.1569038109999998,0.32063452600000003,0.0035526321592974936,27.23846215,27.23842947,-1.82257731,M,l,Ml
OH-SH-Mn,-0.586104457,0.582079263,0.00010484789044039928,35.68239509,35.68239509,-2.11092553,M,l,Ml
OH-SH-Ni,-0.610659971,0.260688184,0.003109165512453049,8.51763732,8.51763732,-24.44894953,M,l,Ml
OH-SH-Pb,-0.592062415,0.321069043,3.856008339485269e-05,23.62292632,23.62287047,5.19514085,M,m,Mm
OH-SH-Pd,-0.311599471,0.527483364,7.958206919565077e-05,18.22956121,18.22954606,-14.15431721,M,l,Ml
OH-SH-Pt,-0.209442989,0.667617266,0.0005571635861946877,-157.85180682,-157.85149548,-203.92778346,M,l,Ml
OH-SH-Sr,-1.436481921,0.311539096,4.589830471186382e-06,16.63039016,16.63035528,-1.83864376,M,l,Ml
OH-SH-Zn,-0.6594149970000001,0.384544837,0.0015733945063505484,13.71037765,13.71035982,-18.28570964,M,l,Ml
SCN-Br-Ba,-0.910830703,0.373658296,0.00013663537952408544,13.52978511,13.52976824,3.93042359,M,m,Mm
SCN-Br-Be,-0.085003701,0.554243801,6.650762636988092e-05,38.32824001,38.32820467,-2.35539247,M,l,Ml
SCN-Br-Ca,-0.841198177,0.378442958,3.0878384518871975e-05,16.34822759,16.34822759,1.75157708,M,m,Mm
SCN-Br-Cd,-0.113645805,0.383050571,3.7985960340179933e-05,24.16893348,24.16889623,3.92667022,M,m,Mm
SCN-Br-Co,0.056345221,0.429519647,0.00010465942550059587,52.67689054,52.67689054,14.27369108,M,m,Mm
SCN-Br-Cu,0.215860963,0.438574542,0.053508116720388535,4.48134415,4.48134415,-15.22516824,L,l,Ll
SCN-Br-Fe,0.055780395,0.495422975,5.897603659377165e-06,65.55938302,65.55934828,29.31766786,M,h,Mh
SCN-Br-Mg,-0.512549093,0.378056528,0.00044712106053313165,27.56115572,27.56111859,3.57070152,M,m,Mm
SCN-Br-Mn,0.030639281,0.697955168,2.7345393910387984e-05,40.91754512,40.91754512,15.86415308,M,m,Mm
SCN-Br-Ni,-0.028464503,0.37888556,0.062423612477376315,29.68298577,29.68295067,2.39748299,M,m,Mm
SCN-Br-Pb,-0.064424197,0.375264006,9.355838933644384e-05,9.59439308,9.59437459,-0.16696611,M,l,Ml
SCN-Br-Pd,0.228368755,0.50008584,0.0009409419488341916,5.4430462,5.4430462,-18.69219489,L,l,Ll
SCN-Br-Pt,0.342508439,0.658019328,3.1915778803093144e-05,-184.4466525,-184.44667035,-217.16907815,L,l,Ll
SCN-Br-Sr,-0.8849170470000001,0.371085187,0.0001815914126415308,14.67003473,14.67001671,2.77800059,M,m,Mm
SCN-Br-Zn,-0.08547694900000001,0.443697517,0.0009431834771766273,35.29907688,35.29904011,6.586152900000001,M,m,Mm
SCN-Cl-Ba,-0.976876935,0.392614445,0.00019443394436465105,13.07400508,13.07398771,2.08977164,M,m,Mm
SCN-Cl-Be,-0.173591441,0.5781982370000001,0.00020491494015800792,36.4018804,36.40184586,-6.48408478,M,l,Ml
SCN-Cl-Ca,-0.920123181,0.39497927,6.709787620808087e-05,18.17094512,18.17094512,3.35535504,M,m,Mm
SCN-Cl-Cd,-0.152081401,0.402236439,0.00029363284481779634,21.98841371,21.98839555,2.42219842,M,m,Mm
SCN-Cl-Co,-0.008745775,0.452921541,0.00019915633527061786,49.168681899999996,49.16864774,9.50007376,M,m,Mm
SCN-Cl-Cu,0.145775899,0.427489721,0.004887445998374142,-0.2577647,-0.2577647,-25.77230526,M,l,Ml
SCN-Cl-Fe,-0.027907153,0.481222245,0.00010219127565053928,75.15279523,75.15274408,30.96402605,M,m,Mm
SCN-Cl-Mg,-0.594355151,0.397435107,0.000111678902616234,24.60041677,24.60041677,0.39849401,M,m,Mm
SCN-Cl-Mn,-0.050215187,0.696414213,0.0008410513133058314,38.47660918,38.47660918,1.13998424,M,m,Mm
SCN-Cl-Ni,-0.092142505,0.393029797,0.0029675954470637874,20.64098326,20.64094733,-7.38244468,M,l,Ml
SCN-Cl-Pb,-0.108205541,0.387671719,4.5138935093667605e-05,11.74416684,11.74416684,0.67778476,M,m,Mm
SCN-Cl-Pd,0.198687139,0.513851941,5.9398807094764146e-05,-15.86398414,-15.86396632,-41.21405629,M,l,Ml
SCN-Cl-Pt,0.33719625700000005,0.686519988,4.226295549306919e-05,-78.93753236,-78.93753236,-113.64709119,L,l,Ll
SCN-Cl-Sr,-0.959357461,0.392843481,0.000939136497236282,15.88256048,15.88254242,3.1857927000000004,M,m,Mm
SCN-Cl-Zn,-0.140998811,0.455740639,0.0007384677067787676,26.25913463,26.25909849,-1.66013336,M,l,Ml
SCN-CN-Ba,-0.17706132600000002,0.6192197629999999,7.106147590854649e-05,16.14653047,16.14649842,4.76917628,M,m,Mm
SCN-CN-Be,0.539808736,0.962412052,0.002640419703756906,-17.45599012,-17.45597341,-62.12201784,L,l,Ll
SCN-CN-Ca,-0.10364425,0.7199889079999999,7.77912247960859e-05,17.73074244,17.73072485,3.41871388,M,m,Mm
SCN-CN-Cd,0.520391577,0.778099092,0.0003973035478090322,12.107565800000001,12.107565800000001,-11.81484764,L,l,Ll
SCN-CN-Co,0.623026999,0.780787709,0.00029039075690942296,67.52038171,67.52029877,17.55528829,L,m,Lm
SCN-CN-Cu,0.754201992,0.84921197,0.029286455590140988,-18.16657486,-18.16654058,-22.69047939,L,l,Ll
SCN-CN-Fe,0.617522097,0.7978373129999999,0.0006079724361554496,92.90358858,92.90365482,33.42303547,L,m,Lm
SCN-CN-Mg,0.185484064,0.750495393,0.00022264046120115279,30.82910132,30.82908369,7.83039522,M,m,Mm
SCN-CN-Mn,0.361090522,0.7554246579999999,0.03416354665987627,12.70165136,12.70166899,-1.05755516,L,l,Ll
SCN-CN-Ni,0.581592274,0.7358172359999999,0.0017627423663893337,19.54466201,19.54464558,-18.49447316,L,l,Ll
SCN-CN-Pb,0.532760107,0.726215133,7.712339049051717e-05,10.40454103,10.40452281,-2.23186082,L,l,Ll
SCN-CN-Pd,0.747226336,0.913532867,6.335626270377832e-05,4.2302142,4.23019718,-21.81639223,L,l,Ll
SCN-CN-Pt,0.8218303770000001,1.019784759,0.002842469585758933,-120.71664025,-120.71655681,-154.06459745,L,l,Ll
SCN-CN-Sr,-0.14991776099999998,0.6755739059999999,0.00019448621521207042,14.75868246,14.75864693,2.69379886,M,m,Mm
SCN-CN-Zn,0.545191766,0.865667603,0.0005471145479404211,8.55164351,8.55162601,-21.59693078,L,l,Ll
SCN-F-Ba,-1.258329375,0.477198813,0.0006376203303101475,23.21070872,23.21068892,6.70411059,M,m,Mm
SCN-F-Be,-0.425509287,0.8739548109999999,7.745648872533484e-05,-21.71091898,-21.71093358,-80.33062796,M,l,Ml
SCN-F-Ca,-1.250496535,0.517617708,0.00027294711171834004,30.30265354,30.30263704,5.72894394,M,m,Mm
SCN-F-Cd,-0.374783171,0.513057412,0.0008926236769862662,24.92912328,24.92912328,-1.48845413,M,l,Ml
SCN-F-Co,-0.242401455,0.590355138,0.0006713071532044394,-19.45261988,-19.45261988,-61.81148938,M,l,Ml
SCN-F-Cu,-0.065093373,0.550458759,0.0014878168754126756,-22.98483664,-22.9848215,-52.20508611,M,l,Ml
SCN-F-Fe,-0.233986909,0.664346099,0.0006162568596269227,70.99170079,70.99167134,26.60121969,M,m,Mm
SCN-F-Mg,-0.902647897,0.5909663,0.0003474881297487369,35.84745383,35.8473748,2.23405369,M,m,Mm
SCN-F-Mn,-0.304611765,0.82180925,0.005608388130293371,34.67464402,34.67462695,2.23304449,M,m,Mm
SCN-F-Ni,-0.315529557,0.528107875,0.0003370883594320163,-32.32308841,-32.32301639,-63.87075095,M,l,Ml
SCN-F-Pb,-0.413919423,0.441799148,0.00016207002051111377,24.16205827,24.16204237,4.58548456,M,m,Mm
SCN-F-Pd,-0.029582545,0.637970825,0.0006021368269120197,20.7931644,20.79313641,-12.93601937,M,l,Ml
SCN-F-Pt,0.100397709,0.8059284990000001,0.0001961904420068279,-167.63009923,-167.62992158,-209.4957466,M,l,Ml
SCN-F-Sr,-1.269099735,0.498503948,0.00043696591458155463,23.56874311,23.56864341,5.1698652,M,m,Mm
SCN-F-Zn,-0.364730933,0.593188385,0.0018474539977912372,-89.66893243,-89.66888499,-125.22982366,M,l,Ml
SCN-I-Ba,-0.748561567,0.35539993200000003,1.3957911129470356e-05,10.17847999,10.17846315,1.85845228,M,m,Mm
SCN-I-Be,0.136362961,0.641347927,0.002407266849448565,43.34881312,43.34875874,9.16344992,M,m,Mm
SCN-I-Ca,-0.670592655,0.372104468,3.997735327958377e-05,15.325892199999998,15.32587352,1.72730709,M,m,Mm
SCN-I-Cd,0.024338881,0.3790305470000001,0.0002045696365170181,20.90307659,20.90305832,2.20751697,M,m,Mm
SCN-I-Co,0.213438987,0.4260143,4.794246474970394e-05,45.99024345,45.99017238,15.93966865,L,m,Lm
SCN-I-Cu,0.325749495,0.437622455,0.0046965353199622676,15.72480917,15.72479309,-5.49163014,L,l,Ll
SCN-I-Fe,0.247302525,0.524937112,9.617576981181153e-05,53.03224933,53.03217917,26.07514452,L,m,Lm
SCN-I-Mg,-0.322936257,0.377047138,0.0013285805674856381,31.60119194,31.60115501,9.31774669,M,m,Mm
SCN-I-Mn,-0.122377981,0.379170871,0.004411555688309101,23.9633361,23.9633165,8.14213986,M,m,Mm
SCN-I-Ni,0.136284717,0.388149167,0.011330302516258993,24.71598691,24.71595848,0.81302672,M,m,Mm
SCN-I-Pb,0.051365435,0.369623644,0.000213970170406418,11.45125624,11.45125624,1.57112762,M,m,Mm
SCN-I-Pd,0.315949921,0.51582655,3.5657665270197906e-05,12.45030434,12.45028658,-7.66955695,L,l,Ll
SCN-I-Pt,0.438924719,0.6895863529999999,0.00013885727274961843,-69.76094091,-69.76087217,-96.12154806,L,l,Ll
SCN-I-Sr,-0.721234445,0.350768704,0.00024179818063831742,12.81564553,12.81562746,2.39366172,M,m,Mm
SCN-I-Zn,0.081216317,0.466971375,0.00022032071368204267,32.2573186,32.25728211,6.71936542,M,m,Mm
SCN-NC-Ba,-0.215279453,0.581001636,5.763182180399186e-05,16.2983542,16.29833853,5.85646084,M,m,Mm
SCN-NC-Be,0.498039312,0.920642629,0.0003420231065676774,40.96451748,40.96445222,-4.37605177,L,l,Ll
SCN-NC-Ca,-0.156005836,0.667627321,0.0005961936681323951,22.71289069,22.71285512,6.87846441,M,m,Mm
SCN-NC-Cd,0.5056896820000001,0.7633971970000001,0.0011184992479428995,27.98011513,27.98009759,5.08434341,L,m,Lm
SCN-NC-Co,0.625050372,0.782811083,0.00014915021720035606,46.73147847,46.73143061,2.81175659,L,m,Lm
SCN-NC-Cu,0.7543704240000001,0.849380402,7.453841154283724e-07,-170.05542419,-170.05534035,-195.56611989,L,l,Ll
SCN-NC-Fe,0.605691222,0.7860064379999999,0.0002706439873599522,98.98475134,98.98475134,36.26752659,L,m,Lm
SCN-NC-Mg,0.126317497,0.6913288259999999,0.005658220067202371,27.11379061,27.11377332,1.56443367,M,m,Mm
SCN-NC-Mn,0.581198477,0.975532613,0.00015974304403804787,50.18270414,50.18270414,1.31351066,L,m,Lm
SCN-NC-Ni,0.570300601,0.7245255629999999,5.2628684764724956e-05,13.46479294,13.46479294,-20.25261453,L,l,Ll
SCN-NCO-Ba,-0.619982802,0.434191515,0.0006607942650854692,16.91753953,16.91751913,3.22939038,M,m,Mm
