Compound,Formation_energy,E_above_hull,Thermo_stability_level
NH-NCS-Sc,-0.704449155,0.264175205,M
NH-NCS-Sm,-0.68265402,0.372876266,M
NH-NCS-Y,-0.7430534879999999,0.263165882,M
NH-NC-Y,-0.6525420160000001,0.29266308399999996,M
NH-NO-Al,-0.5445634739999999,0.9542434679999999,M
NH-NO-Bi,0.342747672,0.88727019,L
NH-NO-Ce,-0.7292229,0.781040603,M
NH-NO-Co,-0.03018952,0.6484848679999999,M
NH-NO-Cr,-0.246166688,0.83556472,M
NH-NO-Fe,-0.08151506,0.613028913,M
NH-NO-Ga,-0.12464983,0.7914230590000001,M
NH-NO-Gd,-0.7087912540000001,0.748187312,M
NH-NO-In,0.031070554,0.801288826,M
NH-NO-Ir,0.242245662,0.712475937,L
NH-NO-La,-0.746250692,0.8649974509999999,M
NH-NO-Lu,-0.8255986120000001,0.957445709,M
NH-NO-Nd,-0.696190658,0.899982232,M
NH-NO-Rh,0.121384594,0.641849394,M
NH-NO-Ru,0.082858942,0.5989505629999999,M
NH-NO-Sc,-0.773765866,0.967294485,M
NH-NO-Sm,-0.708117274,0.927534833,M
NH-NO-Y,-0.7837099759999999,0.9465040229999999,M
NH-OCN-Al,-0.664421655,0.5845841279999999,M
NH-OCN-Bi,0.08686761800000001,0.5462534729999999,M
NH-OCN-Ce,-0.82374084,0.434812078,M
NH-OCN-Co,-0.11350632199999999,0.45205566700000005,M
NH-OCN-Cr,-0.378360252,0.523082587,M
NH-OCN-Fe,-0.042949605,0.5358370379999999,M
NH-OCN-Ga,-0.258017863,0.50537621,M
NH-OCN-Gd,-0.900711505,2.477422882,M
NH-OCN-In,-0.192280205,0.449568354,M
NH-OCN-Ir,0.168800253,0.624226863,M
NH-OCN-La,-0.8861786770000001,0.58797797,M
NH-OCN-Lu,-0.945062065,0.590181549,M
NH-OCN-Nd,-0.846531805,0.633557029,M
NH-OCN-Rh,-0.006771228000000001,0.44865268,M
NH-OCN-Ru,0.099028442,0.5544511520000001,M
NH-OCN-Sc,-0.90475236,0.546131265,M
NH-OCN-Sm,-0.866388258,0.634806289,M
NH-OCN-Y,-0.925882675,0.627368108,M
NH-SCN-Al,-0.158758895,0.518152876,M
NH-SCN-Bi,0.434514014,0.6342064000000001,L
NH-SCN-Ce,-0.434439623,0.4298433,M
NH-SCN-Co,0.289152134,0.552438505,L
NH-SCN-Cr,0.021789694,0.512413798,M
NH-SCN-Fe,0.351615587,0.637456465,L
NH-SCN-Ga,0.153582454,0.545805078,M
NH-SCN-Gd,-0.474580095,0.366389147,M
NH-SCN-In,0.15569039099999998,0.489146013,M
NH-SCN-Ir,0.339084179,0.583564552,L
NH-SCN-La,-0.5047144960000001,0.526626588,M
NH-SCN-Lu,-0.543238125,0.506254008,M
NH-SCN-Nd,-0.47438573100000003,0.506172599,M
NH-SCN-Rh,0.286752956,0.581520194,L
NH-SCN-Ru,0.428627762,0.713026048,L
NH-SCN-Sc,-0.495351876,0.47327248299999997,M
NH-SCN-Sm,-0.487843911,0.567686375,M
NH-SCN-Y,-0.53725545,0.46896392,M
NH-SH-Al,-0.590700765,0.346085053,M
NH-SH-Bi,0.141874849,0.505997405,M
NH-SH-Ce,-0.9816024809999999,0.56989772,M
NH-SH-Co,-0.032769819,0.40766552,M
NH-SH-Cr,-0.282568955,0.430671663,M
NH-SH-Fe,0.045023447,0.512524193,M
NH-SH-Ga,-0.17995614699999998,0.415202695,M
NH-SH-Gd,-0.942018417,0.191636366,H
NH-SH-In,-0.17805775899999998,0.346580681,M
NH-SH-Ir,0.032285949,0.45015409,M
NH-SH-La,-0.977891153,0.384209841,M
NH-SH-Lu,-1.0275964709999998,0.297037764,M
NH-SH-Nd,-0.942258163,0.35890352600000003,M
NH-SH-Rh,-0.020007701,0.458204678,M
NH-SH-Ru,0.135579105,0.601348741,M
NH-SH-Sc,-0.968529027,0.318311898,M
NH-SH-Sm,-0.9613483909999999,0.343833125,M
NH-SH-Y,-1.022246087,0.309708849,M
O-Br-Al,-2.054379197,0.458968321,M
O-Br-Bi,-0.911133357,0.333568055,M
O-Br-Ce,-2.96055842,0.0,H
O-Br-Co,-0.62090485,0.49805426,M
O-Br-Cr,-1.57953119,0.43459401299999995,M
O-Br-Fe,-0.966154453,0.243522798,M
O-Br-Ga,-1.23586117,0.387858129,M
O-Br-Gd,-2.946358847,0.292226012,M
O-Br-In,-1.29893935,0.246183457,M
O-Br-Ir,-0.018245123000000002,0.6884720870000001,M
O-Br-La,-3.07624847,0.350807895,M
O-Br-Lu,-3.075180823,0.263309957,M
O-Br-Nd,-2.969133657,0.32789418800000003,M
O-Br-Rh,-0.42716734,0.441452998,M
O-Br-Ru,-0.399159263,0.47665863,M
O-Br-Sc,-2.92403384,0.235316498,M
O-Br-Sm,-2.99193014,0.315171087,M
O-Br-Y,-3.0797077330000002,0.09732054300000001,H
O-Cl-Al,-2.41606059,0.281171746,M
O-Cl-Bi,-1.007026317,0.351408557,M
O-Cl-Ce,-3.114540827,0.303949677,M
O-Cl-Co,-0.8537541270000001,0.3263594,M
O-Cl-Cr,-1.8582969630000001,0.297532446,M
O-Cl-Fe,-1.02439367,0.398997372,M
O-Cl-Ga,-1.5101850069999998,0.224491293,M
O-Cl-Gd,-2.080670747,1.306857442,M
O-Cl-In,-1.4747940430000002,0.181564345,H
O-Cl-Ir,-0.216427763,0.298087708,M
O-Cl-La,-3.2286882830000003,0.36003187,M
O-Cl-Lu,-3.28155391,0.0,H
O-Cl-Nd,-3.126062547,0.339936532,M
O-Cl-Rh,-0.6502861,0.203025681,M
O-Cl-Ru,-0.609715993,0.362011026,M
O-Cl-Sc,-3.14324657,0.173793245,H
O-Cl-Sm,-3.156780447,0.31139915,M
O-Cl-Y,-3.26110413,0.24784999300000002,M
O-CN-Al,-0.901438803,0.811107508,M
O-CN-Bi,0.144547583,0.6642383629999999,M
O-CN-Ce,-1.4506824880000002,0.7635207740000001,M
O-CN-Co,0.118577685,0.8059583029999999,M
O-CN-Cr,-0.497105223,0.6940966709999999,M
O-CN-Fe,0.013094435,0.7203120340000001,M
O-CN-Ga,-0.20478990800000002,0.7793388370000001,M
O-CN-Gd,-0.365523155,1.097595499,M
O-CN-In,-0.155631833,0.646178641,M
O-CN-Ir,0.457767475,0.95780578,L
O-CN-La,-1.460739623,0.589532983,M
O-CN-Lu,-1.502021265,0.639881791,M
O-CN-Nd,-1.380898283,0.6782726040000001,M
O-CN-Rh,0.199234863,0.699269116,M
O-CN-Ru,0.26425199,0.7642844459999999,L
O-CN-Sc,-1.40234112,0.613021952,M
O-CN-Sm,-1.403347095,0.68748236,M
O-CN-Y,-1.485130275,0.683783534,M
O-F-Al,-3.3634347730000003,0.255865073,M
O-F-Bi,-1.549586897,0.310543045,M
O-F-Ce,-3.7669668730000003,0.0,H
O-F-Co,-1.67552424,0.055570637,H
O-F-Cr,-2.643300673,0.208707387,M
O-F-Fe,-1.8052153530000001,0.165121552,H
O-F-Ga,-2.26756859,0.158249797,H
O-F-Gd,-3.76134338,0.0,H
O-F-In,-2.084652577,0.214684758,M
O-F-Ir,-0.737288097,0.391210485,M
O-F-La,-3.878407713,0.36114809999999997,M
O-F-Lu,-3.992000897,0.307344877,M
O-F-Nd,-3.7688862569999997,0.39763039299999997,M
O-F-Rh,-1.236750787,0.127914789,H
O-F-Ru,-1.195989203,0.256015514,M
O-F-Sc,-3.87287093,0.251076242,M
O-F-Sm,-3.811457367,0.38819211,M
O-F-Y,-3.93839152,0.17910184199999998,H
O-I-Al,-1.35059008,0.8741265579999999,M
O-I-Bi,-0.640980123,0.276469628,M
O-I-Ce,-2.609249143,0.0,H
O-I-Co,-0.41601414299999995,0.539356383,M
O-I-Cr,-0.955702643,0.6977189979999999,M
O-I-Fe,-0.60263514,0.407195904,M
O-I-Ga,-0.680910997,0.713605371,M
O-I-Gd,-2.56278415,0.38055902700000005,M
O-I-In,-0.86809804,0.426891829,M
O-I-Ir,0.306025157,0.786207964,L
O-I-La,-2.7330125,0.154031534,H
O-I-Lu,-2.61905956,0.272764013,M
O-I-Nd,-2.611960673,0.15254684,H
O-I-Rh,-0.010639103,0.611757796,M
O-I-Ru,0.036490523,0.669552282,M
O-I-Sc,-2.444629173,0.391447393,M
O-I-Sm,-2.617684853,0.16111403400000002,H
O-I-Y,-2.67295213,0.259403465,M
O-NC-Al,-1.043543783,0.6690025279999999,M
O-NC-Bi,0.13942722300000002,0.659118003,M
O-NC-Ce,-1.54040598,0.673797282,M
O-NC-Co,0.10717179,0.7945524079999999,M
O-NC-Cr,-0.565972678,0.625229216,M
O-NC-Fe,-0.005301323,0.701916277,M
O-NC-Ga,-0.289325243,0.6948035020000001,M
O-NC-Gd,-0.457674455,1.005444199,M
O-NC-In,-0.21301596,0.588794513,M
O-NC-Ir,0.620504323,1.120542628,L
O-NC-La,-1.5499262230000002,0.500346383,M
O-NC-Lu,-1.6141799730000002,0.527723084,M
O-NC-Nd,-1.4741650880000001,0.5850057989999999,M
O-NCO-Al,-1.594285936,0.31795265100000003,M
O-NCO-Bi,-0.592631514,0.22887640199999998,M
O-NCO-Ce,-1.861799156,0.23248419899999997,M
O-NCO-Co,-0.6556607,0.342090045,M
O-NCO-Cr,-1.23282066,0.271592402,M
O-NCO-Fe,-0.740534762,0.27766719300000003,M
O-NCO-Ga,-0.9952771840000001,0.256857326,M
O-NCO-Gd,-1.082944416,0.538978786,M
O-NCO-In,-0.918630952,0.22157013899999997,M
O-NCO-Ir,-0.246706244,0.551214589,M
O-NCO-La,-1.9382379840000001,0.164686859,H
O-NCO-Lu,-2.014245904,0.22799256199999998,M
O-NCO-Nd,-1.8844181819999999,0.183451282,H
O-NCO-Rh,-0.49926193799999996,0.298655655,M
O-NCO-Ru,-0.463247674,0.33466848,M
O-NCO-Sc,-1.951260784,0.219566756,M
O-NCO-Sm,-1.910704994,0.193062917,H
O-NCO-Y,-1.98896021,0.203933439,M
O-NC-Rh,0.29424441,0.794278664,L
O-NC-Ru,0.355819235,0.8558516909999999,L
O-NCS-Al,-0.9587308390000001,0.411306282,M
O-NCS-Bi,-0.14940282300000002,0.36721344,M
O-NC-Sc,-1.51527061,0.500092462,M
O-NCS-Ce,-1.461053795,0.54474152,M
O-NCS-Co,-0.046246265,0.613217605,M
O-NCS-Cr,-0.558964107,0.500012656,M
O-NCS-Fe,-0.136480861,0.557691197,M
O-NCS-Ga,-0.412752833,0.417733749,M
O-NCS-Gd,-0.611998519,0.7331241620000001,M
O-NCS-In,-0.415114549,0.348160993,M
O-NCS-Ir,0.24092727100000003,0.8034240159999999,L
O-NCS-La,-1.480353469,0.308017286,M
O-NCS-Lu,-1.525114751,0.226727768,M
O-NC-Sm,-1.49623338,0.594596075,M
O-NCS-Nd,-1.4194953869999998,0.256955176,M
O-NCS-Rh,0.014741821,0.637582804,M
O-NCS-Ru,0.060844573,0.671242813,M
O-NCS-Sc,-1.435483971,0.247042951,M
O-NCS-Sm,-1.440386705,0.232276932,M
O-NCS-Y,-1.511292941,0.223838179,M
O-NC-Y,-1.5880272030000002,0.580886607,M
O-NO-Al,-1.355908285,0.8085677109999999,M
O-NO-Bi,-0.13852788,0.665157618,M
O-NO-Ce,-1.674753145,0.94310105,M
O-NO-Co,-0.38331056799999996,0.562781545,M
O-NO-Cr,-0.996299718,0.7590325729999999,M
O-NO-Fe,-0.5592075879999999,0.48772261899999997,M
O-NO-Ga,-0.66398034,0.6753655590000001,M
O-NO-Gd,-1.6379434730000002,0.0,H
O-NO-In,-0.460949665,0.738479461,M
O-NO-Ir,0.059778733,0.782724911,M
O-NO-La,-1.72456762,0.689271631,M
O-NO-Lu,-1.7951788080000002,0.781797037,M
O-NO-Nd,-1.6473721380000002,0.753656779,M
O-NO-Rh,-0.207163703,0.6097497239999999,M
O-NO-Ru,-0.221188135,0.73108232,M
O-NO-Sc,-1.5973093280000001,0.890402859,M
O-NO-Sm,-1.67137522,0.732512431,M
O-NO-Y,-1.753129585,0.762165238,M
O-OCN-Al,-1.30951146,0.6027271270000001,M
O-OCN-Bi,-0.323156196,0.49835172,M
O-OCN-Ce,-1.6725387040000002,0.8116136509999999,M
O-OCN-Co,-0.35098070200000003,0.646770043,M
O-OCN-Cr,-0.9404866140000001,0.563926448,M
O-OCN-Fe,-0.527869704,0.490332251,M
O-OCN-Ga,-0.700317266,0.551817244,M
O-OCN-Gd,-1.6219232019999998,0.0,H
O-OCN-In,-0.629750668,0.510450423,M
O-OCN-Ir,0.101431784,0.899352618,M
O-OCN-La,-1.70470648,0.39821836299999996,M
O-OCN-Lu,-1.236148834,1.0060896320000001,M
O-OCN-Nd,-1.63528943,0.432580034,M
O-OCN-Rh,-0.16679912800000002,0.631118465,M
O-OCN-Ru,-0.13831067800000002,0.659605476,M
O-OCN-Sc,-1.674863872,0.49596366799999997,M
O-OCN-Sm,-1.651382794,0.452385117,M
O-OCN-Y,-1.7248409919999999,0.46805265700000004,M
O-SCN-Al,-0.615193487,0.7548436340000001,M
O-SCN-Bi,0.053834402999999996,0.570450666,M
O-SCN-Ce,-1.164489383,0.451436932,M
O-SCN-Co,0.122010287,0.781474157,M
O-SCN-Cr,-0.34752115299999997,0.71145561,M
O-SCN-Fe,0.099437061,0.7936091190000001,M
O-SCN-Ga,-0.120294573,0.710192009,M
O-SCN-Gd,-0.357314759,0.987807922,M
O-SCN-In,-0.144794027,0.618481515,M
O-SCN-Ir,0.214837191,0.7773339359999999,L
O-SCN-La,-1.221257697,0.567113058,M
O-SCN-Lu,-1.219556921,0.532285598,M
O-SCN-Nd,-1.1581721729999999,0.51827839,M
O-SCN-Rh,0.129210919,0.752051902,M
O-SCN-Ru,0.18845976899999997,0.798858009,M
O-SCN-Sc,-1.138611685,0.543915237,M
O-SCN-Sm,-1.165818513,0.506845124,M
O-SCN-Y,-1.219548245,0.515582875,M
O-SH-Al,-1.2694185690000002,0.576362312,M
O-SH-Bi,-0.39074754700000003,0.40603828700000005,M
O-SH-Ce,-1.918031157,0.257491355,M
O-SH-Co,-0.347009532,0.63681666,M
O-SH-Cr,-0.955364922,0.523970649,M
O-SH-Fe,-0.379609142,0.6466195029999999,M
O-SH-Ga,-0.639240834,0.556825616,M
O-SH-Gd,-1.908350394,0.008354205,H
O-SH-In,-0.664824992,0.45160791100000003,M
O-SH-Ir,-0.220866237,0.603292232,M
O-SH-La,-1.9925063219999999,0.398571739,M
O-SH-Lu,-2.007662379,0.337755387,M
O-SH-Nd,-1.919702634,0.325757265,M
O-SH-Rh,-0.331102112,0.587198863,M
O-SH-Ru,-0.25018752899999996,0.6525445910000001,M
O-SH-Sc,-1.9031228519999999,0.355650419,M
O-SH-Sm,-1.938733214,0.31197413399999996,M
O-SH-Y,-2.0043525840000003,0.316978549,M
PH-Br-Al,-0.598424315,0.265321408,M
PH-Br-Bi,-0.158713343,0.297903559,M
PH-Br-Ce,-1.2609491320000001,0.5976141970000001,M
PH-Br-Co,-0.37240591799999995,0.252218585,M
PH-Br-Cr,-0.390971855,0.38497744,M
PH-Br-Fe,-0.21021222,0.452181867,M
PH-Br-Ga,-0.33875147299999997,0.313235637,M
PH-Br-Gd,-0.13023155,1.338851093,M
PH-Br-In,-0.391342275,0.249452354,M
PH-Br-Ir,-0.464144273,0.18555144399999998,H
PH-Br-La,-1.219599213,0.360570591,M
PH-Br-Lu,-1.130889945,0.284919319,M
PH-Br-Nd,-1.15247139,0.369188435,M
PH-Br-Rh,-0.563491988,0.160836698,H
PH-Br-Ru,-0.26156462,0.349990133,M
PH-Br-Sc,-1.080687903,0.193380835,H
PH-Br-Sm,-1.149027455,0.364306811,M
PH-Br-Y,-1.188821613,0.27430272899999997,M
PH-Cl-Al,-0.666811255,0.334848082,M
PH-Cl-Bi,-0.225567403,0.284943345,M
PH-Cl-Ce,-1.3355788370000001,0.645536229,M
PH-Cl-Co,-0.49339540299999995,0.241845212,M
PH-Cl-Cr,-0.48293278799999995,0.399294662,M
PH-Cl-Fe,-0.331091683,0.418160928,M
PH-Cl-Ga,-0.389155635,0.346049224,M
PH-Cl-Gd,-1.197732965,0.39015438700000005,M
PH-Cl-In,-0.43688589,0.255392538,M
PH-Cl-Ir,-0.550232535,0.102860785,H
PH-Cl-La,-1.304497755,0.39796856399999997,M
PH-Cl-Lu,-1.22004324,0.0070504090000000005,H
PH-Cl-Nd,-1.234701763,0.41305083200000003,M
PH-Cl-Rh,-0.6572487229999999,0.121156772,H
PH-Cl-Ru,-0.340809395,0.342677203,M
PH-Cl-Sc,-1.175477988,0.358050175,M
PH-Cl-Sm,-1.235061598,0.302774649,M
PH-Cl-Y,-1.274913908,0.385697533,M
PH-CN-Al,0.288315694,1.098470642,L
PH-CN-Bi,0.535159674,0.82950591,L
PH-CN-Ce,-0.294172798,0.994168426,M
PH-CN-Co,0.31590280800000003,0.737133502,L
PH-CN-Cr,0.386383388,0.845968108,L
PH-CN-Fe,0.395162846,0.799173373,L
PH-CN-Ga,0.494512028,0.9356313820000001,L
PH-CN-Gd,-0.18038012,0.749919545,M
PH-CN-In,0.44419545200000005,0.7936453170000001,L
PH-CN-Ir,0.23355146,0.651295992,L
PH-CN-La,-0.270765268,0.653005553,M
PH-CN-Lu,-0.18933530199999998,0.813532027,M
PH-CN-Nd,-0.20513395,0.7179786770000001,M
PH-CN-Rh,0.15754336,0.695542322,M
PH-CN-Ru,0.35424638799999997,0.764457243,L
PH-CN-Sc,-0.137608452,0.8821288190000001,M
PH-CN-Sm,-0.210928266,0.756864733,M
PH-CN-Y,-0.220998008,0.782957755,M
PH-F-Al,-0.92686684,0.76634313,M
PH-F-Bi,-0.628984193,0.374630653,M
PH-F-Ce,-1.682719685,0.87883124,M
PH-F-Co,-0.816048235,0.389674562,M
PH-F-Cr,-0.897074515,0.507286923,M
PH-F-Fe,-0.675986278,0.559770846,M
PH-F-Ga,-0.635164973,0.618396452,M
PH-F-Gd,-1.517654513,0.595713669,M
PH-F-In,-0.68125809,0.496196081,M
PH-F-Ir,-0.814975775,0.415625941,M
PH-F-La,-1.67743331,0.601671644,M
PH-F-Lu,-1.5898050430000001,0.525298954,M
PH-F-Nd,-1.609493338,0.635908927,M
PH-F-Rh,-0.956810905,0.379098294,M
PH-F-Ru,-0.665660898,0.5484678239999999,M
PH-F-Sc,-1.55998206,0.570608498,M
PH-F-Sm,-1.611179385,0.638055139,M
PH-F-Y,-1.63891364,0.5723465,M
PH-I-Al,-0.38579807299999996,0.26147449100000003,M
PH-I-Bi,-0.015321705,0.29276935600000004,M
PH-I-Ce,-1.068115228,0.62345457,M
PH-I-Co,-0.097434903,0.327762238,M
PH-I-Cr,-0.104548868,0.43929251799999997,M
PH-I-Fe,0.085204085,0.545088181,M
PH-I-Ga,-0.14736242,0.332722491,M
PH-I-Gd,0.070769875,1.087443341,M
PH-I-In,-0.22759763800000002,0.22959916600000002,M
PH-I-Ir,-0.24245679999999997,0.24058049199999998,M
PH-I-La,-1.025808063,0.3225552,M
PH-I-Lu,-0.925140693,0.286826905,M
PH-I-Nd,-0.960181465,0.310343634,M
PH-I-Rh,-0.32171025,0.23662749,M
PH-I-Ru,-0.0473291,0.414531266,M
PH-I-Sc,-0.86378456,0.230277769,M
PH-I-Sm,-0.95485283,0.299622569,M
PH-I-Y,-0.9892355429999999,0.333171273,M
PH-NC-Al,0.24629383800000001,1.056448786,L
PH-NC-Bi,0.533228602,0.827574838,L
PH-NC-Ce,-0.279356034,1.00898519,M
PH-NC-Co,0.330165886,0.75139658,L
PH-NC-Cr,0.331343278,0.790927998,L
PH-NC-Fe,0.43303459200000005,0.837045119,L
PH-NC-Ga,0.47579635600000003,0.91691571,L
PH-NC-Gd,0.516636296,1.4469359609999999,L
PH-NC-In,0.430016416,0.7794662809999999,L
PH-NC-Ir,0.292403164,0.7101476959999999,L
PH-NC-La,-0.31252915,0.611241671,M
PH-NC-Lu,-0.22592098800000002,0.7769463409999999,M
PH-NC-Nd,-0.254919004,0.668193623,M
PH-NCO-Al,-0.40400860200000005,0.935205272,M
PH-NCO-Bi,-0.10355974,0.681716036,M
PH-NCO-Ce,-0.70602356,0.679903362,M
PH-NCO-Co,-0.35005402700000005,0.485147589,M
PH-NCO-Cr,-0.381292068,0.649869487,M
PH-NCO-Fe,-0.253716505,0.596120293,M
PH-NCO-Ga,-0.219584645,0.699743982,M
PH-NCO-Gd,-0.7397083529999999,0.591002173,M
PH-NCO-In,-0.225348443,0.61657661,M
PH-NCO-Ir,-0.36605764,0.411557749,M
PH-NCO-La,-0.7922428779999999,0.729700775,M
PH-NCO-Lu,-0.735532503,0.840545853,M
PH-NCO-Nd,-0.7524512879999999,0.7546002340000001,M
PH-NCO-Rh,-0.444573125,0.426810882,M
PH-NCO-Ru,-0.251507885,0.526680891,M
PH-NCO-Sc,-0.7575454,0.783546315,M
PH-NCO-Sm,-0.760307145,0.756496748,M
PH-NCO-Y,-0.792992453,0.766511075,M
PH-NC-Rh,0.19656705800000002,0.73456602,M
PH-NC-Ru,0.42765648799999995,0.837867343,L
PH-NCS-Al,-0.008844135,0.7325683359999999,M
PH-NCS-Bi,0.24664610399999998,0.582541918,L
PH-NC-Sc,-0.1826599,0.8370773709999999,M
PH-NCS-Ce,-0.34158258799999996,0.658903764,M
PH-NCS-Co,0.10413621099999999,0.562666118,M
PH-NCS-Cr,0.144271136,0.7646139559999999,M
PH-NCS-Fe,0.20847003600000003,0.68237917,L
PH-NCS-Ga,0.184502852,0.6931373040000001,M
PH-NCS-Gd,-0.380401626,0.596771044,M
PH-NCS-In,0.145583607,0.628235902,M
PH-NCS-Ir,0.033140959,0.512326649,M
PH-NCS-La,-0.446616395,0.7001089220000001,M
PH-NCS-Lu,-0.395460043,0.694866833,M
PH-NC-Sm,-0.238839642,0.7289533570000001,M
PH-NCS-Nd,-0.403801101,0.702916933,M
PH-NCS-Rh,-0.036229713,0.48874018799999996,M
PH-NCS-Ru,0.145168021,0.65829539,M
PH-NCS-Sc,-0.34661627,0.71221618,M
PH-NCS-Sm,-0.40496755799999995,0.6979739079999999,M
PH-NCS-Y,-0.431224173,0.692653727,M
PH-NC-Y,-0.28395732,0.7199984429999999,M
PH-NO-Al,0.02848388,1.63554053,M
PH-NO-Bi,0.324213272,1.266544205,L
PH-NO-Ce,-0.58222479,1.080887518,M
PH-NO-Co,0.010751346,1.012993287,M
PH-NO-Cr,-0.023173463999999998,1.214220404,M
PH-NO-Fe,0.041200926,1.061005086,M
PH-NO-Ga,0.18386447,1.287058824,M
PH-NO-Gd,-0.511547802,1.085304832,M
PH-NO-In,0.200577828,1.210887894,L
PH-NO-Ir,0.027809514,0.960947983,M
PH-NO-La,-0.580105518,1.226739453,M
PH-NO-Lu,-0.534777054,1.356516976,M
PH-NO-Nd,-0.39561324600000003,1.383857524,M
PH-NO-Rh,-0.07057507,0.97508574,M
PH-NO-Ru,0.035389804,0.969216337,M
PH-NO-Sc,-0.40867375799999994,1.4406363009999998,M
PH-NO-Sm,-0.37590822799999996,1.427142181,M
PH-NO-Y,-0.4155722,1.455832035,M
PH-OCN-Al,-0.154107085,1.185106789,M
PH-OCN-Bi,0.038930772999999995,0.82420655,M
PH-OCN-Ce,-0.626140107,1.084677648,M
PH-OCN-Co,-0.08529771,0.7499039059999999,M
PH-OCN-Cr,-0.12272534800000001,0.908436207,M
PH-OCN-Fe,0.020388378000000002,0.870225177,M
PH-OCN-Ga,0.014465333,0.93379396,M
PH-OCN-Gd,-0.5401745729999999,0.790535953,M
PH-OCN-In,-0.017460043,0.82446501,M
PH-OCN-Ir,-0.093395195,0.6842201940000001,M
PH-OCN-La,-0.644827455,0.877116199,M
PH-OCN-Lu,-0.615697387,0.96038097,M
PH-OCN-Nd,-0.578216685,0.928834837,M
PH-OCN-Rh,-0.185897328,0.685486679,M
PH-OCN-Ru,-0.008177638000000001,0.770011138,M
PH-OCN-Sc,-0.535588925,1.00550279,M
PH-OCN-Sm,-0.5770717670000001,0.9397321270000001,M
PH-OCN-Y,-0.594846663,0.964656865,M
PH-SCN-Al,0.09263030400000001,0.834042775,M
PH-SCN-Bi,0.483815056,0.81971087,L
PH-SCN-Ce,-0.313057968,1.012319217,M
PH-SCN-Co,0.134244319,0.592774226,M
PH-SCN-Cr,0.244603879,0.8649466990000001,L
PH-SCN-Fe,0.219547302,0.693456437,L
PH-SCN-Ga,0.223531462,0.7321659140000001,L
PH-SCN-Gd,-0.28393874399999997,2.8572195089999997,M
PH-SCN-In,0.191467136,0.67411943,M
PH-SCN-Ir,0.072257017,0.551442708,M
PH-SCN-La,-0.28901504,0.857710277,M
PH-SCN-Lu,-0.254071548,0.836255328,M
PH-SCN-Nd,-0.254916355,0.85180168,M
PH-SCN-Rh,0.049030822,0.5740007229999999,M
PH-SCN-Ru,0.23635530899999999,0.7494826790000001,L
PH-SCN-Sc,-0.238553395,0.820279055,M
PH-SCN-Sm,-0.22387501,0.8790664559999999,M
PH-SCN-Y,-0.312602173,0.8112757270000001,M
PH-SH-Al,-0.315870241,0.454403338,M
PH-SH-Bi,0.087944737,0.44992819,M
PH-SH-Ce,-0.789956085,0.759405013,M
PH-SH-Co,-0.208166443,0.36616652,M
PH-SH-Cr,-0.207085711,0.5142757570000001,M
PH-SH-Fe,-0.074478233,0.512095053,M
PH-SH-Ga,-0.08693797699999999,0.48233184100000004,M
PH-SH-Gd,-0.6946987929999999,0.43681688700000004,M
PH-SH-In,-0.129607737,0.408483493,M
PH-SH-Ir,-0.287785081,0.375439387,M
PH-SH-La,-0.768302921,0.58015172,M
PH-SH-Lu,-0.7221457490000001,0.543292899,M
PH-SH-Nd,-0.719956467,0.576844704,M
PH-SH-Rh,-0.309709887,0.341823914,M
PH-SH-Ru,-0.07313508099999999,0.5945089370000001,M
PH-SH-Sc,-0.683995153,0.527315334,M
PH-SH-Sm,-0.7205716590000001,0.5694786070000001,M
PH-SH-Y,-0.761237169,0.5505186639999999,M
S-Br-Al,-1.270666589,0.038812537,H
S-Br-Bi,-0.558956569,0.047150764000000005,H
S-Br-Ce,-1.304434826,0.707070729,M
S-Br-Co,-0.530009309,0.088382905,H
S-Br-Cr,-1.104630869,0.10956952,H
S-Br-Fe,-0.498811889,0.23036058,M
S-Br-Ga,-0.771536832,0.109839569,H
S-Br-Gd,-2.246083826,4.042442035,M
S-Br-In,-0.886526239,0.013223585,H
S-Br-Ir,-0.390392642,0.106920998,H
S-Br-La,-2.335223386,0.148476265,H
S-Br-Lu,-2.212121382,0.091318242,H
S-Br-Nd,-2.2284321190000003,0.150097049,H
S-Br-Rh,-0.6334722420000001,0.054543299999999996,H
S-Br-Ru,-0.412374949,0.180996247,H
S-Br-Sc,-2.0913743559999998,0.0,H
S-Br-Sm,-2.227208206,0.101613354,H
S-Br-Y,-2.280718769,0.0,H
S-Cl-Al,-1.4298299419999998,0.06353400099999999,H
S-Cl-Bi,-0.638842116,0.051749086,H
S-Cl-Ce,-2.487706319,0.336983218,M
S-Cl-Co,-0.7194407420000001,0.04643962099999999,H
S-Cl-Cr,-1.148540959,0.18565098,H
S-Cl-Fe,-0.6698593660000001,0.175124468,H
S-Cl-Ga,-0.896882952,0.095450449,H
S-Cl-Gd,-2.3765950890000003,4.070337051,M
S-Cl-In,-0.983527412,0.0,H
S-Cl-Ir,-0.525421186,0.0,H
S-Cl-La,-2.460987612,0.185774059,H
S-Cl-Lu,-2.351006902,0.0,H
S-Cl-Nd,-2.351257189,0.171252625,H
S-Cl-Rh,-0.775226552,0.0,H
S-Cl-Ru,-0.507024049,0.182256273,H
S-Cl-Sc,-2.235280199,0.077131913,H
S-Cl-Sm,-2.351653206,0.14557113,H
S-Cl-Y,-2.411503876,0.10053996400000001,H
S-CN-Al,-0.07295098900000001,0.781454302,M
S-CN-Bi,0.416030788,0.554607002,L
