Compound,Class,Bandgap,Bandgap_nature,Kpoints_edge
S-SH-Nd,Non-metal,3.209,Indirect,"(0.000,0.000,0.000)-(0.333,0.000,0.000)"
S-SH-Rh,Non-metal,1.5122,Indirect,"(0.143,0.048,0.000)-(0.286,0.000,0.000)"
S-SH-Ru,Metal,0.0,NA,NA
S-SH-Sc,Non-metal,2.392,Indirect,"(0.000,0.000,0.000)-(0.429,0.000,0.000)"
S-SH-Sm,Non-metal,3.1951,Indirect,"(0.000,0.000,0.000)-(0.333,0.000,0.000)"
S-SH-Y,Non-metal,3.1788,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,0.000)"
Te-Br-Al,Non-metal,1.0662,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,-0.000)"
Te-Br-Bi,Non-metal,1.5906999999999998,Indirect,"(0.095,0.095,0.000)-(0.000,0.000,0.000)"
Te-Br-Ce,Non-metal,2.2019,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Br-Co,Non-metal,0.8840999999999999,Indirect,"(0.190,0.000,0.000)-(0.286,0.286,0.000)"
Te-Br-Cr,Non-metal,0.9222,Indirect,"(0.000,0.000,0.000)-(0.286,0.286,0.000)"
Te-Br-Fe,Metal,0.0,NA,NA
Te-Br-Ga,Non-metal,0.5417000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Br-Gd,Non-metal,2.0396,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Br-In,Non-metal,1.0257,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Br-Ir,Non-metal,1.6888,Indirect,"(0.143,0.095,0.000)-(0.286,0.429,0.000)"
Te-Br-La,Non-metal,1.9989,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,-0.000)"
Te-Br-Lu,Non-metal,1.9893,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Br-Nd,Non-metal,2.2123,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-Br-Rh,Non-metal,1.4129,Indirect,"(0.095,0.095,0.000)-(0.286,0.286,0.000)"
Te-Br-Ru,Non-metal,0.04170000000000007,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
Te-Br-Sc,Non-metal,1.2491,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,-0.000)"
Te-Br-Sm,Non-metal,2.1964,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Br-Y,Non-metal,1.9913,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-Cl-Al,Non-metal,1.0273999999999999,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,-0.000)"
Te-Cl-Bi,Non-metal,1.7549000000000001,Indirect,"(0.095,0.095,0.000)-(0.000,0.000,0.000)"
Te-Cl-Ce,Non-metal,1.9898999999999998,Indirect,"(0.000,0.000,0.000)-(-0.000,0.476,0.000)"
Te-Cl-Co,Non-metal,0.7451000000000001,Indirect,"(0.238,-0.000,0.000)-(0.333,0.333,0.000)"
Te-Cl-Cr,Non-metal,0.6595,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Te-Cl-Fe,Metal,0.0,NA,NA
Te-Cl-Ga,Non-metal,0.5233000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-Cl-Gd,Non-metal,1.8804,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Cl-In,Non-metal,0.9751999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Cl-Ir,Non-metal,1.7248,Indirect,"(0.190,0.000,0.000)-(0.333,0.333,0.000)"
Te-Cl-La,Non-metal,2.4859,Indirect,"(0.000,0.000,0.000)-(-0.286,0.286,0.000)"
Te-Cl-Lu,Non-metal,1.8474000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Cl-Nd,Metal,0.0,NA,NA
Te-Cl-Rh,Non-metal,1.4281,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
Te-Cl-Ru,Metal,0.0,NA,NA
Te-Cl-Sc,Non-metal,1.0321,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-Cl-Sm,Non-metal,1.9512,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-Cl-Y,Non-metal,1.8349,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Te-CN-Al,Metal,0.0,NA,NA
Te-CN-Bi,Non-metal,2.0757,Indirect,"(0.048,0.048,0.000)-(0.048,0.000,0.000)"
Te-CN-Ce,Non-metal,1.6656,Indirect,"(0.095,0.048,0.000)-(0.476,-0.000,0.000)"
Te-CN-Co,Non-metal,0.33729999999999993,Indirect,"(0.143,0.143,0.000)-(0.286,0.238,0.000)"
Te-CN-Cr,Non-metal,0.19320000000000004,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-CN-Fe,Metal,0.0,NA,NA
Te-CN-Ga,Metal,0.0,NA,NA
Te-CN-Gd,Non-metal,1.7012,Indirect,"(0.095,0.000,-0.000)-(-0.476,0.476,0.000)"
Te-CN-In,Metal,0.0,NA,NA
Te-CN-Ir,Non-metal,1.3425999999999998,Indirect,"(0.286,0.000,0.000)-(0.333,0.333,0.000)"
Te-CN-La,Non-metal,2.2723999999999998,Indirect,"(0.095,0.095,0.000)-(0.238,0.000,0.000)"
Te-CN-Lu,Non-metal,2.4124000000000003,Indirect,"(0.095,0.048,0.000)-(0.143,0.143,0.000)"
Te-CN-Nd,Non-metal,1.8507,Indirect,"(0.095,0.048,0.000)-(0.476,0.000,0.000)"
Te-CN-Rh,Non-metal,1.1797,Indirect,"(0.143,0.143,0.000)-(0.286,0.238,0.000)"
Te-CN-Ru,Metal,0.0,NA,NA
Te-CN-Sc,Non-metal,1.0377,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-CN-Sm,Non-metal,1.9206999999999999,Indirect,"(0.095,0.048,0.000)-(0.476,0.000,0.000)"
Te-CN-Y,Non-metal,1.4128999999999998,Indirect,"(0.048,0.048,0.000)-(0.476,-0.000,0.000)"
Te-F-Al,Non-metal,0.8698999999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-F-Bi,Non-metal,1.7,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-F-Ce,Non-metal,1.4580000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-F-Co,Non-metal,0.46019999999999994,Indirect,"(0.381,0.238,0.000)-(0.333,0.333,0.000)"
Te-F-Cr,Metal,0.0,NA,NA
Te-F-Fe,Metal,0.0,NA,NA
Te-F-Ga,Non-metal,0.6637,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-F-Gd,Non-metal,1.3237,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-F-In,Non-metal,0.813,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-F-Ir,Non-metal,1.4959000000000002,Indirect,"(0.143,0.000,0.000)-(0.333,0.333,0.000)"
Te-F-La,Non-metal,1.9391,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-F-Lu,Non-metal,1.1738,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-F-Nd,Non-metal,1.5519,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-F-Rh,Non-metal,1.2072999999999996,Indirect,"(0.048,0.048,0.000)-(0.333,0.333,0.000)"
Te-F-Ru,Metal,0.0,NA,NA
Te-F-Sc,Non-metal,0.6173000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-F-Sm,Non-metal,1.487,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-F-Y,Non-metal,1.4041000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-I-Al,Non-metal,1.094,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-I-Bi,Non-metal,1.4889999999999999,Indirect,"(0.095,0.095,0.000)-(0.000,0.000,0.000)"
Te-I-Ce,Non-metal,2.3228,Indirect,"(0.000,0.000,0.000)-(0.000,0.476,0.000)"
Te-I-Co,Non-metal,0.7658,Indirect,"(0.095,0.048,0.000)-(0.238,0.238,0.000)"
Te-I-Cr,Non-metal,0.9138000000000001,Indirect,"(0.000,0.000,0.000)-(0.238,0.238,0.000)"
Te-I-Fe,Metal,0.0,NA,NA
Te-I-Ga,Non-metal,0.41359999999999975,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Te-I-Gd,Non-metal,2.1739,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-I-In,Non-metal,0.9827999999999999,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,-0.000)"
Te-I-Ir,Non-metal,1.4206999999999999,Indirect,"(0.095,0.095,0.000)-(0.238,0.238,0.000)"
Te-I-La,Non-metal,2.5146,Indirect,"(0.143,0.143,0.000)-(0.429,0.000,0.000)"
Te-I-Lu,Non-metal,2.0059,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-I-Nd,Non-metal,2.3687,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-I-Rh,Non-metal,1.1335,Indirect,"(0.095,0.095,0.000)-(0.238,0.238,-0.000)"
Te-I-Ru,Metal,0.0,NA,NA
Te-I-Sc,Non-metal,1.4146,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-I-Sm,Non-metal,2.1822,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Te-I-Y,Non-metal,2.0899,Indirect,"(0.000,0.000,0.000)-(0.000,0.476,0.000)"
Te-NC-Al,Non-metal,0.20710000000000006,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NC-Bi,Non-metal,1.9395,Indirect,"(0.048,0.048,0.000)-(0.000,0.000,0.000)"
Te-NC-Ce,Non-metal,1.5336,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NC-Co,Non-metal,0.5640999999999998,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
Te-NC-Cr,Non-metal,0.5892999999999999,Indirect,"(0.000,0.000,0.000)-(0.286,0.286,0.000)"
Te-NC-Fe,Metal,0.0,NA,NA
Te-NC-Ga,Metal,0.0,NA,NA
Te-NC-Gd,Non-metal,1.4818000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NC-In,Non-metal,0.6676000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NC-Ir,Non-metal,1.8951000000000002,Indirect,"(0.286,0.000,0.000)-(0.286,0.286,0.000)"
Te-NC-La,Non-metal,2.3286,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NC-Lu,Non-metal,1.7166000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NC-Nd,Non-metal,1.7911,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NCO-Al,Metal,0.0,NA,NA
Te-NCO-Bi,Non-metal,1.7768000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-NCO-Ce,Non-metal,1.2731000000000001,Indirect,"(0.000,0.000,0.000)-(-0.000,0.476,-0.000)"
Te-NCO-Co,Non-metal,0.6959000000000002,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
Te-NCO-Cr,Non-metal,0.1613,Indirect,"(0.000,0.000,0.000)-(0.286,0.286,0.000)"
Te-NCO-Fe,Metal,0.0,NA,NA
Te-NCO-Ga,Metal,0.0,NA,NA
Te-NCO-Gd,Non-metal,1.6377,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-NCO-In,Non-metal,0.10230000000000006,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NCO-Ir,Non-metal,1.8859000000000001,Indirect,"(0.286,0.000,0.000)-(0.333,0.333,0.000)"
Te-NCO-La,Non-metal,1.6803,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NCO-Lu,Non-metal,0.25670000000000004,Indirect,"(0.000,0.000,0.000)-(-0.381,0.143,0.000)"
Te-NCO-Nd,Non-metal,0.7096,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,-0.000)"
Te-NCO-Rh,Non-metal,1.4167999999999998,Indirect,"(0.333,0.000,0.000)-(0.333,0.333,0.000)"
Te-NCO-Ru,Metal,0.0,NA,NA
Te-NCO-Sc,Non-metal,0.2158,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NCO-Sm,Non-metal,0.9742999999999999,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NCO-Y,Non-metal,1.0474,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NC-Rh,Non-metal,1.4471,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
Te-NC-Ru,Metal,0.0,NA,NA
Te-NCS-Al,Metal,0.0,NA,NA
Te-NCS-Bi,Non-metal,1.7476,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-NC-Sc,Non-metal,0.30590000000000006,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NCS-Ce,Non-metal,1.0883,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NCS-Co,Non-metal,0.14750000000000002,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Te-NCS-Cr,Non-metal,0.24360000000000004,Indirect,"(0.000,0.000,0.000)-(0.286,0.286,0.000)"
Te-NCS-Fe,Metal,0.0,NA,NA
Te-NCS-Ga,Metal,0.0,NA,NA
Te-NCS-Gd,Non-metal,1.6322,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NCS-In,Non-metal,0.015000000000000013,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NCS-Ir,Non-metal,1.7273,Indirect,"(0.143,0.095,0.000)-(0.286,0.286,0.000)"
Te-NCS-La,Non-metal,1.6954,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NCS-Lu,Non-metal,1.54,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,-0.000)"
Te-NC-Sm,Non-metal,1.7408,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NCS-Nd,Non-metal,0.8914000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NCS-Rh,Non-metal,0.9415,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Te-NCS-Ru,Metal,0.0,NA,NA
Te-NCS-Sc,Non-metal,0.7346999999999999,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NCS-Sm,Non-metal,1.339,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NCS-Y,Non-metal,1.0826,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-NC-Y,Non-metal,1.6143999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-NO-Al,Metal,0.0,NA,NA
Te-NO-Bi,Non-metal,0.15579999999999994,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
Te-NO-Ce,Metal,0.0,NA,NA
Te-NO-Co,Metal,0.0,NA,NA
Te-NO-Cr,Metal,0.0,NA,NA
Te-NO-Fe,Metal,0.0,NA,NA
Te-NO-Ga,Metal,0.0,NA,NA
Te-NO-Gd,Metal,0.0,NA,NA
Te-NO-In,Metal,0.0,NA,NA
Te-NO-Ir,Metal,0.0,NA,NA
Te-NO-La,Non-metal,0.37329999999999997,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Te-NO-Lu,Metal,0.0,NA,NA
Te-NO-Nd,Metal,0.0,NA,NA
Te-NO-Rh,Metal,0.0,NA,NA
Te-NO-Ru,Metal,0.0,NA,NA
Te-NO-Sc,Metal,0.0,NA,NA
Te-NO-Sm,Metal,0.0,NA,NA
Te-NO-Y,Metal,0.0,NA,NA
Te-OCN-Al,Non-metal,0.7875000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-OCN-Bi,Non-metal,1.6000999999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Te-OCN-Ce,Non-metal,1.1682000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-OCN-Co,Non-metal,0.34970000000000034,Indirect,"(0.143,-0.000,0.000)-(0.333,0.333,0.000)"
Te-OCN-Cr,Metal,0.0,NA,NA
Te-OCN-Fe,Metal,0.0,NA,NA
Te-OCN-Ga,Metal,0.0,NA,NA
Te-OCN-Gd,Non-metal,1.0997,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Te-OCN-In,Non-metal,0.44609999999999994,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-OCN-Ir,Non-metal,1.1568,Indirect,"(0.190,0.000,0.000)-(0.333,0.333,0.000)"
Te-OCN-La,Non-metal,1.8998999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-OCN-Lu,Non-metal,1.2227,Indirect,"(0.000,0.000,0.000)-(-0.000,0.476,0.000)"
Te-OCN-Nd,Non-metal,1.2356999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-OCN-Rh,Non-metal,0.4749000000000003,Indirect,"(0.095,-0.000,0.000)-(0.333,0.333,0.000)"
Te-OCN-Ru,Metal,0.0,NA,NA
Te-OCN-Sc,Non-metal,0.13129999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-OCN-Sm,Non-metal,1.4224999999999999,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-OCN-Y,Non-metal,0.8572000000000002,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Te-SCN-Al,Non-metal,1.1839000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.476,0.000)"
Te-SCN-Bi,Metal,0.0,NA,NA
Te-SCN-Ce,Metal,0.0,NA,NA
Te-SCN-Co,Metal,0.0,NA,NA
Te-SCN-Cr,Non-metal,0.5311999999999999,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Te-SCN-Fe,Metal,0.0,NA,NA
Te-SCN-Ga,Non-metal,0.4590000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-SCN-Gd,Non-metal,1.6105999999999998,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,-0.000)"
Te-SCN-In,Non-metal,0.6612,Indirect,"(0.000,0.000,0.000)-(0.000,0.476,0.000)"
Te-SCN-Ir,Non-metal,1.5264,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
Te-SCN-La,Non-metal,2.2707999999999995,Indirect,"(0.000,0.000,0.000)-(0.333,0.000,0.000)"
Te-SCN-Lu,Non-metal,1.4462000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-SCN-Nd,Metal,0.0,NA,NA
Te-SCN-Rh,Non-metal,0.9190000000000003,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
Te-SCN-Ru,Metal,0.0,NA,NA
Te-SCN-Sc,Non-metal,0.5791000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-SCN-Sm,Non-metal,1.8525999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-SCN-Y,Non-metal,2.0128000000000004,Indirect,"(0.000,0.000,0.000)-(0.429,0.000,0.000)"
Te-SH-Al,Non-metal,1.1386,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-SH-Bi,Non-metal,1.4833999999999998,Indirect,"(0.143,0.095,0.000)-(0.000,0.000,0.000)"
Te-SH-Ce,Non-metal,1.7629,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,-0.000)"
Te-SH-Co,Non-metal,0.24130000000000007,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Te-SH-Cr,Non-metal,0.5207999999999999,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Te-SH-Fe,Metal,0.0,NA,NA
Te-SH-Ga,Non-metal,0.5740000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,-0.000)"
Te-SH-Gd,Non-metal,1.7559,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-SH-In,Non-metal,1.1463,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,-0.000)"
Te-SH-Ir,Non-metal,1.6672,Indirect,"(0.143,0.048,0.000)-(0.333,0.333,0.000)"
Te-SH-La,Non-metal,2.1856999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,-0.000)"
Te-SH-Lu,Non-metal,1.4837,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Te-SH-Nd,Non-metal,1.7987,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-SH-Rh,Non-metal,1.1178,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
Te-SH-Ru,Metal,0.0,NA,NA
Te-SH-Sc,Non-metal,0.8553999999999999,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Te-SH-Sm,Non-metal,1.7332,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Te-SH-Y,Non-metal,1.5149,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Cl-Br-Ba,Non-metal,5.202,Indirect,"(0.190,0.143,0.000)-(0.000,0.000,0.000)"
Cl-Br-Be,Non-metal,4.5648,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Cl-Br-Ca,Non-metal,5.2668,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Cl-Br-Cd,Non-metal,3.3944,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Cl-Br-Co,Metal,0.0,NA,NA
Cl-Br-Cu,Metal,0.0,NA,NA
Cl-Br-Fe,Metal,0.0,NA,NA
Cl-Br-Mg,Non-metal,4.9037,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Cl-Br-Mn,Non-metal,0.6189,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Cl-Br-Ni,Non-metal,0.7872000000000003,Indirect,"(0.000,0.000,0.000)-(0.238,0.000,0.000)"
Cl-Br-Pb,Non-metal,2.8442999999999996,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
Cl-Br-Pd,Non-metal,0.2836000000000003,Indirect,"(0.000,0.000,0.000)-(0.238,0.000,0.000)"
Cl-Br-Pt,Non-metal,0.20509999999999984,Indirect,"(0.000,0.000,0.000)-(0.286,-0.000,0.000)"
Cl-Br-Sr,Non-metal,5.324,Indirect,"(0.143,0.143,0.000)-(0.000,0.000,0.000)"
Cl-Br-Zn,Non-metal,3.6918999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
CN-Br-Ba,Non-metal,4.9109,Indirect,"(0.143,0.048,0.000)-(0.143,-0.000,0.000)"
CN-Br-Be,Non-metal,2.9689,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
CN-Br-Ca,Non-metal,4.6593,Indirect,"(0.095,0.048,0.000)-(0.476,-0.000,0.000)"
CN-Br-Cd,Non-metal,2.8282000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
CN-Br-Co,Non-metal,0.07819999999999983,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
CN-Br-Cu,Metal,0.0,NA,NA
CN-Br-Fe,Metal,0.0,NA,NA
CN-Br-Mg,Non-metal,3.9118999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
CN-Br-Mn,Non-metal,0.5244,Indirect,"(0.476,0.048,0.000)-(-0.476,0.476,0.000)"
CN-Br-Ni,Non-metal,0.4851000000000001,Indirect,"(0.476,0.048,0.000)-(0.238,0.238,0.000)"
CN-Br-Pb,Non-metal,2.9933000000000005,Indirect,"(0.048,-0.000,0.000)-(0.000,0.000,0.000)"
CN-Br-Pd,Metal,0.0,NA,NA
CN-Br-Pt,Metal,0.0,NA,NA
CN-Br-Sr,Non-metal,5.0095,Indirect,"(0.143,0.000,0.000)-(0.476,0.000,0.000)"
CN-Br-Zn,Non-metal,2.5015999999999994,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
CN-Cl-Ba,Non-metal,5.3134,Indirect,"(0.190,0.048,0.000)-(0.190,0.000,0.000)"
CN-Cl-Be,Non-metal,3.6720999999999995,Indirect,"(-0.381,0.190,0.000)-(0.476,0.000,0.000)"
CN-Cl-Ca,Non-metal,5.109999999999999,Indirect,"(0.095,0.095,0.000)-(0.476,0.000,0.000)"
CN-Cl-Cd,Non-metal,3.3158999999999996,Indirect,"(0.238,0.238,0.000)-(0.476,-0.000,0.000)"
CN-Cl-Co,Metal,0.0,NA,NA
CN-Cl-Cu,Metal,0.0,NA,NA
CN-Cl-Fe,Metal,0.0,NA,NA
CN-Cl-Mg,Non-metal,4.6139,Indirect,"(0.143,0.143,0.000)-(0.476,0.000,0.000)"
CN-Cl-Mn,Non-metal,1.2538999999999998,Indirect,"(0.476,0.048,0.000)-(0.476,-0.000,0.000)"
CN-Cl-Ni,Non-metal,0.4856999999999996,Indirect,"(0.476,0.048,0.000)-(0.238,0.238,0.000)"
CN-Cl-Pb,Non-metal,3.1888999999999994,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
CN-Cl-Pd,Metal,0.0,NA,NA
CN-Cl-Pt,Metal,0.0,NA,NA
CN-Cl-Sr,Non-metal,5.4858,Indirect,"(0.190,0.000,0.000)-(0.238,-0.000,0.000)"
CN-Cl-Zn,Non-metal,3.1349000000000005,Indirect,"(0.238,0.190,0.000)-(0.476,0.000,0.000)"
CN-F-Ba,Non-metal,4.840599999999999,Indirect,"(0.238,0.190,0.000)-(0.000,0.000,0.000)"
CN-F-Be,Non-metal,2.8775999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
CN-F-Ca,Non-metal,5.236,Indirect,"(0.476,0.048,0.000)-(0.000,0.000,0.000)"
CN-F-Cd,Non-metal,3.4871000000000003,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
CN-F-Co,Metal,0.0,NA,NA
CN-F-Cu,Metal,0.0,NA,NA
CN-F-Fe,Metal,0.0,NA,NA
CN-F-Mg,Non-metal,4.6567,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
CN-F-Mn,Metal,0.0,NA,NA
CN-F-Ni,Non-metal,0.023900000000000254,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
CN-F-Pb,Non-metal,3.4459999999999997,Indirect,"(0.000,0.000,0.000)-(0.143,0.095,0.000)"
CN-F-Pd,Metal,0.0,NA,NA
CN-F-Pt,Metal,0.0,NA,NA
CN-F-Sr,Non-metal,5.0092,Indirect,"(0.476,-0.000,0.000)-(0.000,0.000,0.000)"
CN-F-Zn,Non-metal,3.2293999999999996,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,-0.000)"
