Compound,Class,Bandgap,Bandgap_nature,Kpoints_edge
SCN-Cl-Fe,Non-metal,1.0664999999999998,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SCN-Cl-Mg,Non-metal,3.6867,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-Cl-Mn,Metal,0.0,NA,NA
SCN-Cl-Ni,Non-metal,0.33679999999999977,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
SCN-Cl-Pb,Non-metal,1.9579,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-Cl-Pd,Metal,0.0,NA,NA
SCN-Cl-Pt,Metal,0.0,NA,NA
SCN-Cl-Sr,Non-metal,4.1379,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-Cl-Zn,Non-metal,3.0397000000000007,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-CN-Ba,Non-metal,3.5637,Indirect,"(0.190,0.143,0.000)-(0.333,0.000,0.000)"
SCN-CN-Be,Non-metal,2.6272,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-CN-Ca,Non-metal,3.3915,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-CN-Cd,Non-metal,1.9114999999999998,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
SCN-CN-Co,Metal,0.0,NA,NA
SCN-CN-Cu,Metal,0.0,NA,NA
SCN-CN-Fe,Non-metal,0.5993999999999997,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SCN-CN-Mg,Non-metal,2.9537,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-CN-Mn,Non-metal,0.26510000000000034,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-CN-Ni,Metal,0.0,NA,NA
SCN-CN-Pb,Non-metal,2.5773,Indirect,"(0.190,0.190,0.000)-(0.000,0.000,0.000)"
SCN-CN-Pd,Metal,0.0,NA,NA
SCN-CN-Pt,Metal,0.0,NA,NA
SCN-CN-Sr,Non-metal,3.7153,Indirect,"(0.095,0.095,0.000)-(0.381,-0.000,0.000)"
SCN-CN-Zn,Non-metal,1.9311000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-F-Ba,Non-metal,3.0585,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-F-Be,Non-metal,1.8502,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-F-Ca,Non-metal,2.8061000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-F-Cd,Non-metal,1.4385,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-F-Co,Metal,0.0,NA,NA
SCN-F-Cu,Metal,0.0,NA,NA
SCN-F-Fe,Metal,0.0,NA,NA
SCN-F-Mg,Non-metal,1.8182000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-F-Mn,Metal,0.0,NA,NA
SCN-F-Ni,Non-metal,0.12480000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-F-Pb,Non-metal,2.7158999999999995,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-F-Pd,Metal,0.0,NA,NA
SCN-F-Pt,Metal,0.0,NA,NA
SCN-F-Sr,Non-metal,2.9755,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-F-Zn,Non-metal,1.8172000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-I-Ba,Non-metal,3.8034000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-I-Be,Non-metal,2.5494,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-I-Ca,Non-metal,3.5398,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-I-Cd,Non-metal,2.54,Indirect,"(0.238,0.000,0.000)-(0.000,0.000,0.000)"
SCN-I-Co,Metal,0.0,NA,NA
SCN-I-Cu,Metal,0.0,NA,NA
SCN-I-Fe,Non-metal,0.5470000000000002,Indirect,"(0.238,-0.000,0.000)-(0.333,0.333,0.000)"
SCN-I-Mg,Non-metal,3.7419,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-I-Mn,Non-metal,0.6395,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-I-Ni,Metal,0.0,NA,NA
SCN-I-Pb,Non-metal,1.8265999999999998,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-I-Pd,Metal,0.0,NA,NA
SCN-I-Pt,Metal,0.0,NA,NA
SCN-I-Sr,Non-metal,3.9314999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-I-Zn,Non-metal,2.3059,Indirect,"(0.095,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NC-Ba,Non-metal,4.0009999999999994,Indirect,"(0.190,0.190,0.000)-(-0.333,0.333,0.000)"
SCN-NC-Be,Non-metal,3.0296000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NC-Ca,Non-metal,3.4033000000000007,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NC-Cd,Non-metal,2.7993999999999994,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-NC-Co,Metal,0.0,NA,NA
SCN-NC-Cu,Metal,0.0,NA,NA
SCN-NC-Fe,Non-metal,0.8718999999999999,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SCN-NC-Mg,Non-metal,3.3431000000000006,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NC-Mn,Metal,0.0,NA,NA
SCN-NC-Ni,Non-metal,0.057399999999999896,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
SCN-NCO-Ba,Non-metal,3.3532,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-NCO-Be,Non-metal,3.0008,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-NCO-Ca,Non-metal,3.1163,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-NCO-Cd,Non-metal,2.0283999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-NCO-Co,Metal,0.0,NA,NA
SCN-NCO-Cu,Metal,0.0,NA,NA
SCN-NCO-Fe,Non-metal,0.04260000000000019,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-NCO-Mg,Non-metal,2.4861000000000004,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-NCO-Mn,Non-metal,0.6002999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-NCO-Ni,Non-metal,0.1972999999999998,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
SCN-NCO-Pb,Non-metal,1.9615999999999998,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-NCO-Pd,Metal,0.0,NA,NA
SCN-NCO-Pt,Metal,0.0,NA,NA
SCN-NCO-Sr,Non-metal,3.2274000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-NCO-Zn,Non-metal,2.3597,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-NC-Pb,Non-metal,2.3825,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-NC-Pd,Metal,0.0,NA,NA
SCN-NC-Pt,Metal,0.0,NA,NA
SCN-NCS-Ba,Non-metal,3.3737000000000004,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NCS-Be,Non-metal,2.0342,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NCS-Ca,Non-metal,3.0101999999999993,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-NCS-Cd,Non-metal,2.1954,Indirect,"(0.095,0.000,0.000)-(0.000,0.000,0.000)"
SCN-NCS-Co,Metal,0.0,NA,NA
SCN-NCS-Cu,Metal,0.0,NA,NA
SCN-NCS-Fe,Non-metal,0.7986000000000001,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SCN-NCS-Mg,Non-metal,2.9078,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NCS-Mn,Metal,0.0,NA,NA
SCN-NCS-Ni,Metal,0.0,NA,NA
SCN-NCS-Pb,Non-metal,1.9342999999999995,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-NCS-Pd,Metal,0.0,NA,NA
SCN-NCS-Pt,Metal,0.0,NA,NA
SCN-NC-Sr,Non-metal,3.7258000000000004,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NCS-Sr,Non-metal,3.3148,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NCS-Zn,Non-metal,2.1281999999999996,Indirect,"(0.095,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-NC-Zn,Non-metal,2.6000000000000005,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NO-Ba,Non-metal,1.3042,Indirect,"(0.333,0.333,0.000)-(0.238,0.048,0.000)"
SCN-NO-Be,Metal,0.0,NA,NA
SCN-NO-Ca,Non-metal,1.0785999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NO-Cd,Metal,0.0,NA,NA
SCN-NO-Co,Metal,0.0,NA,NA
SCN-NO-Cu,Metal,0.0,NA,NA
SCN-NO-Fe,Metal,0.0,NA,NA
SCN-NO-Mg,Non-metal,0.30520000000000014,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SCN-NO-Mn,Metal,0.0,NA,NA
SCN-NO-Ni,Metal,0.0,NA,NA
SCN-NO-Pb,Metal,0.0,NA,NA
SCN-NO-Pd,Non-metal,0.13030000000000008,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
SCN-NO-Pt,Non-metal,0.13939999999999975,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
SCN-NO-Sr,Non-metal,1.3210000000000002,Indirect,"(0.000,0.000,0.000)-(0.333,0.000,0.000)"
SCN-NO-Zn,Metal,0.0,NA,NA
SCN-OCN-Ba,Non-metal,3.5515999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-OCN-Be,Non-metal,1.6353,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-OCN-Ca,Non-metal,3.0851,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-OCN-Cd,Non-metal,1.2461000000000002,Indirect,"(0.190,0.000,0.000)-(0.000,0.000,0.000)"
SCN-OCN-Co,Metal,0.0,NA,NA
SCN-OCN-Cu,Metal,0.0,NA,NA
SCN-OCN-Fe,Metal,0.0,NA,NA
SCN-OCN-Mg,Non-metal,2.2126,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-OCN-Mn,Non-metal,0.6724000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SCN-OCN-Ni,Metal,0.0,NA,NA
SCN-OCN-Pb,Non-metal,2.0406,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SCN-OCN-Pd,Metal,0.0,NA,NA
SCN-OCN-Pt,Metal,0.0,NA,NA
SCN-OCN-Sr,Non-metal,3.2056,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SCN-OCN-Zn,Non-metal,1.431,Indirect,"(0.095,0.000,0.000)-(0.000,0.000,0.000)"
SH-Br-Ba,Non-metal,4.352799999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-Br-Be,Non-metal,3.2219,Indirect,"(0.143,0.000,0.000)-(0.000,0.000,0.000)"
SH-Br-Ca,Non-metal,4.335,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SH-Br-Cd,Non-metal,2.8758999999999997,Indirect,"(0.238,-0.000,0.000)-(0.000,0.000,0.000)"
SH-Br-Co,Metal,0.0,NA,NA
SH-Br-Cu,Metal,0.0,NA,NA
SH-Br-Fe,Non-metal,0.8765000000000001,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SH-Br-Mg,Non-metal,4.0236,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-Br-Mn,Metal,0.0,NA,NA
SH-Br-Ni,Non-metal,0.13319999999999999,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
SH-Br-Pb,Non-metal,2.0587,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-Br-Pd,Metal,0.0,NA,NA
SH-Br-Pt,Metal,0.0,NA,NA
SH-Br-Sr,Non-metal,4.4107,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-Br-Zn,Non-metal,3.1151,Indirect,"(0.190,0.000,0.000)-(0.000,0.000,0.000)"
SH-Cl-Ba,Non-metal,4.3816999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-Cl-Be,Non-metal,3.4606,Indirect,"(0.143,0.000,0.000)-(0.000,0.000,0.000)"
SH-Cl-Ca,Non-metal,4.401,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-Cl-Cd,Non-metal,2.8908999999999994,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-Cl-Co,Metal,0.0,NA,NA
SH-Cl-Cu,Metal,0.0,NA,NA
SH-Cl-Fe,Non-metal,1.0872,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SH-Cl-Mg,Non-metal,3.8775,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-Cl-Mn,Metal,0.0,NA,NA
SH-Cl-Ni,Non-metal,0.32440000000000024,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
SH-Cl-Pb,Non-metal,2.2786,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-Cl-Pd,Metal,0.0,NA,NA
SH-Cl-Pt,Metal,0.0,NA,NA
SH-Cl-Sr,Non-metal,4.406199999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-Cl-Zn,Non-metal,3.2143,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-CN-Ba,Non-metal,4.1426,Indirect,"(0.143,0.143,0.000)-(0.381,-0.000,0.000)"
SH-CN-Be,Non-metal,3.1167,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SH-CN-Ca,Non-metal,3.9852999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-CN-Cd,Non-metal,2.5716,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SH-CN-Co,Metal,0.0,NA,NA
SH-CN-Cu,Metal,0.0,NA,NA
SH-CN-Fe,Non-metal,0.5810999999999997,Indirect,"(0.333,0.000,0.000)-(0.333,0.333,0.000)"
SH-CN-Mg,Non-metal,3.4713999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SH-CN-Mn,Metal,0.0,NA,NA
SH-CN-Ni,Metal,0.0,NA,NA
SH-CN-Pb,Non-metal,2.8971,Indirect,"(0.095,0.095,0.000)-(0.000,0.000,0.000)"
SH-CN-Pd,Metal,0.0,NA,NA
SH-CN-Pt,Metal,0.0,NA,NA
SH-CN-Sr,Non-metal,4.3279000000000005,Indirect,"(0.095,0.048,0.000)-(0.429,0.000,0.000)"
SH-CN-Zn,Non-metal,2.3678,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-F-Ba,Non-metal,3.3831,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-F-Be,Non-metal,1.851,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-F-Ca,Non-metal,3.0951,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-F-Cd,Non-metal,1.9948000000000006,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-F-Co,Metal,0.0,NA,NA
SH-F-Cu,Metal,0.0,NA,NA
SH-F-Fe,Non-metal,1.1472999999999998,Indirect,"(0.238,0.190,0.000)-(0.381,0.000,0.000)"
SH-F-Mg,Non-metal,2.3461,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-F-Mn,Metal,0.0,NA,NA
SH-F-Ni,Non-metal,0.0694999999999999,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,0.000)"
SH-F-Pb,Non-metal,2.9233000000000002,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-F-Pd,Metal,0.0,NA,NA
SH-F-Pt,Metal,0.0,NA,NA
SH-F-Sr,Non-metal,3.2173000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-F-Zn,Non-metal,2.1698,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-I-Ba,Non-metal,4.0093000000000005,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-I-Be,Non-metal,2.3982,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-I-Ca,Non-metal,3.7462,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-I-Cd,Non-metal,2.4537,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-I-Co,Metal,0.0,NA,NA
SH-I-Cu,Metal,0.0,NA,NA
SH-I-Fe,Non-metal,0.5159,Indirect,"(0.238,-0.000,0.000)-(0.333,0.333,0.000)"
SH-I-Mg,Non-metal,3.2909,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-I-Mn,Metal,0.0,NA,NA
SH-I-Ni,Metal,0.0,NA,NA
SH-I-Pb,Non-metal,2.0707,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-I-Pd,Metal,0.0,NA,NA
SH-I-Pt,Metal,0.0,NA,NA
SH-I-Sr,Non-metal,4.0711,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-I-Zn,Non-metal,2.3137999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-NC-Ba,Non-metal,4.4432,Indirect,"(0.143,0.143,0.000)-(0.429,0.000,0.000)"
SH-NC-Be,Non-metal,3.0661,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-NC-Ca,Non-metal,4.2291,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-NC-Cd,Non-metal,3.2896,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-NC-Co,Metal,0.0,NA,NA
SH-NC-Cu,Metal,0.0,NA,NA
SH-NC-Fe,Non-metal,0.8624999999999998,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SH-NC-Mg,Non-metal,3.8066,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-NC-Mn,Metal,0.0,NA,NA
SH-NC-Ni,Non-metal,0.10340000000000016,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
SH-NCO-Ba,Non-metal,3.9153000000000002,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCO-Be,Non-metal,2.9522,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCO-Ca,Non-metal,3.6562,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCO-Cd,Non-metal,2.5342,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCO-Co,Metal,0.0,NA,NA
SH-NCO-Cu,Metal,0.0,NA,NA
SH-NCO-Fe,Non-metal,0.9943,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SH-NCO-Mg,Non-metal,3.0439999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCO-Mn,Metal,0.0,NA,NA
SH-NCO-Ni,Non-metal,0.1855,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
SH-NCO-Pb,Non-metal,2.212,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-NCO-Pd,Metal,0.0,NA,NA
SH-NCO-Pt,Metal,0.0,NA,NA
SH-NCO-Sr,Non-metal,3.7338,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCO-Zn,Non-metal,2.7954000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NC-Pb,Non-metal,2.7689,Indirect,"(0.238,0.238,0.000)-(0.000,0.000,0.000)"
SH-NC-Pd,Metal,0.0,NA,NA
SH-NC-Pt,Metal,0.0,NA,NA
SH-NCS-Ba,Non-metal,3.6525999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SH-NCS-Be,Non-metal,1.879,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCS-Ca,Non-metal,3.4112,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-NCS-Cd,Non-metal,2.048,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCS-Co,Metal,0.0,NA,NA
SH-NCS-Cu,Metal,0.0,NA,NA
SH-NCS-Fe,Non-metal,0.8,Indirect,"(0.190,0.143,0.000)-(0.333,0.333,0.000)"
SH-NCS-Mg,Non-metal,3.0115,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NCS-Mn,Metal,0.0,NA,NA
SH-NCS-Ni,Metal,0.0,NA,NA
SH-NCS-Pb,Non-metal,1.9763000000000002,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-NCS-Pd,Metal,0.0,NA,NA
SH-NCS-Pt,Metal,0.0,NA,NA
SH-NC-Sr,Non-metal,4.4884,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-NCS-Sr,Non-metal,3.6804,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SH-NCS-Zn,Non-metal,2.1094,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-NC-Zn,Non-metal,3.0271999999999997,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
SH-NO-Ba,Non-metal,1.3351000000000002,Indirect,"(0.333,0.333,0.000)-(0.286,0.000,0.000)"
SH-NO-Be,Metal,0.0,NA,NA
SH-NO-Ca,Non-metal,1.1946,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-NO-Cd,Metal,0.0,NA,NA
SH-NO-Co,Metal,0.0,NA,NA
SH-NO-Cu,Metal,0.0,NA,NA
SH-NO-Fe,Metal,0.0,NA,NA
SH-NO-Mg,Non-metal,0.39139999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-NO-Mn,Metal,0.0,NA,NA
SH-NO-Ni,Metal,0.0,NA,NA
SH-NO-Pb,Metal,0.0,NA,NA
SH-NO-Pd,Non-metal,0.1595000000000002,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
SH-NO-Pt,Non-metal,0.06059999999999999,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
SH-NO-Sr,Non-metal,1.393,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,0.000)"
SH-NO-Zn,Metal,0.0,NA,NA
SH-OCN-Ba,Non-metal,3.901,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-OCN-Be,Non-metal,1.3731,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-OCN-Ca,Non-metal,3.5852000000000004,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-OCN-Cd,Non-metal,1.2946999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-OCN-Co,Metal,0.0,NA,NA
SH-OCN-Cu,Metal,0.0,NA,NA
SH-OCN-Fe,Non-metal,1.0062,Indirect,"(0.333,0.000,0.000)-(0.476,0.000,0.000)"
SH-OCN-Mg,Non-metal,2.592,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-OCN-Mn,Non-metal,0.17980000000000018,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-OCN-Ni,Metal,0.0,NA,NA
SH-OCN-Pb,Non-metal,1.9762000000000004,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-OCN-Pd,Metal,0.0,NA,NA
SH-OCN-Pt,Metal,0.0,NA,NA
SH-OCN-Sr,Non-metal,3.6856999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-OCN-Zn,Non-metal,1.4030999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
SH-SCN-Ba,Non-metal,3.716,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
SH-SCN-Be,Non-metal,3.2203,Indirect,"(0.190,0.000,0.000)-(0.000,0.000,0.000)"
SH-SCN-Ca,Non-metal,3.6239000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-SCN-Cd,Non-metal,2.1167000000000002,Indirect,"(0.476,-0.000,0.000)-(0.000,0.000,0.000)"
SH-SCN-Co,Metal,0.0,NA,NA
SH-SCN-Cu,Metal,0.0,NA,NA
SH-SCN-Fe,Non-metal,1.1276,Indirect,"(0.238,0.000,0.000)-(0.286,0.000,0.000)"
SH-SCN-Mg,Non-metal,3.6834000000000007,Indirect,"(0.048,0.000,0.000)-(0.000,0.000,0.000)"
SH-SCN-Mn,Metal,0.0,NA,NA
SH-SCN-Ni,Non-metal,0.05790000000000006,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,0.000)"
SH-SCN-Pb,Non-metal,1.4748999999999994,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
SH-SCN-Pd,Metal,0.0,NA,NA
SH-SCN-Pt,Metal,0.0,NA,NA
SH-SCN-Sr,Non-metal,3.8221,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
SH-SCN-Zn,Non-metal,2.5294999999999996,Indirect,"(0.333,-0.000,0.000)-(0.000,0.000,0.000)"
NH-O-Ce,Metal,0.0,NA,NA
NH-O-Ge,Non-metal,2.9850000000000003,Indirect,"(0.190,-0.000,0.000)-(0.000,0.000,0.000)"
NH-O-Hf,Non-metal,3.4078,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NH-O-Ir,Metal,0.0,NA,NA
NH-O-Mo,Metal,0.0,NA,NA
NH-O-Os,Metal,0.0,NA,NA
NH-O-Pd,Non-metal,1.7307,Indirect,"(0.143,0.048,0.000)-(0.333,-0.000,0.000)"
NH-O-Pt,Non-metal,2.246,Indirect,"(0.143,0.048,0.000)-(0.333,-0.000,0.000)"
NH-O-Re,Metal,0.0,NA,NA
NH-O-Ru,Metal,0.0,NA,NA
NH-O-Sn,Non-metal,2.2919,Indirect,"(0.286,0.000,0.000)-(0.000,0.000,0.000)"
NH-O-Tc,Metal,0.0,NA,NA
NH-O-Te,Metal,0.0,NA,NA
NH-O-Ti,Non-metal,1.7622999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
