"Compound","C11","C22","C12","C66"
"Te-I-Gd",27.00709732,27.00710971,6.30840055,10.34934838
"Te-I-In",10.84779796,8.38509924,34.75535462,-12.34786095
"Te-I-Ir",62.31169587,62.31128978,17.09106899,22.61021191
"Te-I-La",21.10101208,21.10101208,5.25077587,7.92512454
"Te-I-Lu",35.22918,35.2292,8.79082,13.21918
"Te-I-Nd",23.66804,23.66806,5.70092,8.98356
"Te-I-Rh",52.73056126,52.72774183,15.33976982,18.69470468
"Te-I-Ru",51.5042311,51.5042311,16.96199048,17.2711203
"Te-I-Sc",35.12374,35.12374,7.86868,13.62752
"Te-I-Sm",26.68849217,26.68849217,6.51017455,10.0891588
"Te-I-Y",29.00462,28.83052,7.1596,10.86014
"Te-NC-Al",35.23157038,35.23160812,14.76327385,10.23414826
"Te-NC-Bi",33.00710194,33.00690952,11.45483868,10.7760739
"Te-NC-Ce",32.01259181,32.01261106,4.51401212,13.74929946
"Te-NC-Co",62.4869593,62.48687982,19.59727554,21.44483194
"Te-NC-Cr",34.68836604,34.68817661,10.57705128,12.05561366
"Te-NC-Fe",-122.31804529,-122.31750752,-150.66163839,14.17193562
"Te-NC-Ga",29.89461708,29.89450115,21.89578126,3.99939859
"Te-NC-Gd",40.06971514,40.07010832,7.9139931,16.07796295
"Te-NC-In",29.34289931,29.34328046,12.65504291,8.34402802
"Te-NC-Ir",68.42183165,68.42157651,24.61863483,21.90153462
"Te-NC-La",29.41967842,29.41955786,5.66425889,11.87767962
"Te-NC-Lu",38.54174323,38.54145511,11.25598112,13.64280902
"Te-NC-Nd",35.05897274,35.05901196,6.26628416,14.39635409
"Te-NCO-Al",11.66982552,11.66980695,9.49011609,1.08986399
"Te-NCO-Bi",42.42997498,42.42985858,12.00012281,15.21489698
"Te-NCO-Ce",37.4210771,39.14945813,10.9357121,13.63122497
"Te-NCO-Co",54.61178809,54.61171235,19.7742848,17.4187327
"Te-NCO-Cr",53.06598605,53.06579831,13.39059124,19.8376462
"Te-NCO-Fe",-212.89088301,-212.89084241,-242.80309153,14.95611441
"Te-NCO-Ga",20.5644227,20.56434288,6.69035226,6.93701526
"Te-NCO-Gd",25.63193037,25.63193037,19.67432157,2.97880439
"Te-NCO-In",-1.87856543,-1.87856543,37.46519725,-19.67188134
"Te-NCO-Ir",65.86550929,65.8652525,24.20022106,20.8325651
"Te-NCO-La",36.75434355,36.75437519,10.84486928,12.95474504
"Te-NCO-Lu",56.67079153,56.67085033,14.60594457,21.03243083
"Te-NCO-Nd",47.75793521,47.15293286,13.71958054,16.98600151
"Te-NCO-Rh",58.92073208,58.92055243,23.65682313,17.63190457
"Te-NCO-Ru",20.29276232,20.29264751,25.99145473,-2.8493749
"Te-NCO-Sc",46.6469046,46.6469046,13.88864449,16.37913005
"Te-NCO-Sm",45.72703443,45.72686639,13.69051533,16.0182222
"Te-NCO-Y",45.24597831,45.24597831,13.71335737,15.76631047
"Te-NC-Rh",53.73041565,53.73006827,17.31465182,18.2077905
"Te-NC-Ru",17.98026257,17.98016315,25.27186855,-3.64582287
"Te-NCS-Al",-6.106928,-6.106928,-27.31116634,10.60211917
"Te-NCS-Bi",43.35195208,43.35179278,13.3208905,15.01549096
"Te-NC-Sc",53.95477079,53.95444317,11.03014687,21.4622226
"Te-NCS-Ce",33.86287532,33.86287532,5.07612247,14.3933864
"Te-NCS-Co",71.28554935,71.28554935,21.87339559,24.70607688
"Te-NCS-Cr",32.38411939,32.38399173,34.32202797,-0.96897822
"Te-NCS-Fe",25.81608465,25.81594477,7.87142794,8.97230213
"Te-NCS-Ga",7.08249347,7.08245389,44.12813412,-18.52284011
"Te-NCS-Gd",31.42848456,31.42848456,12.35214424,9.53817705
"Te-NCS-In",-1.5034643,-1.5034445,31.6938245,-16.5986444
"Te-NCS-Ir",72.26649232,72.2660864,25.58444432,23.3409181
"Te-NCS-La",35.87871125,35.87859229,9.73554195,13.07154499
"Te-NCS-Lu",34.87125045,34.8708921,17.18963076,8.8407103
"Te-NC-Sm",36.60596395,36.60596395,6.53552136,15.03522129
"Te-NCS-Nd",46.92994551,46.92994551,11.56322881,17.68334953
"Te-NCS-Rh",62.61812424,62.617591,20.62473906,20.99656816
"Te-NCS-Ru",18.62994738,18.62985426,50.14657402,-15.75833194
"Te-NCS-Sc",41.89325399,41.89290467,15.23055895,13.3312669
"Te-NCS-Sm",40.93633597,40.93633597,9.18290845,15.87671376
"Te-NCS-Y",45.66739015,45.66739015,10.95675797,17.35531609
"Te-NC-Y",38.17839707,38.1783574,8.43759339,14.87038861
"Te-NO-Al",45.05101746,45.05087318,92.46523717,-23.70715107
"Te-NO-Bi",3.0876894,3.08767157,21.95959111,-9.43595085
"Te-NO-Ce",38.82031359,38.82031359,21.63571781,8.59229788
"Te-NO-Co",29.7076092,29.70756743,19.26163218,5.22297806
"Te-NO-Cr",65.41757163,65.41748474,35.06279934,15.17736876
"Te-NO-Fe",36.31968976,36.31962991,41.86004634,-2.77018826
"Te-NO-Ga",0.44592956,0.44590983,-19.72113832,10.08352408
"Te-NO-Gd",15.00084799,15.00084799,-2.90684196,8.95384497
"Te-NO-In",16.65437983,16.65424209,2.98327047,6.83552516
"Te-NO-Ir",-7.6060802,-7.60604037,-6.67578802,-0.46513613
"Te-NO-La",6.30278742,6.30278742,-7.17288274,6.73783508
"Te-NO-Lu",37.14016874,37.14012751,16.03021157,10.55496827
"Te-NO-Nd",22.93032812,22.693322,6.79506649,8.00568223
"Te-NO-Rh",14.29124023,14.29117986,10.63801869,1.82659064
"Te-NO-Ru",88.4276309,88.42734548,37.42227315,25.50261771
"Te-NO-Sc",55.76666331,55.76646114,53.28648532,1.24004855
"Te-NO-Sm",3.36805265,3.36805265,-14.48346146,8.92575705
"Te-NO-Y",12.43676875,12.43676875,-5.55626366,8.99650682
"Te-OCN-Al",46.19729608,46.19729608,17.38742873,14.40494203
"Te-OCN-Bi",36.83863337,36.83863337,11.34604349,12.74628569
"Te-OCN-Ce",41.21074322,41.21074322,10.9979152,15.10641401
"Te-OCN-Co",53.69869662,53.69862099,20.6999772,16.49935025
"Te-OCN-Cr",38.35387655,38.35377995,21.07140131,8.64121347
"Te-OCN-Fe",-4.19762095,-4.19762095,-8.02798553,1.91518228
"Te-OCN-Ga",-16.26700086,-16.26694259,-12.68700903,-1.78997649
"Te-OCN-Gd",32.60955207,27.14741078,-6.16362279,18.19273491
"Te-OCN-In",32.74319138,32.74319138,18.96796151,6.88761493
"Te-OCN-Ir",62.80615853,62.80601964,25.59805707,18.60400112
"Te-OCN-La",37.44205062,37.44199148,9.56361054,13.93920032
"Te-OCN-Lu",49.80770721,49.80749887,12.58764892,18.60999126
"Te-OCN-Nd",41.46273979,41.4627008,11.25915049,15.10179464
"Te-OCN-Rh",54.79915661,54.79895803,22.8759515,15.9615529
"Te-OCN-Ru",15.2681256,15.2681256,48.31972407,-16.52579923
"Te-OCN-Sc",44.40086714,44.40076801,8.40322196,17.99879285
"Te-OCN-Sm",41.82724175,41.82724175,9.61879627,16.10422274
"Te-OCN-Y",51.07834909,51.0780707,11.94282209,19.5676939
"Te-SCN-Al",2.83887125,-9.52139098,63.18660995,-33.18460813
"Te-SCN-Bi",18.27573587,18.79271883,38.05710747,-9.84452908
"Te-SCN-Ce",-135.23437836,-26.40718114,-71.35052493,-0.4127658
"Te-SCN-Co",48.81491268,48.81491268,24.07915654,12.36788763
"Te-SCN-Cr",14.52072184,4.02855945,17.55732704,-4.8506416
"Te-SCN-Fe",69.90047654,69.90011934,17.56912876,26.16558458
"Te-SCN-Ga",39.18388345,1.82092084,36.59938151,-3.78520817
"Te-SCN-Gd",23.35647876,23.92568042,14.21048659,1.52507836
"Te-SCN-In",42.26341022,36.07621133,19.78315091,9.17705962
"Te-SCN-Ir",79.75360397,79.75360397,28.3537377,25.69994285
"Te-SCN-La",18.83429837,18.83447382,12.2894756,3.27246012
"Te-SCN-Lu",28.19630042,31.16277106,19.3085191,4.12442699
"Te-SCN-Nd",-57.73310034,-41.37209516,-8.17351162,-20.1092929
"Te-SCN-Rh",67.48008248,67.47918153,28.60779888,19.43592135
"Te-SCN-Ru",35.37312611,35.37282305,2.98987442,16.19154502
"Te-SCN-Sc",35.67999281,36.62478442,18.70533849,8.95551806
"Te-SCN-Sm",23.03918702,23.03918702,12.68157272,5.17880715
"Te-SCN-Y",21.50875491,21.51854216,10.65978368,5.43824023
"Te-SH-Al",21.76755263,22.30801598,39.71969777,-9.48924154
"Te-SH-Bi",24.6839694,24.68373378,10.52487271,7.07949925
"Te-SH-Ce",22.90811918,23.01300286,7.12002923,7.90834729
"Te-SH-Co",71.03074529,71.03049888,21.26482188,24.8828913
"Te-SH-Cr",15.2614363,11.64921871,18.29230456,-2.65173782
"Te-SH-Fe",57.62896585,57.62912435,8.71516465,24.45693031
"Te-SH-Ga",-9.41794965,-29.11810276,73.52626507,-28.25943012
"Te-SH-Gd",27.86879489,28.12271715,12.70011274,7.59803171
"Te-SH-In",13.6660917,10.63989884,33.32667538,-9.57374019
"Te-SH-Ir",77.1599777,77.15928877,23.56318242,26.79823006
"Te-SH-La",22.48682488,22.91332877,11.14830857,5.60253766
"Te-SH-Lu",33.63201337,33.60169352,16.09039756,8.61141451
"Te-SH-Nd",26.40840542,26.40840542,11.77549235,7.31646382
"Te-SH-Rh",66.78902238,66.34654589,25.14027475,21.15308699
"Te-SH-Ru",22.53798959,22.53784805,-4.28077027,13.40933949
"Te-SH-Sc",34.68387386,35.60375023,15.24695292,9.82781022
"Te-SH-Sm",26.78844718,27.06467015,11.7508881,7.46013304
"Te-SH-Y",29.96880881,30.23509318,13.29761916,8.26244937
"Cl-Br-Ba",17.05123643,17.05120219,4.82335913,6.11393008
"Cl-Br-Be",40.70266552,40.70262939,42.45800708,-0.87767981
"Cl-Br-Ca",23.86322857,23.86320993,5.52081395,9.17119798
"Cl-Br-Cd",26.91566997,26.91563212,9.94695101,8.48434055
"Cl-Br-Co",49.6928989,49.69291671,18.01391516,15.83949187
"Cl-Br-Cu",24.57901857,24.57899798,21.79701349,1.39100253
"Cl-Br-Fe",64.55855421,64.55853655,12.67193296,25.94330179
"Cl-Br-Mg",36.39276979,36.39273211,9.86708264,13.26283415
"Cl-Br-Mn",31.62373516,31.62371694,21.42642938,5.09866199
"Cl-Br-Ni",17.36766077,17.36766077,30.9803479,-6.80633342
"Cl-Br-Pb",16.43094049,16.43092193,4.29537741,6.06777225
"Cl-Br-Pd",2.25314098,2.25312303,15.0615891,-6.40422406
"Cl-Br-Pt",-9.8354112,-9.8354112,16.47007457,-13.15274289
"Cl-Br-Sr",19.87022871,19.87021049,4.88443221,7.49288914
"Cl-Br-Zn",35.51213484,35.51211608,17.96880701,8.77166391
"CN-Br-Ba",17.73014518,17.73011397,3.67919741,7.02546608
"CN-Br-Be",39.98911663,39.98911663,42.52829935,-1.26958027
"CN-Br-Ca",23.91389789,23.9138807,4.37784907,9.7680244
"CN-Br-Cd",25.46784472,25.46779853,13.81812133,5.82486169
"CN-Br-Co",30.04485324,30.04485324,10.55041479,9.74721922
"CN-Br-Cu",18.90754101,18.90754101,14.88657413,2.01049465
"CN-Br-Fe",-4.87852716,-4.87852716,-31.60044426,13.36096979
"CN-Br-Mg",32.34686476,32.3468202,13.72104948,9.31290021
"CN-Br-Mn",21.05123532,21.05121266,-7.08392049,14.06756658
"CN-Br-Ni",21.34661087,21.34661087,19.00717325,1.16971881
"CN-Br-Pb",21.07484654,21.07482941,4.939967,8.0674312
"CN-Br-Pd",24.81363584,24.81365929,16.86264619,3.97550655
"CN-Br-Pt",-116.2314171,-116.2314171,176.07043659,-146.15093897
"CN-Br-Sr",19.78711796,19.787101,3.2838382,8.25163988
"CN-Br-Zn",27.81895292,27.81895292,27.02866042,0.39515719
"CN-Cl-Ba",18.76427361,18.76425396,3.07876082,7.84274657
"CN-Cl-Be",53.93643531,53.93641435,33.19652483,10.36994476
"CN-Cl-Ca",25.55506539,25.55504842,4.30330281,10.62588128
"CN-Cl-Cd",26.7487622,26.74874424,13.20068667,6.77403776
"CN-Cl-Co",41.56021649,41.56016591,2.81814897,19.37102532
"CN-Cl-Cu",25.19000988,25.1899824,14.12487069,5.53256959
"CN-Cl-Fe",-257.85776881,-257.85761577,-285.57519611,13.85875737
"CN-Cl-Mg",37.48673242,37.48671468,12.85431823,12.31619822
"CN-Cl-Mn",22.35883709,22.35881912,8.74568811,6.80657449
"CN-Cl-Ni",26.97995386,26.97993303,22.50168557,2.23912373
"CN-Cl-Pb",21.02285468,21.02282188,3.93496667,8.5439358
"CN-Cl-Pd",32.71680687,32.71678371,21.51369163,5.60155761
"CN-Cl-Pt",25.37752576,25.37752576,41.52176567,-8.07211995
"CN-Cl-Sr",21.48387453,21.48384118,3.79056388,8.84665532
"CN-Cl-Zn",33.93116753,33.93111428,24.96516974,4.48299002
"CN-F-Ba",27.45986119,27.45986119,6.6278046,10.41602829
"CN-F-Be",32.99224244,32.99225899,74.76551971,-20.88663863
"CN-F-Ca",40.79426406,40.79419338,9.46346629,15.66538121
"CN-F-Cd",36.49325052,36.49323197,15.03200515,10.73063195
"CN-F-Co",53.95723998,53.95719701,26.23625039,13.86047331
"CN-F-Cu",-33.00216632,-33.00218648,91.95900505,-62.48058568
"CN-F-Fe",46.48360859,46.48360859,15.16767903,15.65796478
"CN-F-Mg",52.67152072,52.67134386,13.91336704,19.37903262
"CN-F-Mn",77.19055574,77.19047054,7.52735664,34.8315676
"CN-F-Ni",-580.51929472,-580.51903829,647.28054472,-613.89985561
"CN-F-Pb",30.0238373,30.02380029,7.59410045,11.21484991
"CN-F-Pd",27.49744691,27.49742448,33.52135589,-3.0119657
"CN-F-Pt",-160.82888311,-160.82881149,235.89267633,-198.36074391
"CN-F-Sr",33.54948185,33.54942843,7.58943133,12.98001635
"CN-F-Zn",39.47260233,42.07275363,24.44886792,8.0091557
"CN-I-Ba",15.86809793,15.86808282,3.23711126,6.31548578
"CN-I-Be",42.192727,42.19266703,28.77263135,6.71002533
"CN-I-Ca",21.45179719,21.45179719,4.33275659,8.5595203
"CN-I-Cd",6.46956875,6.46956875,26.61864817,-10.07455063
"CN-I-Co",40.21627843,40.21627843,5.62241962,17.29694109
"CN-I-Cu",6.05754889,6.05754889,6.82584484,-0.38414797
"CN-I-Fe",-232.76286975,-232.76289279,-260.07877348,13.65794034
"CN-I-Mg",27.43961309,27.43959813,16.71740989,5.36109411
"CN-I-Mn",10.95569374,10.95571806,-15.88059785,13.4181458
"CN-I-Ni",28.39398535,28.39398535,21.86876652,3.26262136
"CN-I-Pb",20.53141351,20.5313974,4.74363318,7.89389016
"CN-I-Pd",24.09209708,24.09209708,18.47063089,2.81074548
"CN-I-Pt",27.9618405,27.96180174,23.1920384,2.38489136
"CN-I-Sr",18.60662914,18.60661252,3.35579037,7.62541938
"CN-I-Zn",12.89765278,12.89765278,41.03894661,-14.07063958
"F-Br-Ba",26.46176616,26.46176616,8.33819403,9.06178606
"F-Br-Be",35.73060504,35.73056582,56.68298714,-10.47620085
"F-Br-Ca",23.93916732,23.93919216,11.01203187,6.46356772
"F-Br-Cd",31.46931137,31.46925163,13.49540438,8.98693358
"F-Br-Co",32.58097203,32.58097203,25.83245926,3.37425638
"F-Br-Cu",6.61382927,6.61382927,46.8343494,-20.11025011
"F-Br-Fe",61.85939085,61.85937039,21.70687134,20.07624952
"F-Br-Mg",45.33276901,45.33273494,22.32505366,11.50384915
"F-Br-Mn",36.81195987,36.81197327,32.26618286,2.2728885
"F-Br-Ni",25.8682914,25.86827146,28.19567317,-1.16370085
"F-Br-Pb",28.27772334,28.27769221,11.31898783,8.47935997
"F-Br-Pd",-54.702,-54.70202,88.4794,-71.5907
"F-Br-Pt",-904.06137209,-904.06127547,966.53389701,-935.29761523
"F-Br-Sr",31.755289,31.75524898,9.14798706,11.30364096
"F-Br-Zn",34.04515449,34.04512051,35.83676863,-0.89581556
"F-Cl-Ba",26.95085305,26.95085305,7.78394493,9.58346574
"F-Cl-Be",35.48322647,35.4832061,74.63506686,-19.57592019
"F-Cl-Ca",38.32523398,38.32521391,9.62083214,14.35219088
"F-Cl-Cd",35.04963065,35.04963065,13.77665028,10.63648042
"F-Cl-Co",37.73007782,37.73003657,26.02306175,5.8534874
"F-Cl-Cu",-21.04271334,-21.04269336,82.18775392,-51.61523363
"F-Cl-Fe",79.55873189,79.55863081,22.63724379,28.46071372
"F-Cl-Mg",54.96819779,54.96815772,16.21450623,19.37683576
"F-Cl-Mn",29.8462563,29.8462563,11.80464537,9.02081553
"F-Cl-Ni",26.02072,26.0207,28.77844,-1.37886
"F-Cl-Pb",27.9448977,27.94486429,10.19223879,8.8763211
"F-Cl-Pd",-33.66984345,-33.66982368,69.38623539,-51.52802953
"F-Cl-Pt",-74.71633575,-74.7162778,154.36920738,-114.5427619
"F-Cl-Sr",33.0924399,33.09236158,8.89887943,12.09676065
"F-Cl-Zn",46.62810947,46.62803199,23.76408799,11.43199137
"I-Br-Ba",13.54936018,13.54934164,3.42816276,5.06058944
"I-Br-Be",21.01098685,21.01094884,47.46649644,-13.22776429
"I-Br-Ca",20.37430718,20.37428716,4.63415928,7.87008395
"I-Br-Cd",24.12957452,24.12953462,8.99857359,7.56549048
"I-Br-Co",50.58428144,50.58429993,15.74629704,17.41899219
"I-Br-Cu",1.30252001,1.30252001,39.7170468,-19.20727118
"I-Br-Fe",59.8191082,59.81908987,10.48722368,24.66593309
"I-Br-Mg",30.92006272,30.9200251,8.77946807,11.07029732
"I-Br-Mn",43.02398871,43.0239701,19.1454565,11.9392661
"I-Br-Ni",34.12205892,34.12199722,22.57305373,5.77448202
"I-Br-Pb",14.9503895,14.95036948,4.03183836,5.45925554
"I-Br-Pd",14.43295722,14.43295722,16.32137342,-0.94421773
"I-Br-Pt",10.45901219,10.45899335,21.22283448,-5.38192056
"I-Br-Sr",16.16114994,16.16113028,4.0086299,6.07625018
"I-Br-Zn",28.9717973,28.97175786,19.93014738,4.5208151
"I-Cl-Ba",14.86933649,14.86931779,3.79025821,5.53953913
"I-Cl-Be",8.80093679,8.80093679,61.77825735,-26.48866028
"I-Cl-Ca",22.91381058,22.91379081,5.27763797,8.8180863
"I-Cl-Cd",25.0430866,25.0430866,9.8628932,7.59009669
"I-Cl-Co",49.2721684,49.27213228,16.86023862,16.20595585
"I-Cl-Cu",-1.35080302,-1.35080302,44.00200529,-22.67641481
"I-Cl-Fe",57.82492913,57.82492913,12.53062183,22.64715364
"I-Cl-Mg",33.65031366,33.65029415,10.3642117,11.64304122
"I-Cl-Mn",42.31924609,42.31923178,18.99075397,11.66423174
"I-Cl-Ni",23.85209752,23.85207744,28.94716446,-2.54752343
"I-Cl-Pb",16.12733236,16.12731229,4.41221571,5.85753825
"I-Cl-Pd",13.22472441,13.22472441,17.35525842,-2.06525754
"I-Cl-Pt",5.44643503,5.44643503,20.76806918,-7.66080793
"I-Cl-Sr",18.10234203,18.10232264,4.05396151,7.02418056
"I-Cl-Zn",19.00331784,19.0032792,27.76388128,-4.38030103
"I-F-Ba",26.05780743,26.05780743,8.68496268,8.68642237
"I-F-Be",53.1131114,53.11309227,13.85561839,19.62873694
"I-F-Ca",37.40379046,37.40374249,11.20624556,13.09876445
"I-F-Cd",30.64223532,30.64221577,16.15190817,7.24516357
"I-F-Co",9.07093675,9.07093675,45.89629852,-18.41267092
"I-F-Cu",23.25233121,23.25231218,36.57296259,-6.66031569
"I-F-Fe",40.75891885,40.75891885,36.36855281,2.19518302
"I-F-Mg",-19.0906658,-19.09062773,77.42853311,-48.25958994
"I-F-Mn",-0.07806004,-0.07806004,-3.65032696,1.78613345
"I-F-Ni",10.28789943,10.28787993,48.63838181,-19.17525094
"I-F-Pb",28.59794455,28.59794455,11.34785382,8.62503545
"I-F-Pd",11.46403518,11.46403518,21.11935634,-4.82767085
"I-F-Pt",-59.82411845,-59.82406132,96.84804567,-78.33607254
"I-F-Sr",30.2692626,30.26922351,8.97395997,10.64764154
"I-F-Zn",-153.43425759,-153.43410353,207.08467852,-180.25941991
"NC-Br-Ba",18.06678438,18.06675322,3.43582494,7.31546413
"NC-Br-Be",58.51150817,58.51147414,26.01625339,16.24761888
"NC-Br-Ca",27.02285277,27.02281804,5.25503938,10.88388932
"NC-Br-Cd",27.59545409,27.59543648,12.19268545,7.70137551
"NC-Br-Co",38.33714704,38.33712444,20.11774121,9.10969161
"NC-Br-Cu",-0.04052479,-0.04052479,46.91485581,-23.4776903
"NC-Br-Fe",-41.25939982,-41.25939982,-74.59325735,16.66693715
"NC-Br-Mg",32.05037804,32.05037804,15.06674118,8.49181842
"NC-Br-Mn",31.35459457,31.35457238,7.60437291,11.87511082
"NC-Br-Ni",11.77351765,11.77351765,42.12199751,-15.17423993
"NC-Br-Pb",19.0072517,19.00721766,3.35568588,7.8257744
"NC-Br-Pd",7.72894862,7.72894862,18.23016367,-5.25060752
"NC-Br-Pt",17.09454645,17.09454645,27.99164802,-5.44855078
"NC-Br-Sr",21.54924608,21.54921915,3.72101882,8.91411362
"NC-Br-Zn",-8.67874011,-8.67871846,59.99022848,-34.33447347
"NC-Cl-Ba",20.41878857,20.41875737,4.05534214,8.18171541
"NC-Cl-Be",66.42268642,66.42267046,27.87396106,19.27436267
"NC-Cl-Ca",15.37453941,15.37452565,5.76101178,4.80676381
"NC-Cl-Cd",30.71789728,30.71786306,12.59504248,9.06141884
"NC-Cl-Co",41.21632034,41.21629894,24.06666649,8.57482692
"NC-Cl-Cu",27.68748849,27.68750973,24.02565453,1.8309276
"NC-Cl-Fe",67.31051525,67.31044921,11.61222565,27.84912003
"NC-Cl-Mg",27.61577374,27.61577374,26.19738061,0.70919656
"NC-Cl-Mn",41.21591508,41.21591508,13.02274883,14.09658312
"NC-Cl-Ni",5.27022064,5.27022064,45.97868007,-20.35421948
"NC-Cl-Pb",20.53767287,20.53763967,4.07067898,8.23348864
"NC-Cl-Pd",13.58401697,13.58399492,28.96649746,-7.69125126
"NC-Cl-Pt",9.11879932,9.11879932,41.06638879,-15.97379473
"NC-Cl-Sr",22.84656139,22.84652834,3.25758119,9.79449009
"NC-Cl-Zn",28.19698588,28.19696484,28.72919585,-0.26610498
"NC-CN-Ba",21.11348778,21.11346,3.11039582,9.00153903
"NC-CN-Be",41.66807558,41.66801009,56.80374169,-7.56785761
"NC-CN-Ca",28.48356394,28.48356394,3.86502735,12.3092591
"NC-CN-Cd",31.01300789,31.0129715,14.88290429,8.0650427
"NC-CN-Co",45.86873958,45.86870653,12.12589315,16.87141495
"NC-CN-Cu",30.4506118,30.4505728,29.63755673,0.40651778
"NC-CN-Fe",39.14116597,39.14116597,12.52947795,13.305844
"NC-CN-Mg",-5.15435197,-5.15435197,58.39508522,-31.77472711
"NC-CN-Mn",59.87591331,59.87594925,20.68078873,19.59756228
"NC-CN-Ni",16.28062593,16.28062593,59.78806871,-21.75372138
"NC-CN-Pb",25.26227387,25.26227387,4.5224839,10.36990335
"NC-CN-Pd",45.12075693,45.12073934,21.31217745,11.90428973
"NC-CN-Pt",-21.26224027,-21.26222284,100.55541187,-60.90882607
"NC-CN-Sr",21.79391217,21.79387781,2.44619251,9.67384264
"NC-CN-Zn",38.49042503,38.49036653,27.81553959,5.33744271
"NC-F-Ba",22.20568157,22.20568157,5.32842342,8.4386381
"NC-F-Be",65.8675099,65.8675953,52.09303131,6.88726491
"NC-F-Ca",41.85468608,42.48293794,10.76011848,15.58480367
"NC-F-Cd",36.37774932,36.37780158,19.55717079,8.41030668
"NC-F-Co",48.80826089,48.80824686,24.55144068,12.12840308
"NC-F-Cu",-36.96925013,-36.96925013,98.30613814,-67.63769414
"NC-F-Fe",77.79166124,77.79166124,24.61440777,26.58863622
"NC-F-Mg",59.41313607,59.41295483,16.04952932,21.68175806
"NC-F-Mn",48.56858339,48.56855255,18.79851436,14.8850268
"NC-F-Ni",14.62311431,14.62309389,48.76062582,-17.06875575
"NC-F-Pb",29.16241143,29.16241143,12.36597411,8.39821865
"NC-F-Pd",-70.55407383,-70.55399072,101.5871706,-86.07059105
"NC-F-Pt",20.85894845,20.8589321,33.26934913,-6.20520851
"NC-F-Sr",33.14924378,33.14918917,9.69243753,11.72838491
"NC-F-Zn",49.30103271,49.30097663,25.31474623,11.99313389
"NC-I-Ba",15.73441286,15.73439784,2.60312618,6.56563582
"NC-I-Be",48.4434599,48.4433918,19.06079064,14.69132611
"NC-I-Ca",21.80178848,21.80178848,4.27161487,8.76507586
"NC-I-Cd",19.20557526,19.20557526,17.51197682,0.84679921
"NC-I-Co",37.24201483,37.24201483,18.68182872,9.28009305
"NC-I-Cu",4.47221931,4.47221931,36.69399098,-16.11087583
"NC-I-Fe",55.73219463,55.73209526,11.80357078,21.96428211
"NC-I-Mg",29.14995213,29.14991748,17.89743161,5.62625159
"NC-I-Mn",10.52283252,10.52285593,-13.18597749,11.85441671
"NC-I-Ni",5.63191355,5.63191355,36.58739321,-15.47775093
"NC-I-Pb",19.47713226,19.47710613,4.45668987,7.51020812
"NC-I-Pd",-9.42249702,-9.42249702,43.60690978,-26.5147034
"NC-I-Pt",5.66872476,5.66872476,27.39084557,-10.86104927
"NC-I-Sr",19.81856528,19.81854869,3.03472164,8.39191352
"NC-I-Zn",13.35231879,13.35231879,32.71848535,-9.68309479
"NCO-Br-Ba",17.86695471,17.86695471,5.75092453,6.05802613
"NCO-Br-Be",73.15919495,73.15916576,23.40194598,24.87861718
"NCO-Br-Ca",29.24526073,29.24522147,9.40286606,9.92119733
"NCO-Br-Cd",32.76476097,32.7647293,14.79483225,8.98496436
"NCO-Br-Co",25.22150344,25.22150344,45.60315599,-10.19083763
"NCO-Br-Cu",22.84576747,22.84576747,19.73310506,1.5563202
"NCO-Br-Fe",-141.89573882,-141.89569439,-157.98045429,8.04236884
"NCO-Br-Mg",28.67438793,28.67438793,24.81290259,1.93073155
"NCO-Br-Mn",44.26027182,44.26029453,15.54848437,14.35589372
"NCO-Br-Ni",-82.55212887,-82.55204676,157.8747862,-120.21344727
"NCO-Br-Pb",22.12316589,22.12313486,6.85843451,7.63235017
"NCO-Br-Pd",3.73522707,3.73522707,20.10665976,-8.18570597
"NCO-Br-Pt",-41.94620009,-41.94621882,-9.09377492,-16.42622194
"NCO-Br-Sr",24.05965757,24.0596407,5.73247605,9.16359076
"NCO-Br-Zn",-173.71513492,-173.71526997,239.15112371,-206.43316308
"NCO-Cl-Ba",18.15112333,18.15112333,5.29585168,6.42763582
"NCO-Cl-Be",73.34751111,73.34751111,30.80529821,21.27110645
"NCO-Cl-Ca",30.46583968,30.46581811,6.39512778,12.03535595
"NCO-Cl-Cd",31.52182868,31.52182868,12.89960271,9.31111298
"NCO-Cl-Co",47.78524,47.7852,31.52312,8.13104
"NCO-Cl-Cu",30.80165957,30.80165957,25.0597044,2.87097758
"NCO-Cl-Fe",-202.6192743,-202.61911699,-239.83078022,18.60578442
"NCO-Cl-Mg",48.64202831,48.92663616,14.65240487,17.03593661
"NCO-Cl-Mn",44.09390606,44.09390606,21.66241283,11.21573577
"NCO-Cl-Ni",-113.23641334,-113.23627337,177.40693493,-145.32164414
"NCO-Cl-Pb",24.30247344,24.30242577,8.10573443,8.09836155
"NCO-Cl-Pd",12.46811611,12.46811611,25.87505736,-6.70347062
"NCO-Cl-Pt",-43.10753015,-43.10754816,2.36434298,-22.73594557
"NCO-Cl-Sr",24.74964323,24.74964323,5.80024008,9.4746908
"NCO-Cl-Zn",32.25554756,41.9530095,28.73301726,4.18951273
"NCO-CN-Ba",19.84181812,19.84181812,5.25992894,7.29094458
"NCO-CN-Be",44.26168436,44.26170527,65.29928027,-10.51879795
"NCO-CN-Ca",32.20109677,32.2010773,6.74838777,12.72634476
"NCO-CN-Cd",37.20449928,37.20449928,15.9128459,10.64581734
