"Compound","C11","C22","C12","C66"
"NH-Br-Ce",61.2185851,61.21856808,25.06169797,18.07842654
"NH-Br-Co",96.47637405,96.47642578,20.43197053,38.02221038
"NH-Br-Cr",49.79345848,49.79347506,-10.78429924,30.28887886
"NH-Br-Fe",54.65247028,54.65232919,19.93966896,17.35636538
"NH-Br-Ga",92.91638341,92.91617085,37.4521155,27.73208081
"NH-Br-Gd",71.92023541,71.92023541,25.38472389,23.26775576
"NH-Br-In",71.26013555,71.26011783,26.22081322,22.5196523
"NH-Br-Ir",69.25537474,69.25522083,17.25525169,26.00003267
"NH-Br-La",56.49777091,56.49777091,21.71566857,17.39105117
"NH-Br-Lu",81.71760509,81.71709256,26.50205078,27.6076446
"NH-Br-Nd",62.56445024,62.56446726,22.50686606,20.0288006
"NH-Br-Rh",90.23664506,90.23637624,23.39020326,33.42315369
"NH-Br-Ru",-6.85600818,-6.85597115,72.372121,-39.61405533
"NH-Br-Sc",87.27152409,87.27150643,26.99343966,30.13903338
"NH-Br-Sm",66.58301143,66.58256107,23.47366999,21.55454946
"NH-Br-Y",73.39726658,73.39670377,24.83156592,24.28270962
"NH-Cl-Al",116.40673231,116.40643806,41.81029674,37.29815341
"NH-Cl-Bi",49.60143546,49.60110835,21.1193105,14.24097161
"NH-Cl-Ce",52.66548318,52.66516685,16.66740888,17.99894928
"NH-Cl-Co",112.89659971,112.89667422,26.7825922,43.05702238
"NH-Cl-Cr",68.07136993,68.07140558,-1.52907713,34.80023244
"NH-Cl-Fe",60.72789641,60.72780559,31.45549129,14.63618439
"NH-Cl-Ga",79.81845484,79.81832477,58.50825788,10.65506131
"NH-Cl-Gd",71.09605342,71.09605342,23.93639404,23.57982969
"NH-Cl-In",74.18561796,74.18561796,32.04751445,21.06905175
"NH-Cl-Ir",69.47999096,69.47987374,14.8965673,27.29169229
"NH-Cl-La",57.91219135,57.91220813,21.60846828,18.15186992
"NH-Cl-Lu",80.81329378,80.8129118,25.34198037,27.73555666
"NH-Cl-Nd",62.18299345,62.18299345,21.03026524,20.5763641
"NH-Cl-Rh",89.3328415,89.33266456,23.34683593,32.99295363
"NH-Cl-Ru",66.43540433,66.4351775,65.17146909,0.6319109
"NH-Cl-Sc",87.41264907,87.41235507,27.00006839,30.20622602
"NH-Cl-Sm",66.48494021,66.48451714,22.43808273,22.02333178
"NH-Cl-Y",74.21264238,74.2122078,25.26104805,24.47569757
"NH-CN-Al",96.45019095,96.44996978,86.58928856,4.93039087
"NH-CN-Bi",59.67702938,59.67671583,25.50273585,17.08707298
"NH-CN-Ce",61.29091428,61.29091428,20.32391023,20.48351032
"NH-CN-Co",135.38639083,135.38649404,34.8897667,50.24834302
"NH-CN-Cr",133.79828954,133.79837073,48.54857689,42.62487662
"NH-CN-Fe",107.12502488,107.12496337,50.24461314,28.44018536
"NH-CN-Ga",96.86623033,96.86605526,45.07840241,25.89386532
"NH-CN-Gd",71.36768308,71.36768308,21.51339052,24.92715502
"NH-CN-In",61.89004695,61.89004695,50.12389716,5.88307489
"NH-CN-Ir",115.55737106,115.55717994,41.72142663,36.91794036
"NH-CN-La",59.1174266,59.1174266,20.91802894,19.09969045
"NH-CN-Lu",81.75248502,81.75209856,24.08022577,28.8360284
"NH-CN-Nd",61.86587742,61.86589436,18.09737377,21.88425182
"NH-CN-Rh",115.99217461,115.99198734,33.41802512,41.28702272
"NH-CN-Ru",93.4626444,93.46244173,68.78929845,12.3366223
"NH-CN-Sc",94.74409438,94.74387752,29.12225065,32.81086272
"NH-CN-Sm",67.47850844,67.47807917,20.69715431,23.39056974
"NH-CN-Y",73.48408012,73.48364407,21.76390578,25.85997815
"NH-F-Al",-25.19457363,-25.19455367,183.79089407,-104.49272387
"NH-F-Bi",60.2097931,60.20958818,22.00391215,19.1028939
"NH-F-Ce",76.25685052,76.25686908,27.50700962,24.37492044
"NH-F-Co",108.37013696,108.37015722,18.83047305,44.76982181
"NH-F-Cr",83.82279317,83.82283389,17.5992305,33.11178133
"NH-F-Fe",66.5646389,66.56457797,52.74722346,6.90869756
"NH-F-Ga",50.95146857,50.95138881,92.90437703,-20.97647416
"NH-F-Gd",83.56997161,83.5699903,25.43788096,29.06604532
"NH-F-In",71.41543383,71.41531736,43.58571738,13.9148291
"NH-F-Ir",92.32668188,92.32662121,24.18526311,34.07069927
"NH-F-La",71.88304122,71.88282171,25.02936179,23.42677568
"NH-F-Lu",92.15982863,92.15957504,26.52608108,32.8168055
"NH-F-Nd",76.71875005,76.71841362,23.85782988,26.43038532
"NH-F-Rh",92.808349,92.80820863,22.94406569,34.93211157
"NH-F-Ru",55.75418794,55.75408662,75.1284548,-9.68715369
"NH-F-Sc",94.06596516,94.06580717,28.29137197,32.88725709
"NH-F-Sm",79.1679176,79.16765487,23.79485148,27.68647676
"NH-F-Y",83.94703636,83.94674846,25.51616684,29.21536758
"NH-I-Al",108.64944212,108.64947362,28.3108923,40.16929065
"NH-I-Bi",50.46087704,50.46089381,21.53969251,14.46060065
"NH-I-Ce",54.34361354,54.34361354,17.36927239,18.48717057
"NH-I-Co",0.16388867,0.16388867,46.8221903,-23.32915905
"NH-I-Cr",-50.55091814,-50.55097914,118.24975605,-84.40035234
"NH-I-Fe",37.24232802,37.24221285,104.39330792,-33.57551462
"NH-I-Ga",80.38468698,80.38437942,31.42796812,24.47828658
"NH-I-Gd",71.94595056,71.91907918,24.18076282,23.93870715
"NH-I-In",72.24158043,72.24158043,25.66048342,23.2905485
"NH-I-Ir",79.18437783,79.18414101,20.84665513,29.16879758
"NH-I-La",57.85224823,57.85223175,22.90734353,17.47245235
"NH-I-Lu",84.86602674,84.86600979,26.38417587,29.24092543
"NH-I-Nd",63.22439788,63.22439788,22.52676,20.34882719
"NH-I-Rh",49.14457223,49.14436433,22.24681098,13.44883731
"NH-I-Ru",61.53526752,61.53481936,45.3577539,8.08865339
"NH-I-Sc",89.98386733,89.98336709,27.2954881,31.34406455
"NH-I-Sm",67.32024542,67.3202621,23.17924975,22.07049783
"NH-I-Y",74.58949294,74.58950979,24.43723063,25.07613958
"NH-NC-Al",0.75564966,0.75564966,167.72216112,-83.48325573
"NH-NC-Bi",57.12807813,57.12807813,23.03568432,17.0461969
"NH-NC-Ce",50.4494864,50.44926168,17.31820985,16.56558209
"NH-NC-Co",132.38719032,132.3872107,29.22351786,51.58182603
"NH-NC-Cr",122.65622538,122.65618499,27.71213779,47.47203369
"NH-NC-Fe",100.3480471,100.34792537,49.88439701,25.23179461
"NH-NC-Ga",107.75841508,107.75831635,40.23979127,33.75928228
"NH-NC-Gd",73.38425879,73.38424058,27.15576551,23.11423753
"NH-NC-In",42.02182933,42.02182933,71.10534983,-14.54176024
"NH-NC-Ir",101.19479414,101.19464854,36.18844262,32.50314455
"NH-NC-La",62.99977358,62.99950621,26.67394477,18.1628431
"NH-NC-Lu",83.79343594,83.79345477,28.69161856,27.55090868
"NH-NC-Nd",66.89637194,66.89586207,20.2714888,23.3123097
"NH-NCO-Al",69.54074347,69.54062737,107.81830941,-19.13881199
"NH-NCO-Bi",59.16347741,59.16330715,26.14134434,16.51102869
"NH-NCO-Ce",55.8088492,55.80871676,19.49851792,18.15513725
"NH-NCO-Co",128.11889412,128.11891338,29.33426491,49.3923146
"NH-NCO-Cr",114.87230353,114.8722652,22.45232188,46.20998124
"NH-NCO-Fe",103.32916489,103.32901124,59.61367709,21.85770548
"NH-NCO-Ga",-66.12135155,-66.12131282,220.21526656,-143.16828969
"NH-NCO-Gd",80.82289185,80.8229107,29.98413795,25.41937694
"NH-NCO-In",70.175221,70.17508763,46.27646059,11.94934209
"NH-NCO-Ir",92.02845378,92.02833496,24.23942493,33.89449462
"NH-NCO-La",64.06943251,64.06928222,27.73062465,18.16936635
"NH-NCO-Lu",86.64697976,86.64677363,29.30000279,28.67344163
"NH-NCO-Nd",71.90786206,71.9075605,27.21534274,22.34618426
"NH-NCO-Rh",98.33890153,98.33876669,31.24150832,33.54865807
"NH-NCO-Ru",63.61896014,63.61882609,76.63057566,-6.50583648
"NH-NCO-Sc",94.21876683,94.21859442,32.05046517,31.08410293
"NH-NCO-Sm",75.69312569,75.69289866,27.51802749,24.08748288
"NH-NCO-Y",81.27337556,81.27314775,28.22878542,26.52223812
"NH-NC-Rh",107.24506207,107.24487776,29.99087418,38.62704275
"NH-NC-Ru",75.2102983,75.21011724,75.38990839,-0.08984528
"NH-NCS-Al",-88.7438255,-88.74357363,262.34884026,-175.54626091
"NH-NCS-Bi",63.97818482,63.97783151,26.83699418,18.57051164
"NH-NC-Sc",90.57343225,90.57322043,29.78901118,30.39216239
"NH-NCS-Ce",60.30873749,60.30847376,20.70624853,19.80118796
"NH-NCS-Co",124.97693321,124.97697086,37.30632136,43.83530592
"NH-NCS-Cr",61.32452748,61.32452748,79.85431595,-9.26488462
"NH-NCS-Fe",111.20211161,111.20197179,46.55033243,32.32585962
"NH-NCS-Ga",22.43118177,22.43112467,151.19964159,-64.38423942
"NH-NCS-Gd",84.54304821,84.54302966,30.86156745,26.8407311
"NH-NCS-In",73.31068298,73.3104565,51.49215225,10.90920874
"NH-NCS-Ir",114.24072958,114.24060959,39.14976734,37.54545112
"NH-NCS-La",67.85538772,67.85510807,28.35428191,19.75048765
"NH-NCS-Lu",143504.14239376,143503.45446126,165319.95853731,-10908.08004577
"NH-NC-Sm",66.35746621,66.35744845,24.01153873,21.17295486
"NH-NCS-Nd",77.426985,77.42654858,28.65367437,24.38654146
"NH-NCS-Rh",123.49059624,123.4904566,36.57752091,43.45649777
"NH-NCS-Ru",44.68910673,44.68893505,84.33743479,-19.82421171
"NH-NCS-Sc",108.02640655,108.0261203,36.7676696,35.62930168
"NH-NCS-Sm",80.27045952,80.27042202,27.67061526,26.29991275
"NH-NCS-Y",84.86805787,84.86760609,31.52627127,26.67078035
"NH-NC-Y",69.84109424,69.84076149,30.73539432,19.55276677
"NH-NO-Al",123.74049709,123.74026879,46.2990815,38.72064552
"NH-NO-Bi",37.48623167,37.48611646,37.61002636,-0.06192615
"NH-NO-Ce",50.82449294,50.82430537,3.02197518,23.90122136
"NH-NO-Co",106.9699294,106.96999092,54.03184422,26.46906309
"NH-NO-Cr",124.43209445,124.43211499,62.50150104,30.9652967
"NH-NO-Fe",104.55741092,104.55734967,58.75484028,22.90127511
"NH-NO-Ga",108.23972274,108.2395777,38.04874428,35.09543743
"NH-NO-Gd",63.50997755,63.50997755,28.75413308,17.37791286
"NH-NO-In",73.60529173,73.60511123,31.54470958,21.03024093
"NH-NO-Ir",88.14902926,88.14890553,71.70021253,8.22437743
"NH-NO-La",51.292721,51.29248837,24.2682518,13.51217196
"NH-NO-Lu",69.70268418,69.70258965,27.73072169,20.98596233
"NH-NO-Nd",57.62289159,57.62289159,27.05511009,15.28390016
"NH-NO-Rh",85.31500035,85.31487837,50.27277953,17.52106975
"NH-NO-Ru",49.22272582,49.22262566,62.46428184,-6.62079804
"NH-NO-Sc",80.5732384,80.57305315,33.78845668,23.3923394
"NH-NO-Sm",60.85257969,60.85236164,30.90166609,14.97540724
"NH-NO-Y",67.06046441,67.06018527,31.57258641,17.74386921
"NH-OCN-Al",63.16951451,63.16941913,100.49136793,-18.66094578
"NH-OCN-Bi",51.50835744,51.50815764,24.78770637,13.36028012
"NH-OCN-Ce",59.15886897,59.15870042,17.81269089,20.67306094
"NH-OCN-Co",124.48350753,124.48348851,33.02104647,45.73123052
"NH-OCN-Cr",91.69121993,91.69125789,19.29106742,36.20008574
"NH-OCN-Fe",74.01607231,74.01601526,67.77617711,3.11992858
"NH-OCN-Ga",68.69824862,68.69817228,72.6758168,-1.98880317
"NH-OCN-Gd",78.1976184,78.19758198,25.78835292,26.20463274
"NH-OCN-In",75.31415223,75.31400003,38.1803035,18.56688631
"NH-OCN-Ir",105.16710319,105.16694964,32.6371558,36.2649353
"NH-OCN-La",63.62672392,63.62654374,25.45758692,19.08452345
"NH-OCN-Lu",88.84192491,88.84169813,28.00646082,30.41766589
"NH-OCN-Nd",68.05986762,68.05957715,24.14225603,21.95873317
"NH-OCN-Rh",94.77335681,94.77326126,27.18148396,33.79590775
"NH-OCN-Ru",38.77982505,38.77974884,78.14394,-19.682067
"NH-OCN-Sc",91.8754563,91.87530396,29.24178945,31.31678581
"NH-OCN-Sm",72.4877657,72.48752749,23.60990608,24.43887484
"NH-OCN-Y",77.70070486,77.70044501,25.66714285,26.01671604
"NH-SCN-Al",92.67382303,92.67332811,99.12062643,-3.22352084
"NH-SCN-Bi",43.37523634,43.37523634,22.65167779,10.36178845
"NH-SCN-Ce",51.72878021,51.72878021,25.79774902,12.96551559
"NH-SCN-Co",102.60519932,102.60534154,33.8285561,34.38834531
"NH-SCN-Cr",-37.56706411,-37.56711201,69.08280959,-53.32494483
"NH-SCN-Fe",54.55418511,54.5538646,51.39265094,1.58069497
"NH-SCN-Ga",78.801506,78.80118082,45.18815049,16.80660074
"NH-SCN-Gd",55.83747338,55.83749013,35.91206085,9.96270626
"NH-SCN-In",61.52168594,61.52170341,40.65107821,10.43530386
"NH-SCN-Ir",119.09329724,119.09282139,43.62893942,37.73205554
"NH-SCN-La",53.86007169,53.86007169,27.6873193,13.08638478
"NH-SCN-Lu",48.92449225,0.69621953,39.78285346,-3.16830107
"NH-SCN-Nd",60.21646444,60.21646444,28.87612887,15.67016778
"NH-SCN-Rh",79.84355177,79.8431477,45.09816062,17.37259859
"NH-SCN-Ru",53.09189348,53.09189348,56.98297561,-1.94554106
"NH-SCN-Sc",70.76466727,70.7641914,47.16867223,11.79788295
"NH-SCN-Sm",61.9178092,61.91777384,31.69410699,15.11183342
"NH-SCN-Y",63.30700362,63.30702061,30.2928644,16.5070781
"NH-SH-Al",-109.38064655,-109.38013394,250.2796669,-179.83002857
"NH-SH-Bi",42.28753097,42.28753097,22.31193634,9.98780572
"NH-SH-Ce",52.1449709,52.14495362,18.29393693,16.92550834
"NH-SH-Co",107.45767142,107.45771923,42.11709798,32.67030265
"NH-SH-Cr",47.32499139,47.32500841,1.71268409,22.80615365
"NH-SH-Fe",64.9216645,64.92144587,55.71750032,4.60201962
"NH-SH-Ga",68.10358836,68.10332891,52.65065452,7.72640638
"NH-SH-Gd",48.89330654,48.89328955,44.74212033,2.0755931
"NH-SH-In",67.12611104,67.12612847,32.02647385,17.54981859
"NH-SH-Ir",111.86319393,111.86288615,37.08530753,37.38886625
"NH-SH-La",38.72766267,38.72766267,38.51414186,0.10675219
"NH-SH-Lu",57.71091324,57.71091324,45.00662023,6.3521379
"NH-SH-Nd",44.69181643,44.69179925,41.50269782,1.5945593
"NH-SH-Rh",86.86088806,86.86053428,29.75868791,28.55101967
"NH-SH-Ru",40.45734776,40.45700998,62.71106766,-11.12695541
"NH-SH-Sc",70.4832517,70.48286812,39.67340799,15.40482595
"NH-SH-Sm",63.43834798,63.43777043,28.71367843,17.36218601
"NH-SH-Y",49.57719268,49.57719268,47.50747385,1.03485941
"O-Br-Al",125.21087493,125.21053514,38.68080821,43.26493991
"O-Br-Bi",52.77006056,52.76982475,24.86245601,13.95374725
"O-Br-Ce",68.51261515,68.51236426,26.49490083,21.00878659
"O-Br-Co",-7.48345253,-7.48343516,97.6211449,-52.55229871
"O-Br-Cr",87.61217868,87.61205937,40.12021156,23.74595799
"O-Br-Fe",46.79270461,46.7927413,-3.30444407,25.04858351
"O-Br-Ga",94.57058235,94.57061698,41.72779388,26.42140289
"O-Br-Gd",82.9540196,82.9540019,30.94096076,26.00652056
"O-Br-In",78.22780401,78.22743656,30.86915211,23.67924243
"O-Br-Ir",69.67391724,69.67393649,20.09305379,24.79044135
"O-Br-La",69.35397521,69.35397521,30.2525884,19.55068557
"O-Br-Lu",-41.92511497,-41.92494746,-81.82757956,19.95128254
"O-Br-Nd",74.95244235,74.95205991,29.41486794,22.76868362
"O-Br-Rh",73.35688087,73.35670108,16.82012275,28.26833411
"O-Br-Ru",89.76872658,89.76854273,28.860227,30.45419463
"O-Br-Sc",100.1563233,100.15620459,33.62615208,33.26506017
"O-Br-Sm",78.81516913,78.8147928,30.0496927,24.38263965
"O-Br-Y",85.43648877,85.43635718,31.32625637,27.0550833
"O-Cl-Al",127.93185309,127.93154449,44.58783333,41.67192818
"O-Cl-Bi",52.9877396,52.98759493,23.65331082,14.66718223
"O-Cl-Ce",68.51011178,68.50992026,26.00292761,21.2535442
"O-Cl-Co",93.52426209,93.5241875,21.07342885,36.22540729
"O-Cl-Cr",83.25545397,83.25532838,36.65388571,23.30074824
"O-Cl-Fe",118.18329547,118.18341101,33.48593977,42.34871636
"O-Cl-Ga",97.03280803,97.03277137,48.53243052,24.25018875
"O-Cl-Gd",82.50645363,82.50647167,29.62927342,26.4385901
"O-Cl-In",77.41838934,77.41809658,32.61674705,22.40075225
"O-Cl-Ir",11.27906531,11.27906531,-26.2130858,18.74608459
"O-Cl-La",69.97844795,69.97832204,29.63659625,20.17089437
"O-Cl-Lu",93.52869113,93.52839825,31.69013823,30.91919892
"O-Cl-Nd",74.86522656,74.86487158,28.55216805,23.15643244
"O-Cl-Rh",70.49853738,70.4983506,14.7970648,27.85068025
"O-Cl-Ru",70.2330965,70.23294657,20.38339018,24.9248063
"O-Cl-Sc",98.34894134,98.34880116,33.16007795,32.59438788
"O-Cl-Sm",78.29392543,78.2936342,29.13554804,24.57910678
"O-Cl-Y",83.6054851,83.60536782,29.77109689,26.91716059
"O-CN-Al",-264.2016434,-264.20109346,434.241515,-349.22144646
"O-CN-Bi",60.18637067,60.18619012,23.43598241,18.37515309
"O-CN-Ce",66.96329419,66.96308961,23.89572244,21.53373079
"O-CN-Co",117.84110722,117.84110722,27.66254563,45.08929118
"O-CN-Cr",89.10610362,89.10606235,19.42014382,34.84296958
"O-CN-Fe",116.09018737,116.09027113,41.71595712,37.18712559
"O-CN-Ga",72.94525147,72.94523202,76.93816556,-1.99645704
"O-CN-Gd",81.45100509,81.45100509,27.02251537,27.21424485
"O-CN-In",65.73271221,65.73249145,51.83915436,6.94672373
"O-CN-Ir",102.49032109,102.49034218,41.75152349,30.36940934
"O-CN-La",72.39562313,72.39552749,29.38692554,21.50431691
"O-CN-Lu",94.83354876,94.83319631,31.44254165,31.69542425
"O-CN-Nd",75.21192823,75.21160332,26.10301894,24.55438153
"O-CN-Rh",113.41052749,113.41040428,33.40675541,40.00185523
"O-CN-Ru",72.23038962,72.23028691,29.16502901,21.53264949
"O-CN-Sc",101.71470094,101.71460912,35.10965163,33.30250629
"O-CN-Sm",82.35851473,82.35849606,30.36315053,25.99767276
"O-CN-Y",82.93157961,82.93151218,27.21172464,27.85991062
"O-F-Al",92.08584204,92.08576155,86.0057654,3.04001819
"O-F-Bi",60.11029393,60.11019379,22.51627393,18.79697662
"O-F-Ce",82.32165577,82.32168873,28.79437219,26.76365827
"O-F-Co",104.6804913,104.6805123,19.82919015,42.42566107
"O-F-Cr",38.81315985,38.81311968,9.9745028,14.41930844
"O-F-Fe",125.16661254,125.16661254,38.0732461,43.54667269
"O-F-Ga",89.06535292,89.06539283,66.06146307,11.50196488
"O-F-Gd",91.25423433,91.25376003,29.10393075,31.07503795
"O-F-In",82.50881678,82.50867032,38.13536785,22.186697
"O-F-Ir",70.92389767,70.92389767,16.88603589,27.01893088
"O-F-La",80.25962519,80.25957564,29.83258534,25.2135034
"O-F-Lu",0,-100.95666235,-100.95675384,-14.67835377
"O-F-Nd",84.5525022,84.55229897,28.15525164,28.19857447
"O-F-Rh",79.23240486,79.23228533,19.25508125,29.98863192
"O-F-Ru",97.7128485,97.71269148,35.93648175,30.88815393
"O-F-Sc",101.37829198,101.37821631,31.77742882,34.80042211
"O-F-Sm",86.61655657,86.61632688,28.07154236,29.27245925
"O-F-Y",91.41301444,91.41296135,29.66295808,30.87501048
"O-I-Al",107.06700476,107.06663345,39.40291569,33.8319517
"O-I-Bi",54.9876704,54.98738375,28.27400245,13.35675853
"O-I-Ce",71.30447977,71.30415961,27.0241775,22.1400749
"O-I-Co",13.83884536,13.83884536,22.62621944,-4.39368704
"O-I-Cr",101.51229309,101.5120764,67.67106174,16.92055733
"O-I-Fe",60.44761516,60.4477173,35.56420028,12.44172446
"O-I-Ga",55.35093187,55.35096419,33.89639532,10.72727635
"O-I-Gd",85.29244216,85.29244216,30.75606757,27.26817879
"O-I-In",68.51151991,68.51117453,31.06350492,18.72392114
"O-I-Ir",47.36652948,47.36655883,26.31005485,10.52824465
"O-I-La",70.26462127,70.2646364,30.61164206,19.82650474
"O-I-Lu",96.69657981,96.6961663,31.83558894,32.43039206
"O-I-Nd",76.89286111,76.89241432,29.81322882,23.53970059
"O-I-Rh",49.03963956,49.03950965,7.58199335,20.72879062
"O-I-Ru",6.26766582,6.26764807,6.41162175,-0.07198683
"O-I-Sc",101.13760818,101.13738663,33.82274789,33.65737475
"O-I-Sm",80.42811826,80.42765157,30.0023061,25.21278508
"O-I-Y",86.98150784,86.98131902,30.48635178,28.24753082
"O-NC-Al",110.08641106,110.08623438,76.07049425,17.00791914
"O-NC-Bi",58.70611669,58.70591775,22.65637388,18.02482167
"O-NC-Ce",70.02062641,70.02045162,23.57345527,23.22354584
"O-NC-Co",115.69288994,115.69276643,20.8879413,47.40243315
"O-NC-Cr",67.08721187,67.08713016,2.53939953,32.27389595
"O-NC-Fe",120.59836146,120.59840299,34.67530078,42.96154072
"O-NC-Ga",62.55762267,62.55762267,93.39323835,-15.41780784
"O-NC-Gd",82.46026926,82.46026926,30.94075597,25.75975664
"O-NC-In",69.39709319,69.39684785,42.1065384,13.64521606
"O-NC-Ir",83.62840709,83.62838672,30.19861175,26.71488748
"O-NC-La",74.52643893,74.52635886,31.79459274,21.36589907
"O-NC-Lu",96.29395118,96.29364714,33.6316278,31.33109015
"O-NC-Nd",78.74341447,78.74315093,30.61661724,24.06332449
"O-NCO-Al",120.20886304,120.20882479,75.96099212,22.12391633
"O-NCO-Bi",64.52978637,64.52964564,29.22378543,17.65296528
"O-NCO-Ce",70.29767602,70.29753984,28.19669322,21.05045735
"O-NCO-Co",106.92177962,106.92177962,26.01536212,40.45319907
"O-NCO-Cr",67.38088701,67.3808489,11.05226198,28.16429345
"O-NCO-Fe",128.21602252,128.21610107,36.08441041,46.06582568
"O-NCO-Ga",83.45398797,83.45398797,79.69443477,1.87978616
"O-NCO-Gd",89.882811,89.88237713,33.51903053,28.18178648
"O-NCO-In",92.41141537,92.41124714,42.98591975,24.71270107
"O-NCO-Ir",50.80776646,50.80776646,-6.11720031,28.46248338
"O-NCO-La",75.8131532,75.81303909,33.25521404,21.27893697
"O-NCO-Lu",97.67238785,97.67224644,34.89964634,31.3863354
"O-NCO-Nd",82.58876352,82.58845743,33.53320626,24.5276936
"O-NCO-Rh",82.48302435,82.48296762,19.31183806,31.58558369
"O-NCO-Ru",95.77506242,95.77498656,30.3996919,32.68767577
"O-NCO-Sc",110.60232063,110.60226442,40.05483111,35.27372602
"O-NCO-Sm",83.87600558,83.87583492,33.85838205,25.00877383
"O-NCO-Y",92.225439,92.2253684,33.94760393,29.13889988
"O-NC-Rh",101.65195279,101.6518317,28.39916204,36.62637519
"O-NC-Ru",93.53016216,93.53004112,36.4968644,28.51661862
"O-NCS-Al",47.78627223,47.7861492,139.73524709,-45.97452258
"O-NCS-Bi",67.33182967,67.33182967,26.94706797,20.19238085
"O-NC-Sc",99.09506025,99.09496933,34.8058056,32.14460005
"O-NCS-Ce",73.51510015,73.51482174,25.4114986,24.05171889
"O-NCS-Co",127.00931372,127.00923858,29.29433622,48.85746996
"O-NCS-Cr",39.46075737,39.46071739,-3.13221699,21.29647718
"O-NCS-Fe",85.19264286,85.19266264,5.11475165,40.03896538
"O-NCS-Ga",78.44438007,78.44436185,93.59072088,-7.57317951
"O-NCS-Gd",91.68402952,91.68402952,32.07811045,29.80296867
"O-NCS-In",94.20831726,94.20801425,44.33651098,24.93582293
"O-NCS-Ir",80.22815155,80.22817103,19.23806381,30.49504387
"O-NCS-La",76.76656627,76.76645216,34.95655054,20.90499156
"O-NCS-Lu",109.10428927,109.10386521,37.07573134,36.01418178
"O-NC-Sm",78.95283248,78.9525574,29.79894268,24.57688071
"O-NCS-Nd",78.13721761,78.1368874,34.14887017,21.99408291
"O-NCS-Rh",107.76859233,107.76843992,28.90370461,39.43240575
"O-NCS-Ru",112.37682324,112.3765556,35.47254995,38.45206973
"O-NCS-Sc",119.91484773,119.91473887,43.36182928,38.27648201
"O-NCS-Sm",81.875835,81.875835,34.46641975,23.70471688
"O-NCS-Y",97.44671568,97.44661113,35.09625084,31.17520628
"O-NC-Y",85.05942801,85.05932507,33.56612547,25.74662553
"O-NO-Al",134.71237863,134.71212937,51.14392538,41.78415392
"O-NO-Bi",8.86039739,8.86036423,12.58875847,-1.86418882
"O-NO-Ce",47.99089032,47.99080721,-2.39633643,25.19358844
"O-NO-Co",105.19375974,105.19369826,45.58162909,29.80605507
"O-NO-Cr",79.59369804,79.59365566,42.57567563,18.5090112
"O-NO-Fe",96.05835997,96.05840284,48.10675071,23.97581534
"O-NO-Ga",108.64437276,108.64441386,36.74971505,35.9473494
"O-NO-Gd",71.47129349,71.47129349,36.48143119,17.49494101
"O-NO-In",68.76394302,68.76372045,28.26695796,20.24843688
"O-NO-Ir",72.74722836,72.74726943,62.72262845,5.01231022
"O-NO-La",56.06918557,56.06918557,29.57252447,13.24833054
"O-NO-Lu",73.37048525,73.37080291,29.3452963,22.01266506
"O-NO-Nd",62.85370253,62.85344559,31.51753506,15.66801521
"O-NO-Rh",68.10401353,68.10391289,56.88380674,5.6100732
"O-NO-Ru",60.12093812,60.12089566,56.45366292,1.83361637
