Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,Compound_id,Thermo_Dyn_stability_level
O-Se-Te,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,31.3333333333333,15.5555555555556,8,87,90,3,88.6666666666667,1.11111111111111,87,15.9994,127.6,111.6006,74.1864666666667,38.7913777777778,15.9994,54.8,722.66,667.86,423.82,246.013333333333,54.8,16,16,0,16,0,16,2,5,3,3.66666666666667,1.11111111111111,2,66,138,72,108,28,66,2.1,3.44,1.34,2.69666666666667,0.495555555555556,2.1,2,2,0,2,0,2,4,4,0,4,0,4,0,10,10,6.66666666666667,4.44444444444444,0,0,0,0,0,0,0,6,16,10,12.6666666666667,4.44444444444444,6,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,9.105,34.7633333333,25.6583333333,23.2627777777667,9.43851851851111,9.105,0,0.799,0.799,0.421,0.280666666666667,0,0,0,0,0,0,0,12,152,140,59.3333333333333,61.7777777777778,12,2,4,6.66666666666667,0,0.361670071504925,0.065631737277596,0.895,0.895,0,0.895,0,-336000,4,2971_OSeTe,Mh
O-Se-Ti,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,34,26,21.3333333333333,8.88888888888889,8,43,89,46,73,20,43,15.9994,78.96,62.9606,47.6088,21.0729333333333,15.9994,54.8,1941,1886.2,829.933333333333,740.711111111111,54.8,4,16,12,12,5.33333333333333,4,2,4,2,3.33333333333333,0.888888888888889,2,66,160,94,115.333333333333,32.8888888888889,66,1.54,3.44,1.9,2.51,0.646666666666667,1.54,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,4,4,0,0,0,0,0,0,0,4,16,12,8.66666666666667,4.88888888888889,4,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,8,8,2.66666666666667,3.55555555555556,0,0,0,0,0,0,0,2,8,6,4,2.66666666666667,2,9.105,25.92,16.815,17.2383333333333,5.78777777777778,9.105,0,0.799,0.799,0.266333333333333,0.355111111111111,0,0,2.25333333333E-05,2.25333333333E-05,7.5111111111E-06,1.00148148148E-05,0,12,194,182,73.3333333333333,80.4444444444444,12,2,2.66666666666667,4,0,0.594445494936679,0.111022113944225,1.455,1.455,0,1.455,0,-336000,4,2972_TiOSe,Hh
O-Se-W,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,74,66,38.6666666666667,23.5555555555556,8,51,89,38,75.6666666666667,16.4444444444444,51,15.9994,183.84,167.8406,92.9331333333333,60.6045777777778,15.9994,54.8,3695,3640.2,1414.6,1520.26666666667,54.8,6,16,10,12.6666666666667,4.44444444444444,6,2,6,4,4,1.33333333333333,2,66,162,96,116,33.3333333333333,66,2.36,3.44,1.08,2.78333333333333,0.437777777777778,2.36,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,4.66666666666667,3.55555555555556,0,0,14,14,4.66666666666667,6.22222222222222,0,6,20,14,14,5.33333333333333,6,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,6,6,2,2.66666666666667,0,0,0,0,0,0,0,2,6,4,3.33333333333333,1.77777777777778,2,9.105,25.92,16.815,17.025,5.93,9.105,0,0.799,0.799,0.266333333333333,0.355111111111111,0,0,0,0,0,0,0,12,229,217,85,96,12,2,2.66666666666667,4.66666666666667,4.66666666666667,0.252932696862804,0.049063083293536,0.635,0.635,0,0.635,0,-336000,4,2973_WOSe,Mm
O-Se-Zr,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,40,32,27.3333333333333,12.8888888888889,8,44,89,45,73.3333333333333,19.5555555555556,44,15.9994,91.224,75.2246,62.0611333333333,30.7078222222222,15.9994,54.8,2128,2073.2,892.266666666667,823.822222222222,54.8,4,16,12,12,5.33333333333333,4,2,5,3,3.66666666666667,1.11111111111111,2,66,175,109,120.333333333333,36.4444444444444,66,1.33,3.44,2.11,2.44,0.74,1.33,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,4,4,0,0,0,0,0,0,0,4,16,12,8.66666666666667,4.88888888888889,4,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,8,8,2.66666666666667,3.55555555555556,0,0,0,0,0,0,0,2,8,6,4,2.66666666666667,2,9.105,25.92,16.815,19.4066666666667,6.86777777777778,9.105,0,0.799,0.799,0.266333333333333,0.355111111111111,0,0,0,0,0,0,0,12,194,182,73.3333333333333,80.4444444444444,12,2,2.66666666666667,4,0,0.671436448466081,0.129089088196843,1.665,1.665,0,1.665,0,-336000,4,2974_ZrOSe,Mh
O-Te-Ce,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,58,50,39.3333333333333,20.8888888888889,8,15,90,75,64,32.6666666666667,15,15.9994,140.116,124.1166,94.5718,52.3816,15.9994,54.8,1071,1016.2,616.153333333333,374.235555555556,54.8,3,16,13,11.6666666666667,5.77777777777778,3,2,6,4,4.33333333333333,1.55555555555556,2,66,204,138,136,46.6666666666667,66,1.12,3.44,2.32,2.22,0.813333333333333,1.12,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,3.66666666666667,4.22222222222222,0,0,1,1,0.333333333333333,0.444444444444444,0,4,16,12,8.66666666666667,4.88888888888889,4,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,9,9,3,4,0,0,13,13,4.33333333333333,5.77777777777778,0,2,22,20,8.66666666666667,8.88888888888889,2,9.105,37.24,28.135,27.0361111111,11.9540740740667,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,194,182,119.333333333333,71.5555555555556,12,2,2.66666666666667,3.66666666666667,0.333333333333333,0.739616569076971,0.146081937596493,1.65,1.65,0,1.65,0,-331200,4,2975_CeOTe,Hm
O-Te-Ge,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,30.6666666666667,15.1111111111111,8,79,90,11,85.3333333333333,4.22222222222222,79,15.9994,127.6,111.6006,72.0798,37.3869333333333,15.9994,54.8,1211.4,1156.6,662.953333333333,405.435555555556,54.8,14,16,2,15.3333333333333,0.888888888888889,14,2,5,3,3.66666666666667,1.11111111111111,2,66,138,72,108,28,66,2.01,3.44,1.43,2.51666666666667,0.615555555555555,2.01,2,2,0,2,0,2,2,4,2,3.33333333333333,0.888888888888889,2,0,10,10,6.66666666666667,4.44444444444444,0,0,0,0,0,0,0,6,16,10,12,4,6,0,0,0,0,0,0,2,4,2,2.66666666666667,0.888888888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.66666666666667,0.888888888888889,2,9.105,34.7633333333,25.6583333333,22.2911111111,8.79074074073333,9.105,0,0.464,0.464,0.282333333333333,0.188222222222222,0,0,0,0,0,0,0,12,225,213,129.666666666667,78.4444444444444,12,2,3.33333333333333,6.66666666666667,0,0.400239577896362,0.08488140005245,0.76,0.76,0,0.76,0,-331200,4,2976_GeOTe,Mm
O-Te-Hf,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,72,64,44,24,8,45,90,45,74,19.3333333333333,45,15.9994,178.49,162.4906,107.363133333333,60.9091555555556,15.9994,54.8,2506,2451.2,1094.48666666667,941.008888888889,54.8,4,16,12,12,5.33333333333333,4,2,6,4,4.33333333333333,1.55555555555556,2,66,175,109,126.333333333333,40.2222222222222,66,1.3,3.44,2.14,2.28,0.773333333333333,1.3,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,4,4,0,0,14,14,4.66666666666667,6.22222222222222,0,6,18,12,13.3333333333333,4.88888888888889,6,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,8,8,2.66666666666667,3.55555555555556,0,0,0,0,0,0,0,2,8,6,4,2.66666666666667,2,9.105,34.7633333333,25.6583333333,22.0227777777667,8.61185185184444,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,194,182,119.333333333333,71.5555555555556,12,2,2.66666666666667,4,4.66666666666667,0.681744258226629,0.132363393418371,1.47,1.47,0,1.47,0,-331200,4,2977_HfOTe,Mm
O-Te-Ir,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,77,69,45.6666666666667,25.1111111111111,8,60,90,30,79,12.6666666666667,60,15.9994,192.217,176.2176,111.9388,63.9596,15.9994,54.8,2739,2684.2,1172.15333333333,1044.56444444444,54.8,9,16,7,13.6666666666667,3.11111111111111,9,2,6,4,4.33333333333333,1.55555555555556,2,66,141,75,115,32.6666666666667,66,2.1,3.44,1.34,2.58,0.573333333333333,2.1,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,5.66666666666667,3.77777777777778,0,0,14,14,4.66666666666667,6.22222222222222,0,6,23,17,15,6,6,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,3,3,1,1.33333333333333,0,0,0,0,0,0,0,2,3,1,2.33333333333333,0.444444444444444,2,9.105,34.7633333333,25.6583333333,19.3594444444333,10.2692592592444,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,225,213,129.666666666667,78.4444444444444,12,2,2.66666666666667,5.66666666666667,4.66666666666667,0.361670071504925,0.075923102223949,0.57,0.57,0,0.57,0,-331200,4,2978_IrOTe,Mm
O-Te-Mo,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,34,17.3333333333333,8,50,90,40,75.6666666666667,17.1111111111111,50,15.9994,127.6,111.6006,79.8531333333333,42.5691555555556,15.9994,54.8,2896,2841.2,1224.48666666667,1114.34222222222,54.8,6,16,10,12.6666666666667,4.44444444444444,6,2,5,3,4,1.33333333333333,2,66,154,88,119.333333333333,35.5555555555556,66,2.1,3.44,1.34,2.56666666666667,0.582222222222222,2.1,1,2,1,1.66666666666667,0.444444444444444,1,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,5,3.33333333333333,0,0,0,0,0,0,0,6,16,10,9.33333333333333,4.44444444444444,6,0,1,1,0.333333333333333,0.444444444444444,0,0,2,2,1.33333333333333,0.888888888888889,0,0,5,5,1.66666666666667,2.22222222222222,0,0,0,0,0,0,0,2,6,4,3.33333333333333,1.77777777777778,2,9.105,34.7633333333,25.6583333333,19.8527777777667,9.94037037035555,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,229,217,131,79.3333333333333,12,1.66666666666667,2.66666666666667,5,0,0.361670071504925,0.077628211476769,0.61,0.61,0,0.61,0,-331200,4,2979_MoOTe,Mm
O-Te-Os,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,76,68,45.3333333333333,24.8888888888889,8,57,90,33,78,14,57,15.9994,190.23,174.2306,111.276466666667,63.5180444444445,15.9994,54.8,3306,3251.2,1361.15333333333,1296.56444444444,54.8,8,16,8,13.3333333333333,3.55555555555556,8,2,6,4,4.33333333333333,1.55555555555556,2,66,144,78,116,33.3333333333333,66,2.1,3.44,1.34,2.58,0.573333333333333,2.1,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,5.33333333333333,3.55555555555556,0,0,14,14,4.66666666666667,6.22222222222222,0,6,22,16,14.6666666666667,5.77777777777778,6,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,4,4,1.33333333333333,1.77777777777778,0,0,0,0,0,0,0,2,4,2,2.66666666666667,0.888888888888889,2,9.105,34.7633333333,25.6583333333,19.3194444444333,10.2959259259111,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,194,182,119.333333333333,71.5555555555556,12,2,2.66666666666667,5.33333333333333,4.66666666666667,0.361670071504925,0.075923102223949,0.57,0.57,0,0.57,0,-331200,4,2980_OsOTe,Mm
O-Te-Pd,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,35.3333333333333,18.2222222222222,8,62,90,28,79.6666666666667,11.7777777777778,62,15.9994,127.6,111.6006,83.3398,44.8936,15.9994,54.8,1828.05,1773.25,868.503333333334,639.697777777778,54.8,10,16,6,14,2.66666666666667,10,2,5,3,4,1.33333333333333,2,66,139,73,114.333333333333,32.2222222222222,66,2.1,3.44,1.34,2.58,0.573333333333333,2.1,0,2,2,1.33333333333333,0.888888888888889,0,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,6.66666666666667,4.44444444444444,0,0,0,0,0,0,0,6,16,10,10.6666666666667,3.55555555555556,6,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,9.105,34.7633333333,25.6583333333,19.4261111111,10.2248148148,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,225,213,129.666666666667,78.4444444444444,12,1.33333333333333,2.66666666666667,6.66666666666667,0,0.361670071504925,0.075923102223949,0.57,0.57,0,0.57,0,-331200,4,2981_PdOTe,Mh
O-Te-Pt,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,78,70,46,25.3333333333333,8,63,90,27,80,11.3333333333333,63,15.9994,195.084,179.0846,112.894466666667,64.5967111111111,15.9994,54.8,2041.4,1986.6,939.62,734.52,54.8,10,16,6,14,2.66666666666667,10,2,6,4,4.33333333333333,1.55555555555556,2,66,138,72,113.333333333333,31.5555555555556,66,2.1,3.44,1.34,2.60666666666667,0.555555555555556,2.1,1,2,1,1.66666666666667,0.444444444444444,1,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,6.33333333333333,4.22222222222222,0,0,14,14,4.66666666666667,6.22222222222222,0,6,24,18,15.3333333333333,6.22222222222222,6,0,1,1,0.333333333333333,0.444444444444444,0,0,2,2,1.33333333333333,0.888888888888889,0,0,1,1,0.333333333333333,0.444444444444444,0,0,0,0,0,0,0,2,2,0,2,0,2,9.105,34.7633333333,25.6583333333,19.6294444444333,10.0892592592444,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,225,213,129.666666666667,78.4444444444444,12,1.66666666666667,2.66666666666667,6.33333333333333,4.66666666666667,0.361670071504925,0.072822226795933,0.49,0.49,0,0.49,0,-331200,4,2982_PtOTe,Mh
O-Te-Re,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,75,67,45,24.6666666666667,8,54,90,36,77,15.3333333333333,54,15.9994,186.207,170.2076,109.935466666667,62.6240444444444,15.9994,54.8,3459,3404.2,1412.15333333333,1364.56444444444,54.8,7,16,9,13,4,7,2,6,4,4.33333333333333,1.55555555555556,2,66,151,85,118.333333333333,34.8888888888889,66,1.9,3.44,1.54,2.48,0.64,1.9,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,5,3.33333333333333,0,0,14,14,4.66666666666667,6.22222222222222,0,6,21,15,14.3333333333333,5.55555555555555,6,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,5,5,1.66666666666667,2.22222222222222,0,0,0,0,0,0,0,2,5,3,3,1.33333333333333,2,9.105,34.7633333333,25.6583333333,19.5077777777667,10.1703703703556,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,194,182,119.333333333333,71.5555555555556,12,2,2.66666666666667,5,4.66666666666667,0.447277935696606,0.090988685939152,0.87,0.87,0,0.87,0,-331200,4,2983_ReOTe,Mm
O-Te-Ru,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,34.6666666666667,17.7777777777778,8,56,90,34,77.6666666666667,14.4444444444444,56,15.9994,127.6,111.6006,81.5564666666667,43.7047111111111,15.9994,54.8,2607,2552.2,1128.15333333333,985.897777777778,54.8,8,16,8,13.3333333333333,3.55555555555556,8,2,5,3,4,1.33333333333333,2,66,146,80,116.666666666667,33.7777777777778,66,2.1,3.44,1.34,2.58,0.573333333333333,2.1,1,2,1,1.66666666666667,0.444444444444444,1,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,5.66666666666667,3.77777777777778,0,0,0,0,0,0,0,6,16,10,10,4,6,0,1,1,0.333333333333333,0.444444444444444,0,0,2,2,1.33333333333333,0.888888888888889,0,0,3,3,1,1.33333333333333,0,0,0,0,0,0,0,2,4,2,2.66666666666667,0.888888888888889,2,9.105,34.7633333333,25.6583333333,19.1261111111,10.4248148148,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,194,182,119.333333333333,71.5555555555556,12,1.66666666666667,2.66666666666667,5.66666666666667,0,0.361670071504925,0.075923102223949,0.57,0.57,0,0.57,0,-331200,4,2984_RuOTe,Mm
O-Te-Sn,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,36.6666666666667,19.1111111111111,8,80,90,10,85.6666666666667,3.77777777777778,80,15.9994,127.6,111.6006,87.4364666666667,47.6247111111111,15.9994,54.8,722.66,667.86,427.513333333333,248.475555555556,54.8,14,16,2,15.3333333333333,0.888888888888889,14,2,5,3,4,1.33333333333333,2,66,139,73,114.333333333333,32.2222222222222,66,1.96,3.44,1.48,2.5,0.626666666666667,1.96,2,2,0,2,0,2,2,4,2,3.33333333333333,0.888888888888889,2,0,10,10,6.66666666666667,4.44444444444444,0,0,0,0,0,0,0,6,16,10,12,4,6,0,0,0,0,0,0,2,4,2,2.66666666666667,0.888888888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.66666666666667,0.888888888888889,2,9.105,34.7633333333,25.6583333333,25.7177777777667,11.0751851851778,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,152,140,101.666666666667,59.7777777777778,12,2,3.33333333333333,6.66666666666667,0,0.421663847129056,0.087580214802017,0.81,0.81,0,0.81,0,-331200,4,2985_SnOTe,Mm
O-Te-Tc,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,34.3333333333333,17.5555555555556,8,53,90,37,76.6666666666667,15.7777777777778,53,15.9994,127.6,111.6006,80.5331333333333,43.0224888888889,15.9994,54.8,2430,2375.2,1069.15333333333,907.231111111111,54.8,7,16,9,13,4,7,2,5,3,4,1.33333333333333,2,66,147,81,117,34,66,1.9,3.44,1.54,2.48,0.64,1.9,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,5,3.33333333333333,0,0,0,0,0,0,0,6,16,10,9.66666666666667,4.22222222222222,6,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,5,5,1.66666666666667,2.22222222222222,0,0,0,0,0,0,0,2,5,3,3,1.33333333333333,2,9.105,34.7633333333,25.6583333333,19.3844444444333,10.2525925925778,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,194,182,119.333333333333,71.5555555555556,12,2,2.66666666666667,5,0,0.447277935696606,0.090988685939152,0.87,0.87,0,0.87,0,-331200,4,2986_TcOTe,Mm
O-Te-Ti,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,27.3333333333333,16.4444444444444,8,43,90,47,73.3333333333333,20.2222222222222,43,15.9994,127.6,111.6006,63.8221333333333,42.5185777777778,15.9994,54.8,1941,1886.2,906.153333333333,689.897777777778,54.8,4,16,12,12,5.33333333333333,4,2,5,3,3.66666666666667,1.11111111111111,2,66,160,94,121.333333333333,36.8888888888889,66,1.54,3.44,1.9,2.36,0.72,1.54,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,4,4,0,0,0,0,0,0,0,4,16,12,8.66666666666667,4.88888888888889,4,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,8,8,2.66666666666667,3.55555555555556,0,0,0,0,0,0,0,2,8,6,4,2.66666666666667,2,9.105,34.7633333333,25.6583333333,20.1861111111,9.71814814813333,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,2.25333333333E-05,2.25333333333E-05,7.5111111111E-06,1.00148148148E-05,0,12,194,182,119.333333333333,71.5555555555556,12,2,2.66666666666667,4,0,0.594445494936679,0.114613450186822,1.23,1.23,0,1.23,0,-331200,4,2987_TiOTe,Mm
O-Te-W,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,74,66,44.6666666666667,24.4444444444444,8,51,90,39,76,16.6666666666667,51,15.9994,183.84,167.8406,109.146466666667,62.0980444444445,15.9994,54.8,3695,3640.2,1490.82,1469.45333333333,54.8,6,16,10,12.6666666666667,4.44444444444444,6,2,6,4,4.33333333333333,1.55555555555556,2,66,162,96,122,37.3333333333333,66,2.1,3.44,1.34,2.63333333333333,0.537777777777778,2.1,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,4.66666666666667,3.55555555555556,0,0,14,14,4.66666666666667,6.22222222222222,0,6,20,14,14,5.33333333333333,6,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,6,6,2,2.66666666666667,0,0,0,0,0,0,0,2,6,4,3.33333333333333,1.77777777777778,2,9.105,34.7633333333,25.6583333333,19.9727777777667,9.86037037035555,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,229,217,131,79.3333333333333,12,2,2.66666666666667,4.66666666666667,4.66666666666667,0.361670071504925,0.070151196049831,0.41,0.41,0,0.41,0,-331200,4,2988_WOTe,Mm
O-Te-Zr,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,52,44,33.3333333333333,16.8888888888889,8,44,90,46,73.6666666666667,19.7777777777778,44,15.9994,127.6,111.6006,78.2744666666667,41.5167111111111,15.9994,54.8,2128,2073.2,968.486666666667,773.008888888889,54.8,4,16,12,12,5.33333333333333,4,2,5,3,4,1.33333333333333,2,66,175,109,126.333333333333,40.2222222222222,66,1.33,3.44,2.11,2.29,0.766666666666667,1.33,2,2,0,2,0,2,0,4,4,2.66666666666667,1.77777777777778,0,0,10,10,4,4,0,0,0,0,0,0,0,4,16,12,8.66666666666667,4.88888888888889,4,0,0,0,0,0,0,0,2,2,1.33333333333333,0.888888888888889,0,0,8,8,2.66666666666667,3.55555555555556,0,0,0,0,0,0,0,2,8,6,4,2.66666666666667,2,9.105,34.7633333333,25.6583333333,22.3544444444333,8.83296296295556,9.105,0,0.464,0.464,0.154666666666667,0.206222222222222,0,0,0,0,0,0,0,12,194,182,119.333333333333,71.5555555555556,12,2,2.66666666666667,4,0,0.671436448466081,0.130096603355686,1.44,1.44,0,1.44,0,-331200,4,2989_ZrOTe,Mm
