Compound,Formation_energy,E_above_hull
O-Br-Gd,-2.946358847,0.292226012
O-Br-In,-1.29893935,0.246183457
O-Br-Ir,-0.018245123,0.688472087
O-Br-La,-3.07624847,0.350807895
O-Br-Lu,-3.075180823,0.263309957
O-Br-Nd,-2.969133657,0.327894188
O-Br-Rh,-0.42716734,0.441452998
O-Br-Ru,-0.399159263,0.47665863
O-Br-Sc,-2.92403384,0.235316498
O-Br-Sm,-2.99193014,0.315171087
O-Br-Y,-3.079707733,0.097320543
O-Cl-Al,-2.41606059,0.281171746
O-Cl-Bi,-1.007026317,0.351408557
O-Cl-Ce,-3.114540827,0.303949677
O-Cl-Co,-0.853754127,0.3263594
O-Cl-Cr,-1.858296963,0.297532446
O-Cl-Fe,-1.02439367,0.398997372
O-Cl-Ga,-1.510185007,0.224491293
O-Cl-Gd,-2.080670747,1.306857442
O-Cl-In,-1.474794043,0.181564345
O-Cl-Ir,-0.216427763,0.298087708
O-Cl-La,-3.228688283,0.36003187
O-Cl-Lu,-3.28155391,0
O-Cl-Nd,-3.126062547,0.339936532
O-Cl-Rh,-0.6502861,0.203025681
O-Cl-Ru,-0.609715993,0.362011026
O-Cl-Sc,-3.14324657,0.173793245
O-Cl-Sm,-3.156780447,0.31139915
O-Cl-Y,-3.26110413,0.247849993
O-CN-Al,-0.901438803,0.811107508
O-CN-Bi,0.144547583,0.664238363
O-CN-Ce,-1.450682488,0.763520774
O-CN-Co,0.118577685,0.805958303
O-CN-Cr,-0.497105223,0.694096671
O-CN-Fe,0.013094435,0.720312034
O-CN-Ga,-0.204789908,0.779338837
O-CN-Gd,-0.365523155,1.097595499
O-CN-In,-0.155631833,0.646178641
O-CN-Ir,0.457767475,0.95780578
O-CN-La,-1.460739623,0.589532983
O-CN-Lu,-1.502021265,0.639881791
O-CN-Nd,-1.380898283,0.678272604
O-CN-Rh,0.199234863,0.699269116
O-CN-Ru,0.26425199,0.764284446
O-CN-Sc,-1.40234112,0.613021952
O-CN-Sm,-1.403347095,0.68748236
O-CN-Y,-1.485130275,0.683783534
O-F-Al,-3.363434773,0.255865073
O-F-Bi,-1.549586897,0.310543045
O-F-Ce,-3.766966873,0
O-F-Co,-1.67552424,0.055570637
O-F-Cr,-2.643300673,0.208707387
O-F-Fe,-1.805215353,0.165121552
O-F-Ga,-2.26756859,0.158249797
O-F-Gd,-3.76134338,0
O-F-In,-2.084652577,0.214684758
O-F-Ir,-0.737288097,0.391210485
O-F-La,-3.878407713,0.3611481
O-F-Lu,-3.992000897,0.307344877
O-F-Nd,-3.768886257,0.397630393
O-F-Rh,-1.236750787,0.127914789
O-F-Ru,-1.195989203,0.256015514
O-F-Sc,-3.87287093,0.251076242
O-F-Sm,-3.811457367,0.38819211
O-F-Y,-3.93839152,0.179101842
O-I-Al,-1.35059008,0.874126558
O-I-Bi,-0.640980123,0.276469628
O-I-Ce,-2.609249143,0
O-I-Co,-0.416014143,0.539356383
O-I-Cr,-0.955702643,0.697718998
O-I-Fe,-0.60263514,0.407195904
O-I-Ga,-0.680910997,0.713605371
O-I-Gd,-2.56278415,0.380559027
O-I-In,-0.86809804,0.426891829
O-I-Ir,0.306025157,0.786207964
O-I-La,-2.7330125,0.154031534
O-I-Lu,-2.61905956,0.272764013
O-I-Nd,-2.611960673,0.15254684
O-I-Rh,-0.010639103,0.611757796
O-I-Ru,0.036490523,0.669552282
O-I-Sc,-2.444629173,0.391447393
O-I-Sm,-2.617684853,0.161114034
O-I-Y,-2.67295213,0.259403465
O-NC-Al,-1.043543783,0.669002528
O-NC-Bi,0.139427223,0.659118003
O-NC-Ce,-1.54040598,0.673797282
O-NC-Co,0.10717179,0.794552408
O-NC-Cr,-0.565972678,0.625229216
O-NC-Fe,-0.005301323,0.701916277
O-NC-Ga,-0.289325243,0.694803502
O-NC-Gd,-0.457674455,1.005444199
O-NC-In,-0.21301596,0.588794513
O-NC-Ir,0.620504323,1.120542628
O-NC-La,-1.549926223,0.500346383
O-NC-Lu,-1.614179973,0.527723084
O-NC-Nd,-1.474165088,0.585005799
O-NCO-Al,-1.594285936,0.317952651
O-NCO-Bi,-0.592631514,0.228876402
O-NCO-Ce,-1.861799156,0.232484199
O-NCO-Co,-0.6556607,0.342090045
O-NCO-Cr,-1.23282066,0.271592402
O-NCO-Fe,-0.740534762,0.277667193
O-NCO-Ga,-0.995277184,0.256857326
O-NCO-Gd,-1.082944416,0.538978786
O-NCO-In,-0.918630952,0.221570139
O-NCO-Ir,-0.246706244,0.551214589
O-NCO-La,-1.938237984,0.164686859
O-NCO-Lu,-2.014245904,0.227992562
O-NCO-Nd,-1.884418182,0.183451282
O-NCO-Rh,-0.499261938,0.298655655
O-NCO-Ru,-0.463247674,0.33466848
O-NCO-Sc,-1.951260784,0.219566756
O-NCO-Sm,-1.910704994,0.193062917
O-NCO-Y,-1.98896021,0.203933439
O-NC-Rh,0.29424441,0.794278664
O-NC-Ru,0.355819235,0.855851691
O-NCS-Al,-0.958730839,0.411306282
O-NCS-Bi,-0.149402823,0.36721344
O-NC-Sc,-1.51527061,0.500092462
O-NCS-Ce,-1.461053795,0.54474152
O-NCS-Co,-0.046246265,0.613217605
O-NCS-Cr,-0.558964107,0.500012656
O-NCS-Fe,-0.136480861,0.557691197
O-NCS-Ga,-0.412752833,0.417733749
O-NCS-Gd,-0.611998519,0.733124162
O-NCS-In,-0.415114549,0.348160993
O-NCS-Ir,0.240927271,0.803424016
O-NCS-La,-1.480353469,0.308017286
O-NCS-Lu,-1.525114751,0.226727768
O-NC-Sm,-1.49623338,0.594596075
O-NCS-Nd,-1.419495387,0.256955176
O-NCS-Rh,0.014741821,0.637582804
O-NCS-Ru,0.060844573,0.671242813
O-NCS-Sc,-1.435483971,0.247042951
O-NCS-Sm,-1.440386705,0.232276932
O-NCS-Y,-1.511292941,0.223838179
O-NC-Y,-1.588027203,0.580886607
O-NO-Al,-1.355908285,0.808567711
O-NO-Bi,-0.13852788,0.665157618
O-NO-Ce,-1.674753145,0.94310105
O-NO-Co,-0.383310568,0.562781545
O-NO-Cr,-0.996299718,0.759032573
O-NO-Fe,-0.559207588,0.487722619
O-NO-Ga,-0.66398034,0.675365559
O-NO-Gd,-1.637943473,0
O-NO-In,-0.460949665,0.738479461
O-NO-Ir,0.059778733,0.782724911
O-NO-La,-1.72456762,0.689271631
O-NO-Lu,-1.795178808,0.781797037
O-NO-Nd,-1.647372138,0.753656779
O-NO-Rh,-0.207163703,0.609749724
O-NO-Ru,-0.221188135,0.73108232
O-NO-Sc,-1.597309328,0.890402859
O-NO-Sm,-1.67137522,0.732512431
O-NO-Y,-1.753129585,0.762165238
O-OCN-Al,-1.30951146,0.602727127
O-OCN-Bi,-0.323156196,0.49835172
O-OCN-Ce,-1.672538704,0.811613651
O-OCN-Co,-0.350980702,0.646770043
O-OCN-Cr,-0.940486614,0.563926448
O-OCN-Fe,-0.527869704,0.490332251
O-OCN-Ga,-0.700317266,0.551817244
O-OCN-Gd,-1.621923202,0
O-OCN-In,-0.629750668,0.510450423
O-OCN-Ir,0.101431784,0.899352618
O-OCN-La,-1.70470648,0.398218363
O-OCN-Lu,-1.236148834,1.006089632
O-OCN-Nd,-1.63528943,0.432580034
O-OCN-Rh,-0.166799128,0.631118465
O-OCN-Ru,-0.138310678,0.659605476
O-OCN-Sc,-1.674863872,0.495963668
O-OCN-Sm,-1.651382794,0.452385117
O-OCN-Y,-1.724840992,0.468052657
O-SCN-Al,-0.615193487,0.754843634
O-SCN-Bi,0.053834403,0.570450666
O-SCN-Ce,-1.164489383,0.451436932
O-SCN-Co,0.122010287,0.781474157
O-SCN-Cr,-0.347521153,0.71145561
O-SCN-Fe,0.099437061,0.793609119
O-SCN-Ga,-0.120294573,0.710192009
O-SCN-Gd,-0.357314759,0.987807922
O-SCN-In,-0.144794027,0.618481515
O-SCN-Ir,0.214837191,0.777333936
O-SCN-La,-1.221257697,0.567113058
O-SCN-Lu,-1.219556921,0.532285598
O-SCN-Nd,-1.158172173,0.51827839
O-SCN-Rh,0.129210919,0.752051902
O-SCN-Ru,0.188459769,0.798858009
O-SCN-Sc,-1.138611685,0.543915237
O-SCN-Sm,-1.165818513,0.506845124
O-SCN-Y,-1.219548245,0.515582875
O-SH-Al,-1.269418569,0.576362312
O-SH-Bi,-0.390747547,0.406038287
O-SH-Ce,-1.918031157,0.257491355
O-SH-Co,-0.347009532,0.63681666
O-SH-Cr,-0.955364922,0.523970649
O-SH-Fe,-0.379609142,0.646619503
O-SH-Ga,-0.639240834,0.556825616
O-SH-Gd,-1.908350394,0.008354205
O-SH-In,-0.664824992,0.451607911
O-SH-Ir,-0.220866237,0.603292232
O-SH-La,-1.992506322,0.398571739
O-SH-Lu,-2.007662379,0.337755387
O-SH-Nd,-1.919702634,0.325757265
O-SH-Rh,-0.331102112,0.587198863
O-SH-Ru,-0.250187529,0.652544591
O-SH-Sc,-1.903122852,0.355650419
O-SH-Sm,-1.938733214,0.311974134
O-SH-Y,-2.004352584,0.316978549
PH-Br-Al,-0.598424315,0.265321408
PH-Br-Bi,-0.158713343,0.297903559
PH-Br-Ce,-1.260949132,0.597614197
PH-Br-Co,-0.372405918,0.252218585
PH-Br-Cr,-0.390971855,0.38497744
PH-Br-Fe,-0.21021222,0.452181867
PH-Br-Ga,-0.338751473,0.313235637
PH-Br-Gd,-0.13023155,1.338851093
PH-Br-In,-0.391342275,0.249452354
PH-Br-Ir,-0.464144273,0.185551444
PH-Br-La,-1.219599213,0.360570591
PH-Br-Lu,-1.130889945,0.284919319
PH-Br-Nd,-1.15247139,0.369188435
PH-Br-Rh,-0.563491988,0.160836698
PH-Br-Ru,-0.26156462,0.349990133
PH-Br-Sc,-1.080687903,0.193380835
PH-Br-Sm,-1.149027455,0.364306811
PH-Br-Y,-1.188821613,0.274302729
PH-Cl-Al,-0.666811255,0.334848082
PH-Cl-Bi,-0.225567403,0.284943345
PH-Cl-Ce,-1.335578837,0.645536229
PH-Cl-Co,-0.493395403,0.241845212
PH-Cl-Cr,-0.482932788,0.399294662
PH-Cl-Fe,-0.331091683,0.418160928
PH-Cl-Ga,-0.389155635,0.346049224
PH-Cl-Gd,-1.197732965,0.390154387
PH-Cl-In,-0.43688589,0.255392538
PH-Cl-Ir,-0.550232535,0.102860785
PH-Cl-La,-1.304497755,0.397968564
PH-Cl-Lu,-1.22004324,0.007050409
PH-Cl-Nd,-1.234701763,0.413050832
PH-Cl-Rh,-0.657248723,0.121156772
PH-Cl-Ru,-0.340809395,0.342677203
PH-Cl-Sc,-1.175477988,0.358050175
PH-Cl-Sm,-1.235061598,0.302774649
PH-Cl-Y,-1.274913908,0.385697533
PH-CN-Al,0.288315694,1.098470642
PH-CN-Bi,0.535159674,0.82950591
PH-CN-Ce,-0.294172798,0.994168426
PH-CN-Co,0.315902808,0.737133502
PH-CN-Cr,0.386383388,0.845968108
PH-CN-Fe,0.395162846,0.799173373
PH-CN-Ga,0.494512028,0.935631382
PH-CN-Gd,-0.18038012,0.749919545
PH-CN-In,0.444195452,0.793645317
PH-CN-Ir,0.23355146,0.651295992
PH-CN-La,-0.270765268,0.653005553
PH-CN-Lu,-0.189335302,0.813532027
PH-CN-Nd,-0.20513395,0.717978677
PH-CN-Rh,0.15754336,0.695542322
PH-CN-Ru,0.354246388,0.764457243
PH-CN-Sc,-0.137608452,0.882128819
PH-CN-Sm,-0.210928266,0.756864733
PH-CN-Y,-0.220998008,0.782957755
PH-F-Al,-0.92686684,0.76634313
PH-F-Bi,-0.628984193,0.374630653
PH-F-Ce,-1.682719685,0.87883124
PH-F-Co,-0.816048235,0.389674562
PH-F-Cr,-0.897074515,0.507286923
PH-F-Fe,-0.675986278,0.559770846
PH-F-Ga,-0.635164973,0.618396452
PH-F-Gd,-1.517654513,0.595713669
PH-F-In,-0.68125809,0.496196081
PH-F-Ir,-0.814975775,0.415625941
PH-F-La,-1.67743331,0.601671644
PH-F-Lu,-1.589805043,0.525298954
PH-F-Nd,-1.609493338,0.635908927
PH-F-Rh,-0.956810905,0.379098294
PH-F-Ru,-0.665660898,0.548467824
PH-F-Sc,-1.55998206,0.570608498
PH-F-Sm,-1.611179385,0.638055139
PH-F-Y,-1.63891364,0.5723465
PH-I-Al,-0.385798073,0.261474491
PH-I-Bi,-0.015321705,0.292769356
PH-I-Ce,-1.068115228,0.62345457
PH-I-Co,-0.097434903,0.327762238
PH-I-Cr,-0.104548868,0.439292518
PH-I-Fe,0.085204085,0.545088181
PH-I-Ga,-0.14736242,0.332722491
PH-I-Gd,0.070769875,1.087443341
PH-I-In,-0.227597638,0.229599166
PH-I-Ir,-0.2424568,0.240580492
PH-I-La,-1.025808063,0.3225552
PH-I-Lu,-0.925140693,0.286826905
PH-I-Nd,-0.960181465,0.310343634
PH-I-Rh,-0.32171025,0.23662749
PH-I-Ru,-0.0473291,0.414531266
PH-I-Sc,-0.86378456,0.230277769
PH-I-Sm,-0.95485283,0.299622569
PH-I-Y,-0.989235543,0.333171273
PH-NC-Al,0.246293838,1.056448786
PH-NC-Bi,0.533228602,0.827574838
PH-NC-Ce,-0.279356034,1.00898519
PH-NC-Co,0.330165886,0.75139658
PH-NC-Cr,0.331343278,0.790927998
PH-NC-Fe,0.433034592,0.837045119
PH-NC-Ga,0.475796356,0.91691571
PH-NC-Gd,0.516636296,1.446935961
PH-NC-In,0.430016416,0.779466281
PH-NC-Ir,0.292403164,0.710147696
PH-NC-La,-0.31252915,0.611241671
PH-NC-Lu,-0.225920988,0.776946341
PH-NC-Nd,-0.254919004,0.668193623
PH-NCO-Al,-0.404008602,0.935205272
PH-NCO-Bi,-0.10355974,0.681716036
PH-NCO-Ce,-0.70602356,0.679903362
PH-NCO-Co,-0.350054027,0.485147589
PH-NCO-Cr,-0.381292068,0.649869487
PH-NCO-Fe,-0.253716505,0.596120293
PH-NCO-Ga,-0.219584645,0.699743982
PH-NCO-Gd,-0.739708353,0.591002173
PH-NCO-In,-0.225348443,0.61657661
PH-NCO-Ir,-0.36605764,0.411557749
PH-NCO-La,-0.792242878,0.729700775
PH-NCO-Lu,-0.735532503,0.840545853
PH-NCO-Nd,-0.752451288,0.754600234
PH-NCO-Rh,-0.444573125,0.426810882
PH-NCO-Ru,-0.251507885,0.526680891
PH-NCO-Sc,-0.7575454,0.783546315
PH-NCO-Sm,-0.760307145,0.756496748
PH-NCO-Y,-0.792992453,0.766511075
PH-NC-Rh,0.196567058,0.73456602
PH-NC-Ru,0.427656488,0.837867343
PH-NCS-Al,-0.008844135,0.732568336
PH-NCS-Bi,0.246646104,0.582541918
PH-NC-Sc,-0.1826599,0.837077371
PH-NCS-Ce,-0.341582588,0.658903764
PH-NCS-Co,0.104136211,0.562666118
PH-NCS-Cr,0.144271136,0.764613956
PH-NCS-Fe,0.208470036,0.68237917
PH-NCS-Ga,0.184502852,0.693137304
PH-NCS-Gd,-0.380401626,0.596771044
PH-NCS-In,0.145583607,0.628235902
PH-NCS-Ir,0.033140959,0.512326649
PH-NCS-La,-0.446616395,0.700108922
PH-NCS-Lu,-0.395460043,0.694866833
PH-NC-Sm,-0.238839642,0.728953357
PH-NCS-Nd,-0.403801101,0.702916933
PH-NCS-Rh,-0.036229713,0.488740188
PH-NCS-Ru,0.145168021,0.65829539
PH-NCS-Sc,-0.34661627,0.71221618
PH-NCS-Sm,-0.404967558,0.697973908
PH-NCS-Y,-0.431224173,0.692653727
PH-NC-Y,-0.28395732,0.719998443
PH-NO-Al,0.02848388,1.63554053
PH-NO-Bi,0.324213272,1.266544205
PH-NO-Ce,-0.58222479,1.080887518
PH-NO-Co,0.010751346,1.012993287
PH-NO-Cr,-0.023173464,1.214220404
PH-NO-Fe,0.041200926,1.061005086
PH-NO-Ga,0.18386447,1.287058824
PH-NO-Gd,-0.511547802,1.085304832
PH-NO-In,0.200577828,1.210887894
PH-NO-Ir,0.027809514,0.960947983
PH-NO-La,-0.580105518,1.226739453
PH-NO-Lu,-0.534777054,1.356516976
PH-NO-Nd,-0.395613246,1.383857524
PH-NO-Rh,-0.07057507,0.97508574
PH-NO-Ru,0.035389804,0.969216337
PH-NO-Sc,-0.408673758,1.440636301
PH-NO-Sm,-0.375908228,1.427142181
PH-NO-Y,-0.4155722,1.455832035
PH-OCN-Al,-0.154107085,1.185106789
PH-OCN-Bi,0.038930773,0.82420655
PH-OCN-Ce,-0.626140107,1.084677648
PH-OCN-Co,-0.08529771,0.749903906
PH-OCN-Cr,-0.122725348,0.908436207
PH-OCN-Fe,0.020388378,0.870225177
PH-OCN-Ga,0.014465333,0.93379396
PH-OCN-Gd,-0.540174573,0.790535953
PH-OCN-In,-0.017460043,0.82446501
PH-OCN-Ir,-0.093395195,0.684220194
PH-OCN-La,-0.644827455,0.877116199
PH-OCN-Lu,-0.615697387,0.96038097
PH-OCN-Nd,-0.578216685,0.928834837
PH-OCN-Rh,-0.185897328,0.685486679
PH-OCN-Ru,-0.008177638,0.770011138
PH-OCN-Sc,-0.535588925,1.00550279
PH-OCN-Sm,-0.577071767,0.939732127
PH-OCN-Y,-0.594846663,0.964656865
PH-SCN-Al,0.092630304,0.834042775
PH-SCN-Bi,0.483815056,0.81971087
PH-SCN-Ce,-0.313057968,1.012319217
PH-SCN-Co,0.134244319,0.592774226
PH-SCN-Cr,0.244603879,0.864946699
PH-SCN-Fe,0.219547302,0.693456437
PH-SCN-Ga,0.223531462,0.732165914
PH-SCN-Gd,-0.283938744,2.857219509
PH-SCN-In,0.191467136,0.67411943
PH-SCN-Ir,0.072257017,0.551442708
PH-SCN-La,-0.28901504,0.857710277
PH-SCN-Lu,-0.254071548,0.836255328
PH-SCN-Nd,-0.254916355,0.85180168
PH-SCN-Rh,0.049030822,0.574000723
PH-SCN-Ru,0.236355309,0.749482679
PH-SCN-Sc,-0.238553395,0.820279055
PH-SCN-Sm,-0.22387501,0.879066456
PH-SCN-Y,-0.312602173,0.811275727
PH-SH-Al,-0.315870241,0.454403338
PH-SH-Bi,0.087944737,0.44992819
PH-SH-Ce,-0.789956085,0.759405013
PH-SH-Co,-0.208166443,0.36616652
PH-SH-Cr,-0.207085711,0.514275757
PH-SH-Fe,-0.074478233,0.512095053
PH-SH-Ga,-0.086937977,0.482331841
PH-SH-Gd,-0.694698793,0.436816887
PH-SH-In,-0.129607737,0.408483493
PH-SH-Ir,-0.287785081,0.375439387
PH-SH-La,-0.768302921,0.58015172
PH-SH-Lu,-0.722145749,0.543292899
PH-SH-Nd,-0.719956467,0.576844704
PH-SH-Rh,-0.309709887,0.341823914
PH-SH-Ru,-0.073135081,0.594508937
PH-SH-Sc,-0.683995153,0.527315334
PH-SH-Sm,-0.720571659,0.569478607
PH-SH-Y,-0.761237169,0.550518664
S-Br-Al,-1.270666589,0.038812537
S-Br-Bi,-0.558956569,0.047150764
S-Br-Ce,-1.304434826,0.707070729
S-Br-Co,-0.530009309,0.088382905
S-Br-Cr,-1.104630869,0.10956952
S-Br-Fe,-0.498811889,0.23036058
S-Br-Ga,-0.771536832,0.109839569
S-Br-Gd,-2.246083826,4.042442035
S-Br-In,-0.886526239,0.013223585
S-Br-Ir,-0.390392642,0.106920998
S-Br-La,-2.335223386,0.148476265
S-Br-Lu,-2.212121382,0.091318242
S-Br-Nd,-2.228432119,0.150097049
S-Br-Rh,-0.633472242,0.0545433
S-Br-Ru,-0.412374949,0.180996247
S-Br-Sc,-2.091374356,0
S-Br-Sm,-2.227208206,0.101613354
S-Br-Y,-2.280718769,0
S-Cl-Al,-1.429829942,0.063534001
S-Cl-Bi,-0.638842116,0.051749086
S-Cl-Ce,-2.487706319,0.336983218
S-Cl-Co,-0.719440742,0.046439621
S-Cl-Cr,-1.148540959,0.18565098
S-Cl-Fe,-0.669859366,0.175124468
S-Cl-Ga,-0.896882952,0.095450449
S-Cl-Gd,-2.376595089,4.070337051
S-Cl-In,-0.983527412,0
S-Cl-Ir,-0.525421186,0
S-Cl-La,-2.460987612,0.185774059
S-Cl-Lu,-2.351006902,0
S-Cl-Nd,-2.351257189,0.171252625
S-Cl-Rh,-0.775226552,0
S-Cl-Ru,-0.507024049,0.182256273
S-Cl-Sc,-2.235280199,0.077131913
S-Cl-Sm,-2.351653206,0.14557113
S-Cl-Y,-2.411503876,0.100539964
S-CN-Al,-0.072950989,0.781454302
S-CN-Bi,0.416030788,0.554607002
S-CN-Ce,-0.741952844,0.393509176
S-CN-Co,0.344157358,0.578124551
S-CN-Cr,0.126803831,0.701777621
S-CN-Fe,0.371589271,0.639388222
S-CN-Ga,0.318123141,0.745494712
S-CN-Gd,-0.803163974,3.543305898
S-CN-In,0.249624938,0.588846007
S-CN-Ir,0.409861756,0.615619951
S-CN-La,-0.878614392,0.507434869
S-CN-Lu,-0.777151034,0.6361248
S-CN-Nd,-0.791641114,0.518234016
S-CN-Rh,0.246817848,0.528006341
S-CN-Ru,0.414621501,0.680256564
S-CN-Sc,-0.690996302,0.600977873
S-CN-Sm,-0.786252387,0.636080677
S-CN-Y,-0.831069502,0.517297187
Se-Br-Al,-1.108691003,0.051018735
Se-Br-Bi,-0.58184079,0
Se-Br-Ce,-2.084340823,0
Se-Br-Co,-0.49883952,0.044025295
Se-Br-Cr,-0.947563557,0.11542539
Se-Br-Fe,-0.418970587,0.197585227
Se-Br-Ga,-0.68953553,0.120476123
Se-Br-Gd,-2.11200927,4.20864274
Se-Br-In,-0.831473197,0.017940094
Se-Br-Ir,-0.374040863,0.058284983
Se-Br-La,-2.21655338,0.090911236
Se-Br-Lu,-2.06016274,0
Se-Br-Nd,-2.11092818,0.047373315
Se-Br-Rh,-0.633092947,0
Se-Br-Ru,-0.310034987,0.190458149
Se-Br-Sc,-1.952860647,0
Se-Br-Sm,-2.102870397,0.099955681
Se-Br-Y,-2.14750265,0
Se-Cl-Al,-1.230531223,0.113063333
Se-Cl-Bi,-0.657219177,0.021040864
Se-Cl-Ce,-2.20772224,0
Se-Cl-Co,-0.65139671,0.038956254
Se-Cl-Cr,-1.05744009,0.147253063
Se-Cl-Fe,-0.564204847,0.168162332
Se-Cl-Ga,-0.78111835,0.139850303
Se-Cl-Gd,-2.235914703,4.243143586
Se-Cl-In,-0.910796493,0
Se-Cl-Ir,-0.473139347,0
Se-Cl-La,-2.338871457,0.131655181
Se-Cl-Lu,-2.187549087,0
Se-Cl-Nd,-2.230646473,0.095778715
Se-Cl-Rh,-0.74444122,0
Se-Cl-Ru,-0.43345001,0.162952252
Se-Cl-Sc,-2.087218407,0
Se-Cl-Sm,-2.225046877,0.010448508
Se-Cl-Y,-2.270655753,0
Se-CN-Al,0.075359473,0.929764812
Se-CN-Bi,0.402931178,0.543402416
Se-CN-Ce,-0.810030347,0.735384816
Se-CN-Co,0.422010788,0.567442188
Se-CN-Cr,0.18681913,0.664668831
Se-CN-Fe,0.465834613,0.649171072
Se-CN-Ga,0.406627918,0.780475927
Se-CN-Gd,-0.70525663,3.642515504
Se-CN-In,0.304862208,0.629788244
Se-CN-Ir,0.49022849,0.647245839
Se-CN-La,-0.793220893,0.403531742
Se-CN-Lu,-0.659897278,0.643754375
Se-CN-Nd,-0.70639318,0.491282008
Se-CN-Rh,0.298740578,0.471879432
Se-CN-Ru,0.508672613,0.70464913
Se-CN-Sc,-0.581523105,0.534860139
Se-CN-Sm,-0.665134708,0.662701744
Se-CN-Y,-0.719414115,0.410390858
Se-F-Al,-1.676818737,0.58884333
Se-F-Bi,-1.19679494,0.114048142
Se-F-Ce,-2.755566487,0
Se-F-Co,-1.068339257,0.240495837
Se-F-Cr,-1.553018387,0.347853418
Se-F-Fe,-1.088841093,0.292198768
Se-F-Ga,-1.180218253,0.431892487
Se-F-Gd,-2.773151527,4.406547869
Se-F-In,-1.320539643,0.244419703
Se-F-Ir,-0.792660417,0.093429671
Se-F-La,-2.86934636,0.47641167
Se-F-Lu,-2.729734893,0.248602006
Se-F-Nd,-2.759042613,0.465426433
Se-F-Rh,-1.11350849,0
Se-F-Ru,-0.801557197,0.275122763
Se-F-Sc,-2.631928403,0.042907811
Se-F-Sm,-2.759145733,0.424880688
Se-F-Y,-2.79987739,0.404936869
Se-I-Al,-0.784580563,0.086498295
Se-I-Bi,-0.37043652,0.013041516
Se-I-Ce,-1.995699147,0.176197053
Se-I-Co,-0.169247537,0.105952089
Se-I-Cr,-0.709579537,0
Se-I-Fe,-0.094024813,0.252517678
Se-I-Ga,-0.40791264,0.172896081
Se-I-Gd,-1.833861923,3.781894498
Se-I-In,-0.5807815,0.056399842
Se-I-Ir,-0.14658456,0.059206883
Se-I-La,-1.950799657,0.047589572
Se-I-Lu,-1.76007179,0.014083244
Se-I-Nd,-1.842439323,0
Se-I-Rh,-0.363010047,0
Se-I-Ru,-0.07371807,0.184018931
Se-I-Sc,-1.649532123,0
Se-I-Sm,-1.829667547,0.028013374
Se-I-Y,-1.86301981,0
Se-NC-Al,0.026773695,0.881179035
Se-NC-Bi,0.411572838,0.552044076
Se-NC-Ce,-0.698588465,0.359490448
Se-NC-Co,0.42396823,0.56939963
Se-NC-Cr,0.163408915,0.641258616
Se-NC-Fe,0.48078645,0.664122909
Se-NC-Ga,0.387932658,0.761780667
Se-NC-Gd,-0.767092222,3.580679912
Se-NC-In,0.273239063,0.598165099
Se-NC-Ir,0.570226178,0.727243526
Se-NC-La,-0.842438853,0.354313782
Se-NC-Lu,-0.73051188,0.573139772
Se-NC-Nd,-0.766274683,0.431400505
Se-NCO-Al,-0.713453618,0.656583543
Se-NCO-Bi,-0.364981648,0.153150635
Se-NCO-Ce,-1.313158278,0.635963597
Se-NCO-Co,-0.409239304,0.204908127
Se-NCO-Cr,-0.677701384,0.342425763
Se-NCO-Fe,-0.362064696,0.264301191
Se-NCO-Ga,-0.44065186,0.368425317
Se-NCO-Gd,-0.477850472,0.855012814
Se-NCO-In,-0.505341198,0.228358975
Se-NCO-Ir,-0.27725162,0.246252449
Se-NCO-La,-1.33080206,0.340426769
Se-NCO-Lu,-1.28012752,0.433395038
Se-NCO-Nd,-1.287750434,0.359586388
Se-NCO-Rh,-0.449087436,0.087313837
Se-NCO-Ru,-0.272278352,0.282393052
Se-NCO-Sc,-1.234832872,0.377457698
Se-NCO-Sm,-1.289724902,0.382938775
Se-NCO-Y,-1.31813436,0.4169968
Se-NC-Rh,0.350572418,0.523711272
Se-NC-Ru,0.574284058,0.770260575
Se-NCS-Al,-0.233365619,0.450158726
Se-NCS-Bi,0.065782183,0.232523581
Se-NC-Sc,-0.654586,0.461797244
Se-NCS-Ce,-0.920051239,0.551553153
Se-NCS-Co,0.099530071,0.375390627
Se-NCS-Cr,-0.143072519,0.384072146
Se-NCS-Fe,0.174439259,0.476539071
Se-NCS-Ga,0.041354001,0.405025439
Se-NCS-Gd,-0.812660989,0.149437331
Se-NCS-In,-0.045307373,0.303482961
Se-NCS-Ir,0.179346609,0.45901527
Se-NCS-La,-0.908619321,0.342156014
Se-NCS-Lu,-0.822540289,0.30808049
Se-NC-Sm,-0.761682745,0.566153707
Se-NCS-Nd,-0.834713923,0.340383186
Se-NCS-Rh,0.017290401,0.351359339
Se-NCS-Ru,0.211640875,0.578794364
Se-NCS-Sc,-0.778125743,0.255453709
Se-NCS-Sm,-0.846352245,0.314399257
Se-NCS-Y,-0.871307641,0.246234114
Se-NC-Y,-0.79277953,0.337025443
Se-NO-Al,-0.260154735,1.452391718
Se-NO-Bi,0.130332375,0.735933162
Se-NO-Ce,-1.0167719,0.932294196
Se-NO-Co,-0.001609263,0.757145801
Se-NO-Cr,-0.294105235,0.9810537
Se-NO-Fe,-0.067084295,0.713350562
Se-NO-Ga,0.01172563,1.023072103
Se-NO-Gd,-0.926164003,0.545184841
Se-NO-In,-0.00272094,0.914404278
Se-NO-Ir,0.213222698,0.730375353
Se-NO-La,-1.04800918,1.041026859
