Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,Compound_id,Thermo_stability_level
NC-CN-Fe,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,26,20,10.4,6.24,6,55,82,27,74.6,7.84,77,12.0107,55.845,43.8343,21.57596,13.707616,12.0107,63.05,3823,3759.95,1916.62,1525.104,63.05,8,15,7,13.2,2.08,14,2,4,2,2.4,0.64,2,71,132,61,85.2,18.72,71,1.83,3.04,1.21,2.602,0.3504,2.55,2,2,0,2,0,2,0,3,3,2,0.8,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,4,8,4,5.2,1.12,4,0,0,0,0,0,0,0,4,4,2.8,1.12,3,0,4,4,0.8,1.28,0,0,0,0,0,0,0,3,4,1,3.6,0.48,3,5.64,14.76875,9.12875,10.3095,3.7356,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,2.1106628,2.1106628,0.42213256,0.675412096,0,194,229,35,201,11.2,194,2,2,1.2,0,0.306514536,0.043566865,0.49,1.21,0.72,0.73,0.509116882,-21000,2,1880_FeC2N2,L
NC-CN-Mg,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,12,6,7.6,1.76,6,68,82,14,77.2,3.84,77,12.0107,24.305,12.2943,15.26796,3.614816,12.0107,63.05,3823,3759.95,1739.02,1667.184,63.05,2,15,13,12,4,14,2,3,1,2.2,0.32,2,71,141,70,87,21.6,71,1.31,3.04,1.73,2.498,0.4752,2.55,2,2,0,2,0,2,0,3,3,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,4,0.8,4,0,0,0,0,0,0,0,4,4,2.8,1.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.8,1.12,3,5.64,22.89,17.25,12.7415,5.6812,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,0,0,0,0,0,194,194,0,194,0,194,2,2,0,0,0.526794252,0.076996259,0.49,1.73,1.24,0.903333333,0.876812409,-21000,2,1881_MgC2N2,M
NC-CN-Mn,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,25,19,10.2,5.92,6,52,82,30,74,8.8,77,12.0107,54.938045,42.927345,21.394569,13.4173904,12.0107,63.05,3823,3759.95,1858.22,1571.824,63.05,7,15,8,13,2.4,14,2,4,2,2.4,0.64,2,71,139,68,86.6,20.96,71,1.55,3.04,1.49,2.546,0.3984,2.55,2,2,0,2,0,2,0,3,3,2,0.8,2,0,5,5,1,1.6,0,0,0,0,0,0,0,4,7,3,5,0.8,4,0,0,0,0,0,0,0,4,4,2.8,1.12,3,0,5,5,1,1.6,0,0,0,0,0,0,0,3,5,2,3.8,0.64,3,5.64,14.76875,9.12875,10.26101724,3.696813793,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,0.000310121,0.000310121,0.000062,0.0000992,0,194,217,23,198.6,7.36,194,2,2,1,0,0.42594209,0.061092746,0.49,1.49,1,0.823333333,0.707106781,-21000,2,1882_MnC2N2,L
NC-CN-Ni,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,28,22,10.8,6.88,6,61,82,21,75.8,5.92,77,12.0107,58.6934,46.6827,22.14564,14.619104,12.0107,63.05,3823,3759.95,1900.02,1538.384,63.05,10,15,5,13.6,1.44,14,2,4,2,2.4,0.64,2,71,124,53,83.6,16.16,71,1.91,3.04,1.13,2.618,0.3376,2.55,2,2,0,2,0,2,0,3,3,2,0.8,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,4,10,6,5.6,1.76,4,0,0,0,0,0,0,0,4,4,2.8,1.12,3,0,2,2,0.4,0.64,0,0,0,0,0,0,0,2,4,2,3.2,0.64,3,5.64,14.76875,9.12875,10.2275,3.67,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,0.5953947,0.5953947,0.11907894,0.190526304,0,194,225,31,200.2,9.92,194,2,2,1.6,0,0.273287979,0.038971007,0.49,1.13,0.64,0.703333333,0.45254834,-21000,2,1883_NiC2N2,L
NC-CN-Pb,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,82,76,21.6,24.16,6,77,82,5,79.8,2.24,77,12.0107,207.2,195.1893,51.84696,62.141216,12.0107,63.05,3823,3759.95,1674.542,1718.7664,63.05,14,15,1,14.4,0.48,14,2,6,4,2.8,1.28,2,71,146,75,88,23.2,71,2.33,3.04,0.71,2.702,0.2704,2.55,2,2,0,2,0,2,2,3,1,2.4,0.48,2,0,10,10,2,3.2,0,0,14,14,2.8,4.48,0,4,28,24,9.2,7.52,4,0,0,0,0,0,0,3,4,1,3.6,0.48,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3.6,0.48,3,5.64,28.11,22.47,13.7855,6.5164,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,0,0,0,0,0,194,225,31,200.2,9.92,194,2,2.4,2,2.8,0.118407193,0.019756184,0.49,0.71,0.22,0.563333333,0.155563492,-21000,2,1884_PbC2N2,L
NC-CN-Pd,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,46,40,14.4,12.64,6,62,82,20,76,5.6,77,12.0107,106.42,94.4093,31.69096,29.891616,12.0107,63.05,3823,3759.95,1920.03,1522.376,63.05,10,15,5,13.6,1.44,14,2,5,3,2.6,0.96,2,71,139,68,86.6,20.96,71,2.2,3.04,0.84,2.676,0.2912,2.55,0,2,2,1.6,0.64,2,0,3,3,2,0.8,2,0,10,10,2,3.2,0,0,0,0,0,0,0,4,10,6,5.6,1.76,4,0,0,0,0,0,0,0,4,4,2.8,1.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.8,1.12,3,5.64,14.76875,9.12875,11.0455,4.3244,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,0,0,0,0,0,194,225,31,200.2,9.92,194,1.6,2,2,0,0.161717397,0.024671698,0.49,0.84,0.35,0.606666667,0.247487373,-21000,2,1885_PdC2N2,L
NC-CN-Pt,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,78,72,20.8,22.88,6,63,82,19,76.2,5.28,77,12.0107,195.084,183.0733,49.42376,58.264096,12.0107,63.05,3823,3759.95,1962.7,1519.72,63.05,10,15,5,13.6,1.44,14,2,6,4,2.8,1.28,2,71,136,65,86,20,71,2.28,3.04,0.76,2.692,0.2784,2.55,1,2,1,1.8,0.32,2,0,3,3,2,0.8,2,0,9,9,1.8,2.88,0,0,14,14,2.8,4.48,0,4,24,20,8.4,6.24,4,0,1,1,0.2,0.32,0,0,4,4,2.8,1.12,3,0,1,1,0.2,0.32,0,0,0,0,0,0,0,2,4,2,3.2,0.64,3,5.64,15.02,9.38,11.1675,4.422,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,0,0,0,0,0,194,225,31,200.2,9.92,194,1.8,2,1.8,2.8,0.134458538,0.021522919,0.236666667,0.236666667,0,0.236666667,0,-150866.6667,2,1886_PtC2N2,L
NC-CN-Sr,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,38,32,12.8,10.08,6,8,82,74,65.2,22.88,77,12.0107,87.62,75.6093,27.93096,23.875616,12.0107,63.05,3823,3759.95,1764.42,1646.864,63.05,2,15,13,12,4,14,2,5,3,2.6,0.96,2,71,195,124,97.8,38.88,71,0.95,3.04,2.09,2.426,0.5904,2.55,2,2,0,2,0,2,0,3,3,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,4,0.8,4,0,0,0,0,0,0,0,4,4,2.8,1.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.8,1.12,3,5.64,54.23,48.59,19.0095,14.0882,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,0,0,0,0,0,194,225,31,200.2,9.92,194,2,2,0,0,0.664463656,0.10029514,0.49,2.09,1.6,1.023333333,1.13137085,-21000,2,1887_SrC2N2,M
NC-CN-Zn,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,6,30,24,11.2,7.52,6,69,82,13,77.4,3.68,77,12.0107,65.38,53.3693,23.48296,16.758816,12.0107,63.05,3823,3759.95,1692.956,1704.0352,63.05,12,15,3,14,0.8,14,2,4,2,2.4,0.64,2,71,122,51,83.2,15.52,71,1.65,3.04,1.39,2.566,0.3792,2.55,2,2,0,2,0,2,0,3,3,2,0.8,2,0,10,10,2,3.2,0,0,0,0,0,0,0,4,12,8,6,2.4,4,0,0,0,0,0,0,0,4,4,2.8,1.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.8,1.12,3,5.64,14.76875,9.12875,10.9555,4.2524,5.64,0,6.437,6.437,4.3732,1.74928,4.496,0,0,0,0,0,0,194,194,0,194,0,194,2,2,2,0,0.3830856,0.054633371,0.49,1.39,0.9,0.79,0.636396103,-21000,2,1888_ZnC2N2,L
NC-F-Ba,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,56,50,19.5,18.25,6,9,93,84,65.25,28.125,9,12.0107,137.327,125.3163,45.5857008,45.8706496,12.0107,53.5,3823,3769.5,1234.8875,1294.05625,53.5,2,17,15,12,5,2,2,6,4,3,1.5,2,57,215,158,104.75,55.125,57,0.89,3.98,3.09,2.615,0.895,0.89,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,4.5,1.5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,63.59,57.95,23.4265625,20.08171875,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,229,214,158,71.5,15,2,2.5,0,0,0.908097312,0.171738141,0.96,2.62,1.66,1.79,1.173797257,-174500,2,1889_BaCFN,M
NC-F-Be,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,4,9,5,6.5,1.5,4,67,93,26,79.75,7.75,67,9.012182,18.9984032,9.9862212,13.5069963,2.9955553,9.012182,53.5,3823,3769.5,1374.8875,1316.6125,53.5,2,17,15,12,5,2,2,2,0,2,0,2,57,96,39,75,11,57,1.57,3.98,2.41,2.785,0.725,1.57,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,4.5,1.5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,14.76875,9.12875,9.5015625,2.7365625,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,194,179,149.25,67.125,15,2,2.5,0,0,0.765904236,0.128339976,0.96,1.94,0.98,1.45,0.692964646,-174500,2,1890_BeCFN,M
NC-F-Ca,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,20,14,10.5,4.75,6,7,93,86,64.75,28.875,7,12.0107,40.078,28.0673,21.2734508,9.4022746,12.0107,53.5,3823,3769.5,1263.6375,1279.68125,53.5,2,17,15,12,5,2,2,4,2,2.5,0.75,2,57,176,119,95,40.5,57,1,3.98,2.98,2.6425,0.8675,1,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,4.5,1.5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,37.77,32.13,16.9715625,10.39921875,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,225,210,157,71,15,2,2.5,0,0,0.891401752,0.165395089,0.96,2.51,1.55,1.735,1.096015511,-174500,2,1891_CaCFN,M
NC-F-Cd,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,48,42,17.5,15.25,6,70,93,23,80.5,7,70,12.0107,112.411,100.4003,39.3567008,36.5271496,12.0107,53.5,3823,3769.5,1133.4425,1344.77875,53.5,12,17,5,14.5,1.5,12,2,5,3,2.75,1.125,2,57,144,87,87,28.5,57,1.69,3.98,2.29,2.815,0.695,1.69,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,4,12,8,7,2.5,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,19.495,13.855,12.4028125,4.7290625,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,194,179,149.25,67.125,15,2,2.5,2.5,0,0.730456367,0.120119946,0.96,1.82,0.86,1.39,0.608111832,-174500,2,1892_CdCFN,M
NC-F-Co,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,27,21,12.25,7.375,6,58,93,35,77.5,10,58,12.0107,58.933195,46.922495,25.98724955,16.47297272,12.0107,53.5,3823,3769.5,1426.8875,1368.6125,53.5,9,17,8,13.75,2.375,9,2,4,2,2.5,0.75,2,57,126,69,82.5,21.75,57,1.88,3.98,2.1,2.8625,0.6475,1.88,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,7,7,1.75,2.625,0,0,0,0,0,0,0,4,9,5,6.25,1.75,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,4,3,2.75,0.875,1,5.64,14.76875,9.12875,10.0903125,2.4165625,5.64,0,6.437,6.437,3.22575,2.24075,0,0,1.5484712,1.5484712,0.3871178,0.5806767,0,15,194,179,149.25,67.125,15,2,2.5,1.75,0,0.667960055,0.107280085,0.96,1.63,0.67,1.295,0.473761543,-174500,2,1893_CoCFN,M
NC-F-Cu,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,29,23,12.75,8.125,6,64,93,29,79,8.5,64,12.0107,63.546,51.5353,27.1404508,18.2027746,12.0107,53.5,3823,3769.5,1324.33,1266.055,53.5,11,17,6,14.25,1.75,11,2,4,2,2.5,0.75,2,57,132,75,84,24,57,1.9,3.98,2.08,2.8675,0.6425,1.9,1,2,1,1.75,0.375,1,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,4,11,7,6.75,2.25,4,0,1,1,0.25,0.375,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.25,1.25,1,5.64,14.76875,9.12875,10.2965625,2.6228125,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,225,210,157,71,15,1.75,2.5,2.5,0,0.660947393,0.10595547,0.96,1.61,0.65,1.285,0.459619408,-174500,2,1894_CuCFN,M
NC-F-Fe,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,26,20,12,7,6,55,93,38,76.75,10.875,55,12.0107,55.845,43.8343,25.2152008,15.3148996,12.0107,53.5,3823,3769.5,1437.6375,1379.3625,53.5,8,17,9,13.5,2.75,8,2,4,2,2.5,0.75,2,57,132,75,84,24,57,1.83,3.98,2.15,2.85,0.66,1.83,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,6,6,1.5,2.25,0,0,0,0,0,0,0,4,8,4,6,1.5,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,4,4,1,1.5,0,0,0,0,0,0,0,1,4,3,3,1,1,5.64,14.76875,9.12875,10.2115625,2.5378125,5.64,0,6.437,6.437,3.22575,2.24075,0,0,2.1106628,2.1106628,0.5276657,0.79149855,0,15,229,214,158,71.5,15,2,2.5,1.5,0,0.685139313,0.110619303,0.96,1.68,0.72,1.32,0.509116882,-174500,2,1895_FeCFN,M
NC-F-Mg,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,12,6,8.5,2,6,68,93,25,80,7.5,68,12.0107,24.305,12.2943,17.3302008,4.3215008,12.0107,53.5,3823,3769.5,1215.6375,1303.68125,53.5,2,17,15,12,5,2,2,3,1,2.25,0.375,2,57,141,84,86.25,27.375,57,1.31,3.98,2.67,2.72,0.79,1.31,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,4.5,1.5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,22.89,17.25,13.2515625,5.5778125,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,194,179,149.25,67.125,15,2,2.5,0,0,0.831736655,0.145898351,0.96,2.2,1.24,1.58,0.876812409,-174500,2,1896_MgCFN,M
NC-F-Mn,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,25,19,11.75,6.625,6,52,93,41,76,12,52,12.0107,54.938045,42.927345,24.98846205,14.97479148,12.0107,53.5,3823,3769.5,1364.6375,1306.3625,53.5,7,17,10,13.25,3.125,7,2,4,2,2.5,0.75,2,57,139,82,85.75,26.625,57,1.55,3.98,2.43,2.78,0.73,1.55,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,4,7,3,5.75,1.25,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,5,4,3.25,1.25,1,5.64,14.76875,9.12875,10.15095905,2.477209052,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0.000310121,0.000310121,0.0000775,0.000116295,0,15,217,202,155,70,15,2,2.5,1.25,0,0.771501355,0.129709025,0.96,1.96,1,1.46,0.707106781,-174500,2,1897_MnCFN,M
NC-F-Ni,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,28,22,12.5,7.75,6,61,93,32,78.25,9.25,61,12.0107,58.6934,46.6827,25.9273008,16.3830496,12.0107,53.5,3823,3769.5,1416.8875,1358.6125,53.5,10,17,7,14,2,10,2,4,2,2.5,0.75,2,57,124,67,82,21,57,1.91,3.98,2.07,2.87,0.64,1.91,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,8,8,2,3,0,0,0,0,0,0,0,4,10,6,6.5,2,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,2,2,0.5,0.75,0,0,0,0,0,0,0,1,4,3,2.5,1,1,5.64,14.76875,9.12875,10.1090625,2.4353125,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,15,225,210,157,71,15,2,2.5,2,0,0.657411411,0.105295794,0.96,1.6,0.64,1.28,0.45254834,-174500,2,1898_NiCFN,M
NC-F-Pb,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,82,76,26,28,6,77,93,16,83.25,4.875,77,12.0107,207.2,195.1893,63.0539508,72.0730246,12.0107,53.5,3823,3769.5,1135.04,1343.98,53.5,14,17,3,15,1,14,2,6,4,3,1.5,2,57,146,89,87.5,29.25,57,2.33,3.98,1.65,2.975,0.535,2.33,2,2,0,2,0,2,2,5,3,3,1,2,0,10,10,2.5,3.75,0,0,14,14,3.5,5.25,0,4,28,24,11,8.5,4,0,0,0,0,0,0,1,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,1,1,5.64,28.11,22.47,14.5565625,6.8828125,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,225,210,157,71,15,2,3,2.5,3.5,0.493699544,0.080052222,0.96,1.18,0.22,1.07,0.155563492,-174500,2,1899_PbCFN,M
NC-F-Pd,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,46,40,17,14.5,6,62,93,31,78.5,9,62,12.0107,106.42,94.4093,37.8589508,34.2805246,12.0107,53.5,3823,3769.5,1441.9,1383.625,53.5,10,17,7,14,2,10,2,5,3,2.75,1.125,2,57,139,82,85.75,26.625,57,2.2,3.98,1.78,2.9425,0.5675,2.2,0,2,2,1.5,0.75,0,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,4,10,6,6.5,2,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,14.76875,9.12875,11.1315625,3.4578125,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,225,210,157,71,15,1.5,2.5,2.5,0,0.547107279,0.087230451,0.96,1.31,0.35,1.135,0.247487373,-174500,2,1900_PdCFN,L
NC-F-Pt,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,78,72,25,26.5,6,63,93,30,78.75,8.75,63,12.0107,195.084,183.0733,60.0249508,67.5295246,12.0107,53.5,3823,3769.5,1495.2375,1436.9625,53.5,10,17,7,14,2,10,2,6,4,3,1.5,2,57,136,79,85,25.5,57,2.28,3.98,1.7,2.9625,0.5475,2.28,1,2,1,1.75,0.375,1,0,5,5,2.5,1.5,0,0,9,9,2.25,3.375,0,0,14,14,3.5,5.25,0,4,24,20,10,7,4,0,1,1,0.25,0.375,0,0,4,4,2,1.5,0,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,4,3,2.5,1,1,5.64,15.02,9.38,11.2840625,3.6103125,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,225,210,157,71,15,1.75,2.5,2.25,3.5,0.514463105,0.082730206,0.96,1.23,0.27,1.095,0.190918831,-174500,2,1901_PtCFN,L
NC-F-Sr,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,38,32,15,11.5,6,8,93,85,65,28.5,8,12.0107,87.62,75.6093,33.1589508,27.2305246,12.0107,53.5,3823,3769.5,1247.3875,1287.80625,53.5,2,17,15,12,5,2,2,5,3,2.75,1.125,2,57,195,138,99.75,47.625,57,0.95,3.98,3.03,2.63,0.88,0.95,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,4.5,1.5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,54.23,48.59,21.0865625,16.57171875,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,225,210,157,71,15,2,2.5,0,0,0.899261275,0.16832089,0.96,2.56,1.6,1.76,1.13137085,-174500,2,1902_SrCFN,M
NC-F-Zn,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,30,24,13,8.5,6,69,93,24,80.25,7.25,69,12.0107,65.38,53.3693,27.5989508,18.8905246,12.0107,53.5,3823,3769.5,1158.0575,1332.47125,53.5,12,17,5,14.5,1.5,12,2,4,2,2.5,0.75,2,57,122,65,81.5,20.25,57,1.65,3.98,2.33,2.805,0.705,1.65,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,4,12,8,7,2.5,4,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,14.76875,9.12875,11.0190625,3.3453125,5.64,0,6.437,6.437,3.22575,2.24075,0,0,0,0,0,0,0,15,194,179,149.25,67.125,15,2,2.5,2.5,0,0.742626,0.122857928,0.96,1.86,0.9,1.41,0.636396103,-174500,2,1903_ZnCFN,M
NC-I-Ba,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,6,56,50,30.5,24,6,9,96,87,66,28.5,9,12.0107,137.327,125.3163,72.5622175,59.5535175,12.0107,63.05,3823,3759.95,1318.225,1252.3875,63.05,2,17,15,12,5,2,2,6,4,3.75,1.75,2,71,215,144,125.25,51.75,71,0.89,3.04,2.15,2.285,0.6975,0.89,2,2,0,2,0,2,0,5,5,2.5,1.5,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,17,15,7,5,2,0,0,0,0,0,0,0,4,4,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1.5,0,5.64,63.59,57.95,31.7534375,21.5490625,5.64,0,6.437,6.437,2.99875,2.46775,0,0,0,0,0,0,0,64,229,165,170.25,53.125,64,2,2.5,2.5,0,0.685139313,0.113926049,0.3,1.96,1.66,1.13,1.173797257,-158100,2,1904_BaCIN,M
