Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,Compound_id,Thermo_stability_level
OCN-NCO-Zn,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,6,30,24,10.28571429,5.632653061,6,69,87,18,80.14285714,4.979591837,77,12.0107,65.38,53.3693,21.3448,12.58148571,12.0107,54.8,3823,3768.2,1224.911429,1484.622041,54.8,12,16,4,14.57142857,1.06122449,14,2,4,2,2.285714286,0.489795918,2,66,122,56,78.28571429,12.48979592,66,1.65,3.44,1.79,2.815714286,0.484897959,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,4,12,8,6,1.714285714,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,2,5.64,14.76875,9.12875,10.42678571,3.490612245,5.64,0,6.437,6.437,3.123714286,2.677469388,0,0,0,0,0,0,0,12,194,182,142,74.28571429,12,2,2.571428571,1.428571429,0,0.551131362,0.068235548,0.69,1.59,0.9,0.99,0.636396103,-151500,2,2333_ZnC2N2O2,M
OCN-NC-Pb,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,82,76,19.33333333,20.88888889,6,77,87,10,81,2.666666667,77,12.0107,207.2,195.1893,45.87236667,53.77587778,12.0107,54.8,3823,3768.2,1404.585,1612.276667,63.05,14,16,2,14.66666667,0.666666667,14,2,6,4,2.666666667,1.111111111,2,66,146,80,84.33333333,20.55555556,71,2.33,3.44,1.11,2.825,0.348333333,2.55,2,2,0,2,0,2,2,4,2,2.666666667,0.666666667,2,0,10,10,1.666666667,2.777777778,0,0,14,14,2.333333333,3.888888889,0,4,28,24,8.666666667,6.444444444,4,0,0,0,0,0,0,2,4,2,3.333333333,0.666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3.333333333,0.666666667,3,5.64,28.11,22.47,13.00541667,6.210416667,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0,0,0,0,0,12,225,213,168.8333333,52.27777778,194,2,2.666666667,1.666666667,2.333333333,0.265103055,0.033242503,0.623333333,0.843333333,0.22,0.696666667,0.155563492,-108000,2,2334_PbC2N2O,L
OCN-NC-Pd,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,46,40,13.33333333,10.88888889,6,62,87,25,77.83333333,5.833333333,77,12.0107,106.42,94.4093,29.0757,25.78143333,12.0107,54.8,3823,3768.2,1609.158333,1548.858333,63.05,10,16,6,14,1.333333333,14,2,5,3,2.5,0.833333333,2,66,139,73,83.16666667,18.61111111,71,2.2,3.44,1.24,2.803333333,0.37,2.55,0,2,2,1.666666667,0.555555556,2,0,4,4,2.333333333,1,2,0,10,10,1.666666667,2.777777778,0,0,0,0,0,0,0,4,10,6,5.666666667,1.555555556,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,5.64,14.76875,9.12875,10.72208333,3.927083333,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0,0,0,0,0,12,225,213,168.8333333,52.27777778,194,1.666666667,2.333333333,1.666666667,0,0.319140971,0.038157107,0.623333333,0.973333333,0.35,0.74,0.247487373,-108000,2,2335_PdC2N2O,L
OCN-NC-Pt,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,78,72,18.66666667,19.77777778,6,63,87,24,78,5.666666667,77,12.0107,195.084,183.0733,43.85303333,50.41032222,12.0107,54.8,3823,3768.2,1644.716667,1584.416667,63.05,10,16,6,14,1.333333333,14,2,6,4,2.666666667,1.111111111,2,66,136,70,82.66666667,17.77777778,71,2.28,3.44,1.16,2.816666667,0.356666667,2.55,1,2,1,1.833333333,0.277777778,2,0,4,4,2.333333333,1,2,0,9,9,1.5,2.5,0,0,14,14,2.333333333,3.888888889,0,4,24,20,8,5.333333333,4,0,1,1,0.166666667,0.277777778,0,0,4,4,2.666666667,1.111111111,3,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,2,4,2,3,0.666666667,3,5.64,15.02,9.38,10.82375,4.02875,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0,0,0,0,0,12,225,213,168.8333333,52.27777778,194,1.833333333,2.333333333,1.5,2.333333333,0.285662686,0.035040503,0.623333333,0.893333333,0.27,0.713333333,0.190918831,-108000,2,2336_PtC2N2O,L
OCN-NCS-Ba,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,56,50,15.14285714,11.91836735,6,9,88,79,71.71428571,17.91836735,77,12.0107,137.327,125.3163,33.91802857,29.54542041,12.0107,54.8,3823,3768.2,1316.465714,1432.305306,63.05,2,16,14,13.14285714,3.183673469,14,2,6,4,2.714285714,1.020408163,2,66,215,149,97.14285714,35.91836735,71,0.89,3.44,2.55,2.584285714,0.504897959,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,5.64,63.59,57.95,19.89991071,14.16487245,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,229,217,155.2857143,65.30612245,194,2,2.571428571,0,0,0.803211356,0.094339506,0.475,2.135,1.66,1.028333333,1.173797257,-181000,2,2337_BaC2N2OS,M
OCN-NCS-Be,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,4,16,12,7.714285714,2.448979592,6,67,88,21,80,5.428571429,77,9.012182,32.065,23.052818,15.58734029,4.825634122,12.0107,54.8,3823,3768.2,1396.465714,1433.315102,63.05,2,16,14,13.14285714,3.183673469,14,2,3,1,2.142857143,0.244897959,2,66,105,39,80.14285714,11.63265306,71,1.57,3.44,1.87,2.681428571,0.421632653,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,5.64,25.786875,20.146875,11.94276786,5.570306122,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,194,182,150.2857143,62.44897959,194,2,2.571428571,0,0,0.582814787,0.061482781,0.475,1.455,0.98,0.801666667,0.692964646,-181000,2,2338_BeC2N2OS,M
OCN-NCS-Ca,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,20,14,10,4.571428571,6,7,88,81,71.42857143,18.40816327,77,12.0107,40.078,28.0673,20.02531429,9.16924898,12.0107,54.8,3823,3768.2,1332.894286,1422.917551,63.05,2,16,14,13.14285714,3.183673469,14,2,4,2,2.428571429,0.612244898,2,66,176,110,91.57142857,27.95918367,71,1,3.44,2.44,2.6,0.491428571,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,5.64,37.77,32.13,16.21133929,8.895484694,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,225,213,154.7142857,64.97959184,194,2,2.571428571,0,0,0.77426646,0.089347556,0.475,2.025,1.55,0.991666667,1.096015511,-181000,2,2339_CaC2N2OS,M
OCN-NCS-Cd,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,48,42,14,10.28571429,6,70,88,18,80.42857143,4.93877551,77,12.0107,112.411,100.4003,30.3586,23.93108571,12.0107,54.8,3823,3768.2,1258.497143,1465.430204,63.05,12,16,4,14.57142857,1.06122449,14,2,5,3,2.571428571,0.816326531,2,66,144,78,87,21.42857143,71,1.69,3.44,1.75,2.698571429,0.406938776,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,4,12,8,6,1.714285714,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,5.64,25.786875,20.146875,13.600625,5.833392857,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,194,182,150.2857143,62.44897959,194,2,2.571428571,1.428571429,0,0.534956812,0.05565716,0.475,1.335,0.86,0.761666667,0.608111832,-181000,2,2340_CdC2N2OS,M
OCN-NCS-Co,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,27,21,11,6,6,58,88,30,78.71428571,6.897959184,77,12.0107,58.933195,46.922495,22.71891357,13.01724796,12.0107,54.8,3823,3768.2,1426.18,1467.274286,63.05,9,16,7,14.14285714,1.551020408,14,2,4,2,2.428571429,0.612244898,2,66,126,60,84.42857143,17.75510204,71,1.88,3.44,1.56,2.725714286,0.383673469,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,7,7,1,1.714285714,0,0,0,0,0,0,0,4,9,5,5.571428571,1.224489796,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,3,3,0.428571429,0.734693878,0,0,0,0,0,0,0,2,4,2,3,0.571428571,3,5.64,25.786875,20.146875,12.27919643,5.281938776,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,1.5484712,1.5484712,0.221210171,0.379217437,0,12,194,182,150.2857143,62.44897959,194,2,2.571428571,1,0,0.455779074,0.046893543,0.475,1.145,0.67,0.698333333,0.473761543,-181000,2,2341_CoC2N2OS,M
OCN-NCS-Cu,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,29,23,11.28571429,6.408163265,6,64,88,24,79.57142857,5.918367347,77,12.0107,63.546,51.5353,23.37788571,13.95863673,12.0107,54.8,3823,3768.2,1367.575714,1403.099592,63.05,11,16,5,14.42857143,1.224489796,14,2,4,2,2.428571429,0.612244898,2,66,132,66,85.28571429,18.97959184,71,1.9,3.44,1.54,2.728571429,0.38122449,2.55,1,2,1,1.857142857,0.244897959,2,0,4,4,2.571428571,1.06122449,2,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,4,11,7,5.857142857,1.551020408,4,0,1,1,0.142857143,0.244897959,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.714285714,0.897959184,3,5.64,25.786875,20.146875,12.39705357,5.180918367,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,225,213,154.7142857,64.97959184,194,1.857142857,2.571428571,1.428571429,0,0.447277936,0.046016215,0.475,1.125,0.65,0.691666667,0.459619408,-181000,2,2342_CuC2N2OS,L
OCN-NCS-Fe,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,26,20,10.85714286,5.795918367,6,55,88,33,78.28571429,7.387755102,77,12.0107,55.845,43.8343,22.27774286,12.38700408,12.0107,54.8,3823,3768.2,1432.322857,1474.294694,63.05,8,16,8,14,1.714285714,14,2,4,2,2.428571429,0.612244898,2,66,132,66,85.28571429,18.97959184,71,1.83,3.44,1.61,2.718571429,0.389795918,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,6,6,0.857142857,1.469387755,0,0,0,0,0,0,0,4,8,4,5.428571429,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,4,4,0.571428571,0.979591837,0,0,0,0,0,0,0,2,4,2,3.142857143,0.734693878,3,5.64,25.786875,20.146875,12.34848214,5.22255102,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,2.1106628,2.1106628,0.301523257,0.516897012,0,12,229,217,155.2857143,65.30612245,194,2,2.571428571,0.857142857,0,0.476922164,0.049128857,0.475,1.195,0.72,0.715,0.509116882,-181000,2,2343_FeC2N2OS,M
OCN-NCS-Mg,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,16,10,8.857142857,2.93877551,6,68,88,20,80.14285714,5.265306122,77,12.0107,32.065,20.0543,17.77202857,5.950269388,12.0107,54.8,3823,3768.2,1305.465714,1438.59102,63.05,2,16,14,13.14285714,3.183673469,14,2,3,1,2.285714286,0.408163265,2,66,141,75,86.57142857,20.81632653,71,1.31,3.44,2.13,2.644285714,0.453469388,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,5.64,25.786875,20.146875,14.085625,6.249107143,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,194,182,150.2857143,62.44897959,194,2,2.571428571,0,0,0.67832868,0.074389973,0.475,1.715,1.24,0.888333333,0.876812409,-181000,2,2344_MgC2N2OS,M
OCN-NCS-Mn,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,25,19,10.71428571,5.591836735,6,52,88,36,77.85714286,7.87755102,77,12.0107,54.938045,42.927345,22.14817786,12.20191122,12.0107,54.8,3823,3768.2,1390.608571,1426.621224,63.05,7,16,9,13.85714286,1.959183673,14,2,4,2,2.428571429,0.612244898,2,66,139,73,86.28571429,20.40816327,71,1.55,3.44,1.89,2.678571429,0.424081633,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,5,5,0.714285714,1.224489796,0,0,0,0,0,0,0,4,7,3,5.285714286,0.897959184,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,5,5,0.714285714,1.224489796,0,0,0,0,0,0,0,2,5,3,3.285714286,0.897959184,3,5.64,25.786875,20.146875,12.3138516,5.252234342,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0.000310121,0.000310121,0.0000443,0.0000759,0,12,217,205,153.5714286,64.32653061,194,2,2.571428571,0.714285714,0,0.590584604,0.062467453,0.475,1.475,1,0.808333333,0.707106781,-181000,2,2345_MnC2N2OS,M
OCN-NCS-Ni,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,28,22,11.14285714,6.204081633,6,61,88,27,79.14285714,6.408163265,77,12.0107,58.6934,46.6827,22.68465714,12.9683102,12.0107,54.8,3823,3768.2,1420.465714,1460.743673,63.05,10,16,6,14.28571429,1.387755102,14,2,4,2,2.428571429,0.612244898,2,66,124,58,84.14285714,17.34693878,71,1.91,3.44,1.53,2.73,0.38,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,8,8,1.142857143,1.959183673,0,0,0,0,0,0,0,4,10,6,5.714285714,1.387755102,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,2,2,0.285714286,0.489795918,0,0,0,0,0,0,0,2,4,2,2.857142857,0.734693878,3,5.64,25.786875,20.146875,12.28991071,5.272755102,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0.5953947,0.5953947,0.085056386,0.145810947,0,12,225,213,154.7142857,64.97959184,194,2,2.571428571,1.142857143,0,0.443019473,0.045581363,0.475,1.115,0.64,0.688333333,0.45254834,-181000,2,2346_NiC2N2OS,M
OCN-NCS-Pb,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,82,76,18.85714286,18.04081633,6,77,88,11,82,3.142857143,77,12.0107,207.2,195.1893,43.89988571,46.65717551,12.0107,54.8,3823,3768.2,1259.41,1464.908571,63.05,14,16,2,14.85714286,0.734693878,14,2,6,4,2.714285714,1.020408163,2,66,146,80,87.28571429,21.83673469,71,2.33,3.44,1.11,2.79,0.328571429,2.55,2,2,0,2,0,2,2,4,2,2.857142857,0.734693878,2,0,10,10,1.428571429,2.448979592,0,0,14,14,2,3.428571429,0,4,28,24,8.285714286,5.632653061,4,0,0,0,0,0,0,2,4,2,3.142857143,0.734693878,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3.142857143,0.734693878,3,5.64,28.11,22.47,14.83133929,6.924056122,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,225,213,154.7142857,64.97959184,194,2,2.857142857,1.428571429,2,0.265103055,0.030296867,0.475,0.695,0.22,0.548333333,0.155563492,-181000,2,2347_PbC2N2OS,M
OCN-NCS-Pd,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,46,40,13.71428571,9.87755102,6,62,88,26,79.28571429,6.244897959,77,12.0107,106.42,94.4093,29.50274286,22.70843265,12.0107,54.8,3823,3768.2,1434.758571,1477.078367,63.05,10,16,6,14.28571429,1.387755102,14,2,5,3,2.571428571,0.816326531,2,66,139,73,86.28571429,20.40816327,71,2.2,3.44,1.24,2.771428571,0.344489796,2.55,0,2,2,1.714285714,0.489795918,2,0,4,4,2.571428571,1.06122449,2,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,4,10,6,5.714285714,1.387755102,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,5.64,25.786875,20.146875,12.87419643,5.210739796,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,225,213,154.7142857,64.97959184,194,1.714285714,2.571428571,1.428571429,0,0.319140971,0.034314793,0.475,0.825,0.35,0.591666667,0.247487373,-181000,2,2348_PdC2N2OS,L
OCN-NCS-Pt,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,78,72,18.28571429,17.06122449,6,63,88,25,79.42857143,6.081632653,77,12.0107,195.084,183.0733,42.16902857,43.68999184,12.0107,54.8,3823,3768.2,1465.237143,1511.91102,63.05,10,16,6,14.28571429,1.387755102,14,2,6,4,2.714285714,1.020408163,2,66,136,70,85.85714286,19.79591837,71,2.28,3.44,1.16,2.782857143,0.334693878,2.55,1,2,1,1.857142857,0.244897959,2,0,4,4,2.571428571,1.06122449,2,0,9,9,1.285714286,2.204081633,0,0,14,14,2,3.428571429,0,4,24,20,7.714285714,4.653061224,4,0,1,1,0.142857143,0.244897959,0,0,4,4,2.571428571,1.06122449,3,0,1,1,0.142857143,0.244897959,0,0,0,0,0,0,0,2,4,2,2.857142857,0.734693878,3,5.64,25.786875,20.146875,12.96133929,5.285433673,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,225,213,154.7142857,64.97959184,194,1.857142857,2.571428571,1.285714286,2,0.285662686,0.031755504,0.475,0.745,0.27,0.565,0.190918831,-181000,2,2349_PtC2N2OS,L
OCN-NC-Sr,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,38,32,12,8.666666667,6,8,87,79,68.83333333,20.27777778,77,12.0107,87.62,75.6093,25.94236667,20.55921111,12.0107,54.8,3823,3768.2,1479.483333,1562.344444,63.05,2,16,14,12.66666667,3.555555556,14,2,5,3,2.5,0.833333333,2,66,195,129,92.5,34.16666667,71,0.95,3.44,2.49,2.595,0.578333333,2.55,2,2,0,2,0,2,0,4,4,2.333333333,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.333333333,1,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,5.64,54.23,48.59,17.35875,12.29041667,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0,0,0,0,0,12,225,213,168.8333333,52.27777778,194,2,2.333333333,0,0,0.787757332,0.103690508,0.623333333,2.223333333,1.6,1.156666667,1.13137085,-108000,2,2350_SrC2N2O,M
OCN-NCS-Sr,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,38,32,12.57142857,8.244897959,6,8,88,80,71.57142857,18.16326531,77,12.0107,87.62,75.6093,26.81702857,18.87169796,12.0107,54.8,3823,3768.2,1323.608571,1428.223673,63.05,2,16,14,13.14285714,3.183673469,14,2,5,3,2.571428571,0.816326531,2,66,195,129,94.28571429,31.83673469,71,0.95,3.44,2.49,2.592857143,0.49755102,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.571428571,1.06122449,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,5.64,54.23,48.59,18.56276786,12.25466837,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,225,213,154.7142857,64.97959184,194,2,2.571428571,0,0,0.787757332,0.091642834,0.475,2.075,1.6,1.008333333,1.13137085,-181000,2,2351_SrC2N2OS,M
OCN-NCS-Zn,5,0.473803541,0.381200236,0.33122028,0.315979618,0.306265816,6,30,24,11.42857143,6.612244898,6,69,88,19,80.28571429,5.102040816,77,12.0107,65.38,53.3693,23.63988571,14.33292245,12.0107,54.8,3823,3768.2,1272.562857,1457.392653,63.05,12,16,4,14.57142857,1.06122449,14,2,4,2,2.428571429,0.612244898,2,66,122,56,83.85714286,16.93877551,71,1.65,3.44,1.79,2.692857143,0.411836735,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.06122449,2,0,10,10,1.428571429,2.448979592,0,0,0,0,0,0,0,4,12,8,6,1.714285714,4,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.571428571,1.06122449,3,5.64,25.786875,20.146875,12.80991071,5.155637755,5.64,0,6.437,6.437,3.438285714,2.317959184,4.496,0,0,0,0,0,0,12,194,182,150.2857143,62.44897959,194,2,2.571428571,1.428571429,0,0.551131362,0.057580549,0.475,1.375,0.9,0.775,0.636396103,-181000,2,2352_ZnC2N2OS,M
OCN-NC-Zn,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,6,30,24,10.66666667,6.444444444,6,69,87,18,79,4.666666667,77,12.0107,65.38,53.3693,22.2357,14.38143333,12.0107,54.8,3823,3768.2,1419.93,1602.046667,63.05,12,16,4,14.33333333,1,14,2,4,2,2.333333333,0.555555556,2,66,122,56,80.33333333,13.88888889,71,1.65,3.44,1.79,2.711666667,0.461666667,2.55,2,2,0,2,0,2,0,4,4,2.333333333,1,2,0,10,10,1.666666667,2.777777778,0,0,0,0,0,0,0,4,12,8,6,2,4,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.666666667,1.111111111,3,5.64,14.76875,9.12875,10.64708333,3.852083333,5.64,0,6.437,6.437,3.644333333,2.429555556,4.496,0,0,0,0,0,0,12,194,182,163.6666667,50.55555556,194,2,2.333333333,1.666666667,0,0.551131362,0.065408002,0.623333333,1.523333333,0.9,0.923333333,0.636396103,-108000,2,2353_ZnC2N2O,M
